province,position,name,nickname,party_affliation,votes_obtained,ledgist_district
Romblon,"Member, Sangguniang Panlalawigan","Lim, Nelson Recaredo",Nel,Nacionalista Party,17718,First
Romblon,"Member, Sangguniang Panlalawigan","Ylagan, Felix Fondevilla",Dong-Dong,Liberal Party,33530,Second
Romblon,"Member, Sangguniang Panlalawigan","Fiel, Juliet Ngo",Nene,Liberal Party,26747,Second
Romblon,"Member, Sangguniang Panlalawigan","Maravilla, Venizar Festin",Boy,Nacionalista Party,22588,Second
Romblon,"Member, Sangguniang Panlalawigan","Fondevilla, Andres Festin",Andrew,Nacionalista Party,22263,Second
Samar (Western Samar),Provincial Governor,"Tan, Sharee Ann Tee",Ann,Nationalist People's Coalition,169504,-
Samar (Western Samar),Provincial Vice-Governor,"Tan, Stephen James Tee",Jimboy,Nacionalista Party,175903,-
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Co, Charlito Labong",Charlie,Liberal Party,61747,First
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Cruz, Salvador Tulagan",Bading,Liberal Party,51862,First
Samar (Western Samar),"Member, Sangguniang Panlalawigan","De Los Santos, Erdie Llepun",Erdy,Liberal Party,48891,First
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Daguman, Lolita Monforte",Nene,Nacionalista Party,48326,First
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Diomangay, Alan Alcazar",Alan,Nacionalista Party,46431,First
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Lampasa, Alma Uy",Alma Uy,Liberal Party,70659,Second
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Zosa, Arthur Vaughn Merida",Von Zosa,Nationalist People's Coalition,58064,Second
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Zosa, Lee Merida",Lee,Liberal Party,56322,Second
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Nacario, LuzvimIndependenta Latorre",Bebot,Nationalist People's Coalition,55525,Second
Samar (Western Samar),"Member, Sangguniang Panlalawigan","Abejuela, Alvin Deveyra",Alvin,Liberal Party,51649,Second
Sarangani,Provincial Governor,"Solon, Steve Chiongbian",Steve,United Nationalist Alliance/Pcm,133175,-
Sarangani,Provincial Vice-Governor,"Pacquiao, Jinkee Jamora",Jinkee,United Nationalist Alliance/Pcm,137910,-
Sarangani,"Member, Sangguniang Panlalawigan","De Peralta, Elmer Tugaoen",Dokie,United Nationalist Alliance/Pcm,29153,First
Sarangani,"Member, Sangguniang Panlalawigan","Reganit, Alexander Bryan Basquenez",Bryan,United Nationalist Alliance/Pcm,24140,First
Sarangani,"Member, Sangguniang Panlalawigan","Martinez, Cornelio Jr. Callueng",Bobot,United Nationalist Alliance/Pcm,22572,First
Sarangani,"Member, Sangguniang Panlalawigan","Falgui, George Flauta",Jong,Liberal Party,16974,First
Sarangani,"Member, Sangguniang Panlalawigan","Alzate, Eugene Lariza",Tata,United Nationalist Alliance/Pcm,59401,Second
Sarangani,"Member, Sangguniang Panlalawigan","Galzote, Hermie Cariaso",Pastor,United Nationalist Alliance/Pcm,51263,Second
Sarangani,"Member, Sangguniang Panlalawigan","Tobias, Virgilio Clark",Vir,United Nationalist Alliance/Pcm,47449,Second
Sarangani,"Member, Sangguniang Panlalawigan","Guili, Arman Uy",Arman,United Nationalist Alliance/Pcm,39814,Second
Sarangani,"Member, Sangguniang Panlalawigan","Pangolima, Abdulracman Kamad",Hadji,United Nationalist Alliance/Pcm,38101,Second
Sarangani,"Member, Sangguniang Panlalawigan","Nallos, Cesar Jr. Baculna",Beboy,United Nationalist Alliance/Pcm,35770,Second
Siquijor,Provincial Governor,"Villa, Zaldy Samson",Jecoy,Liberal Party,30143,-
Siquijor,Provincial Vice-Governor,"Avanzado, Fernando Veloso",Dingdong,Liberal Party,27817,-
Siquijor,"Member, Sangguniang Panlalawigan","Olpoc, Cyrus Selim",Cyr,Liberal Party,14288,First
Siquijor,"Member, Sangguniang Panlalawigan","Lucero, Clare Bulahan",Clare,Liberal Party,14010,First
Siquijor,"Member, Sangguniang Panlalawigan","Honrubia, Dar Lynn Ates",Wawen,Liberal Party,13129,First
Siquijor,"Member, Sangguniang Panlalawigan","Padayhag, Rebecca Bolodo",Becky,Lakas-Christian Muslim Democrats,11396,Second
Siquijor,"Member, Sangguniang Panlalawigan","Quimno, Edwin Maata",Win,Lakas-Christian Muslim Democrats,10154,Second
Siquijor,"Member, Sangguniang Panlalawigan","Bonachita, Leonido Ancis",Dodo,Lakas-Christian Muslim Democrats,9771,Second
Sorsogon,Provincial Governor,"Lee, Raul Rodrigueza",Pay,United Nationalist Alliance,123232,-
Sorsogon,Provincial Vice-Governor,"Escudero, Antonio Jr. Hatoc",Kruni,Nationalist People's Coalition,133754,-
Sorsogon,"Member, Sangguniang Panlalawigan","Escudero, Krunimar Antonio Ii Daen",Jun,Nationalist People's Coalition,73659,First
Sorsogon,"Member, Sangguniang Panlalawigan","Aquino, Rebecca De Leon",Becky,Nationalist People's Coalition,58446,First
Sorsogon,"Member, Sangguniang Panlalawigan","Ravanilla, Franco Eric Ong",Eric,Nationalist People's Coalition,38676,First
Sorsogon,"Member, Sangguniang Panlalawigan","A, Rolando Red",Roland,Independent,38576,First
Sorsogon,"Member, Sangguniang Panlalawigan","Relativo, Everesto Laurio",Ever,Nationalist People's Coalition,36421,First
Sorsogon,"Member, Sangguniang Panlalawigan","Guban, Renato De Vera",Joey,Independent,53236,Second
Sorsogon,"Member, Sangguniang Panlalawigan","Guysayko, Michael Genetia",Mike,Nacionalista Party,52122,Second
Sorsogon,"Member, Sangguniang Panlalawigan","Glipo, Arze Gutay",,Independent,50574,Second
Sorsogon,"Member, Sangguniang Panlalawigan","Hao, Bernard Herrera",Bong,United Nationalist Alliance,46095,Second
Sorsogon,"Member, Sangguniang Panlalawigan","Escandor, Angel Enano",Angel,Nacionalista Party,44386,Second
South Cotabato,Provincial Governor,"Fuentes, Daisy Avance",Independentay Daisy,Nationalist People's Coalition,117855,-
South Cotabato,Provincial Vice-Governor,"Diel, Cecile Esmalla",Independentay,United Nationalist Alliance,134412,-
South Cotabato,"Member, Sangguniang Panlalawigan","Trabado, Glezel Mariano",Gly,Nationalist People's Coalition,39344,First
South Cotabato,"Member, Sangguniang Panlalawigan","Tamayo, Romeo Sanchez",Romy,Nationalist People's Coalition,39133,First
South Cotabato,"Member, Sangguniang Panlalawigan","Baitus-Corilla, Jobeelyn Cajano",Jobee,United Nationalist Alliance,37177,First
South Cotabato,"Member, Sangguniang Panlalawigan","De Jesus, Vicente Reyes",Vic,Nationalist People's Coalition,84755,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Catorce, Ma. Ester Marin",Ester Marin Catorce,United Nationalist Alliance,84740,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Subere-Albios, Ellen Grace Narciso",Grace,Nationalist People's Coalition,83170,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Luntao, Ervin Bunda",Vin,United Nationalist Alliance,81833,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Dema-Ala, Agustin Duveo",Gen Ting,Nationalist People's Coalition,77923,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Solivio, Romulo Sr. Octaviano",Mulong,United Nationalist Alliance,76192,Second
South Cotabato,"Member, Sangguniang Panlalawigan","Ladot, Samuel Lanaria",Sam,United Nationalist Alliance,72403,Second
Southern Leyte,Provincial Governor,"Mercado, Roger Gaviola",Oging,National Unity Party,109237,-
Southern Leyte,Provincial Vice-Governor,"Tan, Sheffered Lino Siongco",Pet,Liberal Party,86711,-
Southern Leyte,"Member, Sangguniang Panlalawigan","Esclamado, Albert Galvez",Albert,National Unity Party,46192,First
Southern Leyte,"Member, Sangguniang Panlalawigan","Aroy, Alan Jose Kuizon",Alan,National Unity Party,44827,First
Southern Leyte,"Member, Sangguniang Panlalawigan","Esca, Felicula Cruz",Felising,National Unity Party,43348,First
Southern Leyte,"Member, Sangguniang Panlalawigan","Rojas, Teopisto Jr. Calapre",Boy,National Unity Party,36436,First
Southern Leyte,"Member, Sangguniang Panlalawigan","Gamale, Daisy Dumagat",Daisy,National Unity Party,42522,Second
Southern Leyte,"Member, Sangguniang Panlalawigan","Maamo, Miguel Ii Cagasan",Mike,National Unity Party,40830,Second
Southern Leyte,"Member, Sangguniang Panlalawigan","Almario, Abelardo Colina",Bebe,National Unity Party,39243,Second
Southern Leyte,"Member, Sangguniang Panlalawigan","Estrera, Aileen Luzon",Tata,National Unity Party,33900,Second
Sultan Kudarat,Provincial Governor,"Mangudadatu, Suharto Tan",Teng,Independent,139809,-
Sultan Kudarat,Provincial Vice-Governor,"Matias, Ernesto Fontanilla",Erning,United Nationalist Alliance,105157,-
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Duque, Eduardo MangalIndependentan",Eddie,Independent,72672,First
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Segura, Orfelina Pabilona",Nene Fely,Independent,62215,First
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Recinto, Francis Eric Esteves",Eric,Independent,59723,First
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Lastimoso, Manuel Jr. Sumayan",Nonong,United Nationalist Alliance,44705,First
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Malcampo, German Mariano",Gerry,Independent,37793,First
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Fornan, Cesar Latog",Czar,Independent,36495,Second
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Ortiz, Joseph Mendoza",Toto,Liberal Party,32709,Second
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Forro, Rolando Diaz",Andot,Independent,30242,Second
Sultan Kudarat,"Member, Sangguniang Panlalawigan","Ang, Kahirup Castillon",Rup,Independent,29308,Second
Sultan Kudarat,"Member, Sangguniang Panlalawigan","De Manuel, Rene Sr. Caraso",Ren,Liberal Party,28042,Second
Sulu,Provincial Governor,"Tan, Abdusakur Ii Abubakar",Totoh,Liberal Party,164013,-
Sulu,Provincial Vice-Governor,"Tan, Abdusakur Mahail",Sakur,Liberal Party,159280,-
Sulu,"Member, Sangguniang Panlalawigan","Izquierdo, Alkramer Rasul",Butch,Liberal Party,89524,First
Sulu,"Member, Sangguniang Panlalawigan","Tulawie, Hanibal Hiponia",Hanie,Liberal Party,73743,First
Sulu,"Member, Sangguniang Panlalawigan","Burahan, Basaron Muksan",Bas,Liberal Party,73214,First
Sulu,"Member, Sangguniang Panlalawigan","Suhuri, Ismun Latip Hadji",Ismun,Liberal Party,72858,First
Sulu,"Member, Sangguniang Panlalawigan","Loong, Abubakar Jr. Osoteo",Balong,Liberal Party,69846,First
Sulu,"Member, Sangguniang Panlalawigan","Arbison, Alnur Napii",Nan,Liberal Party,47868,Second
Sulu,"Member, Sangguniang Panlalawigan","Adam, Alganarham Mangumma",Jojo,Liberal Party,39890,Second
Sulu,"Member, Sangguniang Panlalawigan","Pulahong, Ayob Hayriya",Ay,Liberal Party,37732,Second
Sulu,"Member, Sangguniang Panlalawigan","Daud, Nasser Jr. Tulawie",Junjun,Liberal Party,36057,Second
Sulu,"Member, Sangguniang Panlalawigan","Burahan, Abduradzmezer Wadjad",Radz,Liberal Party,30248,Second
Sulu,Assemblyman,"Burahan, Nedra Sahial",Ned,Liberal Party,78385,First
Sulu,Assemblyman,"Tulawie, Benhajar Tungkap",Ben,Liberal Party,74509,First
Sulu,Assemblyman,"Tingkahan, Rizal Jr. Ansong",Gene,Liberal Party,73648,First
Sulu,Assemblyman,"Anni, Rudjia Halud",Jia,Liberal Party,47873,Second
Sulu,Assemblyman,"Hajibin, Khalil Tan",Lil,Liberal Party,32517,Second
Sulu,Assemblyman,"Sarapuddin, Mohammad Bhydir Burahan",Bhydir,Liberal Party,28116,Second
Surigao Del Norte,Provincial Governor,"Matugas, Sol Forcadilla",Sol,Liberal Party,145681,-
Surigao Del Norte,Provincial Vice-Governor,"Egay, Arturo Carlos Jr. Arcena",Jun-Jun,Liberal Party,112830,-
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Galanida, Mamerto Digal",Mamer,Liberal Party,27806,First
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Castrence, Simeon Vicente Griar",Sim,Padajon,24361,First
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Longos, Margarito Macaranas",Mar,Liberal Party,22067,First
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Gorgolon-Licuan, Leonila Paredes",Bebot,Liberal Party,21862,First
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Bagundol, Cesar Malagum",Dods,Liberal Party,20496,First
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Romarate, Myrna Madelo",Myr,Liberal Party,89725,Second
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Borja, Victor Colantro",Vic,Liberal Party,68488,Second
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Larong, Fernando Tano",Lolong,Liberal Party,61216,Second
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Alaan, Regina Gatpolintan",Regie,Nacionalista Party,55980,Second
Surigao Del Norte,"Member, Sangguniang Panlalawigan","Garcia, Melva Paas",Melva Garcia,Nacionalista Party,49634,Second
Surigao Del Sur,Provincial Governor,"Pimentel, Johnny Ty",Johnny,Liberal Party,197688,-
Surigao Del Sur,Provincial Vice-Governor,"Alameda, Manuel Sr. Osorio",Mangi,Liberal Party,147656,-
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Momo, Eleanor Darvin",Neneng,Liberal Party,102204,First
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Atacador, Mariano Ruperto",Mar,Liberal Party,62337,First
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Donasco, Teresita Palma",Tita,Liberal Party,61517,First
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Pimentel, Henrich Maraya",Henrich,Lakas-Christian Muslim Democrats,55894,First
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Plaza, Glenn Pichay",Glenn,United Nationalist Alliance,54135,First
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Cejoco, Conrad Castillo",Conrad,Nacionalista Party,51835,Second
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Polizon, Donell Villaluz",Pogi,Liberal Party,47770,Second
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Lim, Mary Grace Gabales",Grace,Liberal Party,43548,Second
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Ca, Tito Iii Amistad",Rico,Liberal Party,41637,Second
Surigao Del Sur,"Member, Sangguniang Panlalawigan","Nazareno, Emmanuel Bendulo",Mangi,Liberal Party,39982,Second
Tarlac,Provincial Governor,"Yap, Victor Areno",Vy,Nationalist People's Coalition,328558,-
Tarlac,Provincial Vice-Governor,"Cojuangco, Enrique Jr. Delgado",Kit,Nationalist People's Coalition,344992,-
Tarlac,"Member, Sangguniang Panlalawigan","Dela Cruz, Noel Ballesteros",Noel,Nationalist People's Coalition,97265,First
Tarlac,"Member, Sangguniang Panlalawigan","Razalan, Tito Guerrero",Tito,Nationalist People's Coalition,87637,First
Tarlac,"Member, Sangguniang Panlalawigan","Aganon, Marcelino Jr. Guiang",Bogs,Lakas-Christian Muslim Democrats,55085,First
Tarlac,"Member, Sangguniang Panlalawigan","Angeles, Maria Cristina Cuello",Cristy,Nationalist People's Coalition,142395,Second
Tarlac,"Member, Sangguniang Panlalawigan","Sembrano, Harmes Sicat",Harmes,Nationalist People's Coalition,119892,Second
Tarlac,"Member, Sangguniang Panlalawigan","De Leon, Enrico Jimenez",Henry,Liberal Party,79093,Second
Tarlac,"Member, Sangguniang Panlalawigan","David, Jude Joseph Sibal",Joji,Padayon Pilipino,78709,Second
Tarlac,"Member, Sangguniang Panlalawigan","Cruz, Henry Piccio",Tootsie,Nacionalista Party,61785,Third
Tarlac,"Member, Sangguniang Panlalawigan","David, Carlito Santos",Casada,Nationalist People's Coalition,60095,Third
Tarlac,"Member, Sangguniang Panlalawigan","Mandal, Saturnino Bautista",Boy,Nacionalista Party,44365,Third
Tawi-Tawi,Provincial Governor,"Sahali, Nurbert Maquiso",Toto,Liberal Party,47922,-
Tawi-Tawi,Provincial Vice-Governor,"Ahaja, Michail Kong",Tati,Liberal Party,42249,-
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Tamburani, Abdulwahab Moluhasim",Abdul,Liberal Party,23158,First
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Jaani, Ganda Aleo",Ghan,Liberal Party,22583,First
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Ladjahali, Edzfar Sali",Papay,Liberal Party,20594,First
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Jaji, Abdulajid Jaddi",Lajid,Nationalist People's Coalition,19208,First
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Abdulmunap, Al-Khalid Abdulhan",Nongs,Liberal Party,20530,Second
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Habe, Nasser Muhajil",Nhas,Liberal Party,20011,Second
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Madjilon, Elmasia Lipae",Emang,Independent,18305,Second
Tawi-Tawi,"Member, Sangguniang Panlalawigan","Masdal, Ismael Amil",Habib,Liberal Party,17217,Second
Tawi-Tawi,Assemblyman,"Ajihil, Myrna Chiong",Mheng,Liberal Party,46633,-
Tawi-Tawi,Assemblyman,"Halipa, Sulay Hassan",Lay,Liberal Party,45119,-
Tawi-Tawi,Assemblyman,"Bawasanta, Rodolfo Antoyan",Rudy,Liberal Party,39593,-
Zambales,Provincial Governor,"Ebdane, Hermogenes Jr. Edejer",Jun,Sulong Zambales Party,130960,-
Zambales,Provincial Vice-Governor,"Lacbain, Ramon Ii Groesbeck",Mon,Sulong Zambales Party,123792,-
Zambales,"Member, Sangguniang Panlalawigan","Khonghun, Jonathan John Ferrer",Jon,Sulong Zambales Party,54289,First
Zambales,"Member, Sangguniang Panlalawigan","Felarca, Jose Benedicto Dela Cruz",Jb Felarca,Sulong Zambales Party,39066,First
Zambales,"Member, Sangguniang Panlalawigan","Gutierrez, Jose Sr. De Jesus",Peping,Sulong Zambales Party,32754,First
Zambales,"Member, Sangguniang Panlalawigan","Deloso, Jury Elamparo",Jury,Independent,71061,Second
Zambales,"Member, Sangguniang Panlalawigan","Collado, Renato Hebron","Collado, Atong Hebron",Sulong Zambales Party,66315,Second
Zambales,"Member, Sangguniang Panlalawigan","Pangan, Wilfredo Paul Dantes",Jun,United Nationalist Alliance,59171,Second
Zambales,"Member, Sangguniang Panlalawigan","Ablola, Samuel Domil",Sam,Sulong Zambales Party,56426,Second
Zambales,"Member, Sangguniang Panlalawigan","Mendoza, Alfred Sebarrotin",Al,Independent,54315,Second
Zambales,"Member, Sangguniang Panlalawigan","Abasta, Sancho Jr. Agostosa",Jun,Sulong Zambales Party,49738,Second
Zambales,"Member, Sangguniang Panlalawigan","Fallorin, Conrado Caguineman",K Fallorin,Liberal Party,48790,Second
Zamboanga Del Norte,Provincial Governor,"Uy, Roberto Yu",Berto,Liberal Party,247373,-
Zamboanga Del Norte,Provincial Vice-Governor,"Angeles, Senen Olvis",Nen,Liberal Party,216206,-
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Cabigon, Fernando Jr. Restollas",Jun Cabigon,United Nationalist Alliance,41963,First
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Zamora, Joven Hamac",Ben,Liberal Party,36519,First
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Napigquit, Julius Cabilin",Dodoy,Liberal Party,87781,Second
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Lee, Ronillo Dua",Boy,Liberal Party,82582,Second
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Decierdo, Crisologo Alima",Logoy,Liberal Party,80136,Second
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Soliva, Romulo Puralan",Muling,Liberal Party,78015,Second
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Carloto, Angel Melicor",Angel,Liberal Party,62339,Third
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Brillantes, Ruth Maraon",Maraon,Liberal Party,58821,Third
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Uy, Venus Arancana",Venus,Nacionalista Party,53840,Third
Zamboanga Del Norte,"Member, Sangguniang Panlalawigan","Torrino, LuzvimIndependenta Estrada",Bebe,Nacionalista Party,53430,Third
Zamboanga Del Sur,Provincial Governor,"Cerilles, Antonio Herrera",Tony,Nationalist People's Coalition,257605,-
Zamboanga Del Sur,Provincial Vice-Governor,"Regala, Juan Casauay",John,Nationalist People's Coalition,219961,-
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Pajares, Joaquin Gloria",Joy,Nationalist People's Coalition,128216,First
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Blancia, Ramon Jr. Ortega",Doki,Nationalist People's Coalition,127691,First
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Bajamunde, Jesus Jr. Blancia",Idol,Nationalist People's Coalition,125878,First
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Degamo, Pepito Batiquin",Dodong,Nationalist People's Coalition,118809,First
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Relacion, Eduardo Demata",Ed / Eddie,Nationalist People's Coalition,108272,First
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Pintac, Edward Banguis",Dodong,Nationalist People's Coalition,94861,Second
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Ocapan, Miguelito Toribio",Nonoy,Nationalist People's Coalition,92665,Second
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Funtanilla, Felicidad Bejar",Baby,Nationalist People's Coalition,89522,Second
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Adlaon, Edilberto Simbajon",Eddie,Nationalist People's Coalition,87186,Second
Zamboanga Del Sur,"Member, Sangguniang Panlalawigan","Cajeta, Vicente Payapa",Dodo,Nationalist People's Coalition,86466,Second
Zamboanga Sibugay,Provincial Governor,"Palma, Wilter Yap",Toto Lp,Liberal Party,118575,-
Zamboanga Sibugay,Provincial Vice-Governor,"Olegario, Rey Andre Camacho",Rey,Nacionalista Party,129268,-
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Yambao, Jonathan Cabilao",Boyet Cabilao,Nacionalista Party,55171,First
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Calo, Editha Ocol",Edit,Nacionalista Party,39940,First
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Palma, Marie Yvonne Villacora",Von Lp,Liberal Party,38898,First
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Jore, Lesliejoy Valenciano",Joy,Nacionalista Party,38875,First
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Ahiron, Abdusaid Amuali",Said,Nacionalista Party,35172,First
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Javier, Eufemio Jr. Deocampo",Vic,Nacionalista Party,65121,Second
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Cabarios, Eric Aguinaldo",Eric,Nacionalista Party,52744,Second
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Ebol, Joel Dellona",El Matador,Nacionalista Party,51730,Second
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Jajurie, Mujahid Centi",Jed,Nacionalista Party,49431,Second
Zamboanga Sibugay,"Member, Sangguniang Panlalawigan","Castillo, George Calva",Geo,Independent,42924,Second
