particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"196,241",0,0,0,0,"5,742",0,0,0,"23,530",925,0,"2,296",0,887,0,0,"1,381","21,394",0,0,"54,539",0,"306,935"
"          Philippine Council for Agriculture, Aquatic",,,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"61,597",0,0,0,0,"10,316",0,0,0,"7,279",259,0,672,0,260,0,0,"2,980","6,481",0,0,"36,927",0,"126,771"
          Philippine Council for Health Research and Development,"15,301",0,77,0,0,9,0,0,53,"1,864",62,0,155,0,61,0,44,532,"1,624",0,0,"4,405",0,"24,187"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,,,,,,,,,,,,
                Emerging Technology Research and Development,"22,685",0,0,0,0,0,0,0,0,"2,624",76,0,209,0,67,0,158,"1,782","2,196",0,0,"10,583",0,"40,380"
          Philippine Institute of Volcanology and Seismology,"46,813",0,0,0,0,"5,495",0,0,0,"5,543",235,0,528,0,225,0,803,731,"4,227",0,0,"19,984",0,"84,584"
          Philippine Nuclear Research Institute,"57,179",0,0,0,0,"2,488",0,0,0,"7,216",231,0,526,0,232,0,0,908,"4,581",0,0,"22,293",0,"95,654"
          Philippine Science High School,"167,377",0,966,0,0,"1,067",0,0,642,"19,618",753,0,"1,820",0,754,0,0,"2,068","17,563",0,0,"44,800",0,"257,428"
          Philippine Textile Research Institute,"21,345",0,222,0,0,663,0,0,0,"2,529",102,0,174,0,101,0,63,567,"2,277",0,0,"9,111",0,"37,154"
          Science Education Institute,"15,974",0,0,0,0,163,0,0,0,"1,697",44,0,125,0,44,0,0,467,"1,274",0,0,"4,576",0,"24,364"
          Science and Technology Information Institute,"16,027",0,0,0,0,422,0,0,0,"1,658",59,0,159,0,57,0,0,364,"1,475",0,0,"6,154",0,"26,375"
          Technology Application and Promotion Institute,"19,133",0,0,0,0,177,0,0,0,"1,948",63,0,177,0,63,0,26,460,"1,408",0,0,"6,127",0,"29,582"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"670,987",0,"44,398",0,0,"12,051",0,"4,835",0,"77,217","3,162",0,"7,128",0,"3,196",0,180,"17,923","68,292",0,0,"109,577",0,"1,018,946"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"616,360",0,"44,227",0,0,"11,156",0,"4,835",0,"70,652","2,947",0,"6,545",0,"2,990",0,0,"15,111","62,583",0,0,"99,956",0,"937,362"
          Council for the Welfare of Children,"9,038",0,0,0,0,127,0,0,0,"1,096",34,0,99,0,34,0,24,600,910,0,0,"1,414",0,"13,376"
          Inter-Country Adoption Board,"5,007",0,0,0,0,0,0,0,0,616,18,0,57,0,17,0,0,244,508,0,0,"2,489",0,"8,956"
          National Council on Disability Affairs,"15,954",0,171,0,0,0,0,0,0,"1,867",66,0,166,0,59,0,0,509,"1,638",0,0,"2,234",0,"22,664"
          National Youth Commission,"24,628",0,0,0,0,768,0,0,0,"2,986",97,0,261,0,96,0,156,"1,459","2,653",0,0,"3,484",0,"36,588"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"210,263",0,424,0,0,"8,245",0,0,15,"23,674","1,005",0,"2,150",0,"1,062",0,460,"7,063","21,422",0,0,"91,567",0,"367,350"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"147,076",0,0,0,0,"6,778",0,0,0,"16,424",608,0,"1,465",0,669,0,457,"5,819","14,572",0,0,"77,492",0,"271,360"
          Intramuros Administration,"15,803",0,424,0,0,9,0,0,15,"1,784",57,0,150,0,58,0,3,680,"1,481",0,0,"2,701",0,"23,165"
          National Parks Development Committee,"47,384",0,0,0,0,"1,458",0,0,0,"5,466",340,0,535,0,335,0,0,564,"5,369",0,0,"11,374",0,"72,825"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"754,832",0,"80,394",0,0,"17,537",0,"2,244","1,092","88,937","3,067",0,"7,608",0,"2,798",0,0,"45,622","71,415",0,0,"221,287",0,"1,296,833"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"618,604",0,"79,079",0,0,"17,233",0,"1,155",0,"72,979","2,556",0,"6,195",0,"2,272",0,0,"36,897","57,162",0,0,"201,438",0,"1,095,570"
          Board of Investments,"78,024",0,122,0,0,0,0,0,0,"9,080",270,0,807,0,284,0,0,"6,014","8,197",0,0,"11,998",0,"114,796"
          Construction Industry Authority of the Philippines,"19,861",0,176,0,0,204,0,0,"1,092","2,302",80,0,199,0,82,0,0,824,"2,075",0,0,"2,653",0,"29,548"
          Construction Manpower Development Foundation,"9,030",0,524,0,0,0,0,0,0,"1,045",34,0,97,0,34,0,0,348,891,0,0,"1,145",0,"13,148"
          Philippine Trade Training Center,"13,196",0,0,0,0,0,0,0,0,"1,521",55,0,139,0,54,0,0,752,"1,346",0,0,"1,803",0,"18,866"
          Product Development and Design Center of the Philippines,"16,117",0,493,0,0,100,0,"1,089",0,"2,010",72,0,171,0,72,0,0,787,"1,744",0,0,"2,250",0,"24,905"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"969,181","991,950","353,302",0,0,"55,895","112,537","119,662",116,"127,744","5,943","6,230","12,013","11,792","6,474",0,781,"39,506","117,552",0,"351,591","364,579","780,799","4,427,647"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"753,032",0,"212,883",0,0,"44,540",0,"2,018",0,"85,987","3,803",0,"8,317",0,"4,080",0,467,"31,244","77,557",0,0,"142,603",0,"1,366,531"
          Civil Aeronautics Board,"20,538",0,0,0,0,362,0,0,0,"2,461",87,0,198,0,87,0,0,"1,318","2,145",0,0,"2,860","1,174","31,230"
          Maritime Industry Authority,"117,716",0,473,0,0,"4,787",0,"2,007",0,"14,032",482,0,"1,078",0,483,0,134,"4,154","12,245",0,0,"25,759",0,"183,350"
          Office of Transportation Cooperatives,"8,539",0,0,0,0,0,0,0,116,"1,090",42,0,82,0,44,0,0,516,769,0,0,"1,390",0,"12,588"
          Office for Transportation Security,"14,307",0,"137,787",0,0,0,0,0,0,"17,940","1,126",0,"1,716",0,"1,395",0,0,"1,738","18,250",0,0,"40,042",0,"234,301"
          Philippine Coast Guard,"47,474","991,950","2,159",0,0,"6,206","112,537","115,637",0,"5,327",373,"6,230",539,"11,792",355,0,180,188,"5,740",0,"351,591","150,862","779,625","2,588,765"
          Toll Regulatory Board,"7,575",0,0,0,0,0,0,0,0,907,30,0,83,0,30,0,0,348,846,0,0,"1,063",0,"10,882"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"861,147",0,"75,993",0,0,"31,088",0,"14,099",0,"102,899","4,522",0,"9,059",0,"4,287",0,82,"55,528","105,606",0,0,"164,945",0,"1,429,255"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"332,200",0,"12,005",0,0,"9,382",0,0,0,"39,107","1,380",0,"2,956",0,"1,280",0,0,"42,647","46,700",0,0,"32,666",0,"520,323"
          National Statistical Coordination Board,"33,643",0,"9,516",0,0,"3,589",0,0,0,"3,550",135,0,321,0,135,0,0,"2,513","3,441",0,0,"4,455",0,"61,298"
          National Statistics Office,"457,465",0,"37,437",0,0,"16,667",0,"14,099",0,"53,947","2,812",0,"5,255",0,"2,687",0,0,"6,228","50,898",0,0,"117,825",0,"765,320"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"5,114",0,232,0,0,234,0,0,0,614,24,0,56,0,23,0,0,276,562,0,0,957,0,"8,092"
          Public-Private Partnership Center of the Philippines,0,0,"16,684",0,0,"1,216",0,0,0,"1,976",53,0,166,0,46,0,38,"1,661",801,0,0,"5,836",0,"28,477"
          Statistical Research and Training Center,"7,752",0,119,0,0,0,0,0,0,932,30,0,85,0,30,0,44,751,807,0,0,998,0,"11,548"
          Tariff Commission,"24,973",0,0,0,0,0,0,0,0,"2,773",88,0,220,0,86,0,0,"1,452","2,397",0,0,"2,208",0,"34,197"
,,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"452,741",0,"2,545",0,0,"11,841",0,0,0,"51,664","2,140",0,"4,522",0,"2,164",0,0,"6,736","46,458",0,0,"70,271",0,"651,082"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"18,857",0,"2,545",0,0,173,0,0,0,"2,077",71,0,146,0,71,0,0,"1,437","1,702",0,0,"2,379",0,"29,458"
          Bureau of Broadcast Services,"143,723",0,0,0,0,"5,489",0,0,0,"16,196",655,0,"1,166",0,646,0,0,395,"14,725",0,0,"21,723",0,"204,718"
          Bureau of Communications Services,"11,784",0,0,0,0,391,0,0,0,"1,426",63,0,365,0,62,0,0,503,"1,294",0,0,"3,712",0,"19,600"
          National Printing Office,"92,467",0,0,0,0,"1,773",0,0,0,"11,552",559,0,"1,057",0,561,0,0,"1,164","10,471",0,0,"19,103",0,"138,707"
          News and Information Bureau,"54,216",0,0,0,0,"1,216",0,0,0,"5,168",201,0,471,0,187,0,0,599,"4,547",0,0,"4,964",0,"71,569"
          Philippine Information Agency,"98,479",0,0,0,0,"1,428",0,0,0,"11,550",443,0,957,0,490,0,0,"2,164","10,426",0,0,"14,679",0,"140,616"
          Presidential Broadcast Staff (RTVM),"33,215",0,0,0,0,"1,371",0,0,0,"3,695",148,0,360,0,147,0,0,474,"3,293",0,0,"3,711",0,"46,414"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"2,106,776",0,"133,063",0,0,"55,639",0,"20,354",288,"241,862","9,313",0,"20,703",0,"8,941",0,"8,347","106,864","227,657","18,676",0,"374,384",0,"3,332,867"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"17,019",0,0,0,0,336,0,0,0,"1,987",65,0,124,0,63,0,1,822,"1,772",0,0,"2,240",0,"24,429"
          Commission on Higher Education,"157,142",0,0,0,0,"2,139",0,"4,472",0,"18,593",672,0,"1,618",0,583,0,0,"8,725","15,465",0,0,"22,947",0,"232,356"
          Commission on the Filipino Language,"14,539",0,0,0,0,476,0,0,218,"2,150",66,0,196,0,64,0,0,"1,329","1,953",0,0,"6,653",0,"27,644"
          Dangerous Drugs Board,"29,754",0,0,0,0,889,0,0,70,"3,377",135,0,260,0,135,0,0,"1,642","2,512",0,0,"4,590",0,"43,364"
          Energy Regulatory Commission,"91,120",0,0,0,0,"1,540",0,"12,304",0,"9,448",257,0,616,0,256,0,0,"3,550","8,238","18,676",0,"5,929",0,"151,934"
          Film Development Council of the Philippines,"4,892",0,"1,279",0,0,0,0,0,0,728,21,0,58,0,19,0,0,761,533,0,0,851,0,"9,142"
          Games and Amusements Board,"35,114",0,0,0,0,702,0,0,0,"4,207",183,0,366,0,184,0,0,"1,100","3,783",0,0,"6,082",0,"51,721"
          Housing and Land Use Regulatory Board,"120,562",0,0,0,0,"1,397",0,514,0,"14,415",472,0,"1,358",0,469,0,0,"5,271","12,579",0,0,"15,989",0,"173,026"
          Housing and Urban Development Coordinating Council,"19,564",0,"10,579",0,0,822,0,0,0,"2,403",86,0,252,0,86,0,0,"1,109","2,045",0,0,"8,141",0,"45,087"
          Mindanao Development Authority,0,0,"23,978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,978"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"11,765",0,0,0,0,80,0,0,0,"1,400",59,0,131,0,59,0,0,"2,442","1,262",0,0,"2,120",0,"19,318"
          National Anti-Poverty Commission,"10,430",0,0,0,0,0,0,0,0,807,26,0,74,0,20,0,0,"1,359",942,0,0,959,0,"14,617"
          Climate Change Commission,"9,625",0,0,0,0,24,0,0,0,"1,123",30,0,90,0,30,0,0,994,"1,049",0,0,"1,028",0,"13,993"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"9,140",0,"10,488",0,0,0,0,0,0,"1,050",35,0,83,0,32,0,0,962,875,0,0,"1,109",0,"23,774"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"31,005",0,0,0,0,303,0,"1,796",0,"3,392",180,0,285,0,161,0,0,884,"3,415",0,0,"4,470",0,"45,891"
               National Library of the Philippines,"35,684",0,0,0,0,150,0,0,0,"4,175",170,0,342,0,166,0,204,823,"3,778",0,0,"5,785",0,"51,277"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"32,116",0,0,0,0,764,0,0,0,"3,658",161,0,537,0,157,0,0,865,"3,470",0,0,"5,346",0,"47,074"
          National Commission on Indigenous Peoples,"353,824",0,0,0,0,"1,900",0,0,0,"36,605","1,669",0,"3,519",0,"1,712",0,0,"13,731","51,667",0,0,"44,200",0,"508,827"
          National Intelligence Coordinating Agency,"201,189",0,"3,700",0,0,"10,589",0,"1,268",0,"26,541",935,0,"2,260",0,934,0,0,"13,143","22,945",0,0,"98,873",0,"382,377"
          National Security Council,"27,044",0,841,0,0,121,0,0,0,"3,207",82,0,218,0,82,0,0,"2,998","2,397",0,0,"2,740",0,"39,730"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"237,085",0,0,0,0,"12,376",0,0,0,"26,366",900,0,"1,876",0,896,0,"1,845","14,876","24,446",0,0,"33,152",0,"353,818"
          National Telecommunications Commission,"117,653",0,0,0,0,"1,298",0,0,0,"13,557",533,0,824,0,372,0,0,"6,829","12,027",0,0,"18,751",0,"171,844"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,,,,,,,,,,,,
                Peace Process,0,0,"59,692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,692"
          Optical Media Board,"16,354",0,0,0,0,622,0,0,0,"1,970",74,0,157,0,74,0,0,727,"1,755",0,0,"2,493",0,"24,226"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"15,619",0,"4,472",0,0,132,0,0,0,"1,793",143,0,115,0,36,0,0,855,"1,605",0,0,"2,269",0,"27,039"
          Pasig River Rehabilitation Commission,"6,348",0,0,0,0,210,0,0,0,820,21,0,20,0,21,0,0,464,627,0,0,"1,149",0,"9,680"
          Philippine Drug Enforcement Agency,"308,704",0,0,0,0,"1,110",0,0,0,"36,483","1,589",0,"3,389",0,"1,589",0,0,"9,155","25,484",0,0,"46,242",0,"433,745"
          Philippine Racing Commission,"17,318",0,0,0,0,0,0,0,0,"2,035",78,0,136,0,78,0,0,692,"1,775",0,0,"4,449",0,"26,561"
          Philippine Sports Commission,"28,495",0,0,0,0,173,0,0,0,"3,280",134,0,308,0,131,0,0,"1,508","3,060",0,0,"6,540",0,"43,629"
          Presidential Commission for the Urban Poor,"37,724",0,"1,087",0,0,560,0,0,0,"4,313",154,0,416,0,151,0,0,878,"4,128",0,0,"5,056",0,"54,467"
          Presidential Communications Development and,,,,,,,,,,,,,,,,,,,,,,,,
                Strategic Planning Office,0,0,"16,181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,181"
          Presidential Legislative Liaison Office,"10,419",0,0,0,0,23,0,0,0,"1,061",30,0,89,0,30,0,0,"1,141","1,056",0,0,"1,641",0,"15,490"
          Presidential Management Staff,"99,529",0,766,0,0,"16,903",0,0,0,"10,918",353,0,986,0,351,0,"6,297","7,229","11,014",0,0,"12,590",0,"166,936"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"5,434,036",0,"169,041",223,0,"1,121,044",0,0,540,"178,984","34,487",0,"67,646",0,"34,491",0,0,"53,293","615,255",0,0,"957,379",0,"8,666,419"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"5,434,036",0,"169,041",223,0,"1,121,044",0,0,540,"178,984","34,487",0,"67,646",0,"34,491",0,0,"53,293","615,255",0,0,"957,379",0,"8,666,419"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,"1,655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,655"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,"1,655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,655"
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"7,347,938",0,"99,775",0,0,"291,245",0,"481,227",0,"807,908","34,093",0,"73,712",0,"44,229",0,715,"585,170","822,984","869,525",0,"1,088,678",0,"12,547,199"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"6,636,325",0,"97,352",0,0,"258,134",0,"446,367",0,"731,298","31,436",0,"67,417",0,"41,543",0,0,"529,451","752,537","799,515",0,"1,015,133",0,"11,406,508"
               Presidential Electoral Tribunal,"27,368",0,0,0,0,0,0,0,0,"3,962",77,0,225,0,72,0,0,"1,653","2,291",0,0,"3,581",0,"39,229"
          Sandiganbayan,"92,333",0,0,0,0,"8,737",0,0,0,"10,804",395,0,935,0,391,0,715,"7,739","10,594","9,140",0,"13,373",0,"155,156"
          Court of Appeals,"479,017",0,"2,423",0,0,"23,751",0,"34,860",0,"52,948","1,854",0,"4,371",0,"1,890",0,0,"39,921","49,143","56,941",0,"48,340",0,"795,459"
          Court of Tax Appeals,"112,895",0,0,0,0,623,0,0,0,"8,896",331,0,764,0,333,0,0,"6,406","8,419","3,929",0,"8,251",0,"150,847"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"484,280",0,504,0,0,"11,764",0,0,"2,104","57,557","1,387",0,"2,927",0,"1,344",0,"2,993","33,276","36,002","6,789",0,"39,183",0,"680,110"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"469,106",0,504,0,0,"11,764",0,0,"2,104","55,741","1,333",0,"2,766",0,"1,290",0,"2,911","32,271","34,446","6,789",0,"33,312",0,"654,337"
               Career Executive Service Board,"15,174",0,0,0,0,0,0,0,0,"1,816",54,0,161,0,54,0,82,"1,005","1,556",0,0,"5,871",0,"25,773"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"3,357,823",0,0,0,0,"139,005",0,"64,549",0,"399,900","10,279",0,"18,649",0,"10,293",0,"3,231","255,252","355,082","12,337",0,"473,690",0,"5,100,090"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"1,185,989",0,"86,975",0,0,"56,053",0,"6,608",19,"138,224","6,657",0,"12,944",0,"5,803",0,749,"27,018","131,471","31,190",0,"188,394",0,"1,878,094"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"727,242",0,0,0,0,"4,305",0,"5,674",0,"49,270","1,283",0,"4,038",0,"1,398",0,"3,586","74,747","50,802","22,750",0,"90,146",0,"1,035,241"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"181,793",0,"3,922",0,0,"3,456",0,0,0,"21,597",806,0,"1,829",0,816,0,0,"5,221","18,944",0,0,"23,400",0,"261,784"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"16,906",0,0,0,0,182,0,"100,107",0,"2,121",76,0,195,0,86,0,0,92,"1,454",0,0,"33,705",0,"154,924"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"16,906",0,0,0,0,182,0,"100,107",0,"2,121",76,0,195,0,86,0,0,92,"1,454",0,0,"33,705",0,"154,924"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"16,906",0,0,0,0,182,0,"100,107",0,"2,121",76,0,195,0,86,0,0,92,"1,454",0,0,"33,705",0,"154,924"
GRAND TOTAL,"206,365,089","60,554,183","5,949,013","8,167","511,418","8,699,187","3,745,232","6,840,218","29,416","24,757,261","1,076,878","361,662","2,170,769","745,794","1,051,338","322,485","152,008","3,846,884","21,348,188","1,087,953","52,439,414","49,868,328","51,025,284","502,956,169"
