particulars,name_1,total_12,total_34,amt_c,amt_b_12,amt_b_34,amt_a1_12,amt_a1_34,amt_a2_12,amt_a2_34,amt_u_12,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,sw1
          Energy Regulatory Commission,          Energy Regulatory Commission,121412,88219,209715,0,0,0,10576,0,0,110836,88219,209715,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Film Development Council of the Philippines,          Film Development Council of the Philippines,9677,56145,3714,0,0,0,678,27220,3714,8999,28925,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Games and Amusements Board,          Games and Amusements Board,53436,18435,8064,0,0,0,4610,8750,0,48826,9685,8064,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Housing and Land Use Regulatory Board,          Housing and Land Use Regulatory Board,202896,64626,1339,0,0,0,17800,0,0,185096,0,0,0,64626,1339,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Housing and Urban Development,          Housing and Urban Development,,,,,,,,,,,,,,,,,,,
                Coordinating Council,                Coordinating Council,50124,71131,1409,0,0,0,3454,0,0,46670,71131,1409,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Governance Commission for,          Governance Commission for,,,,,,,,,,,,,,,,,,,
                Government-Owned and Controlled Corporations,                Government-Owned and Controlled Corporations,48086,30680,51100,0,0,0,4181,0,0,43905,30680,51100,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Mindanao Development Authority,          Mindanao Development Authority,34928,40883,8905,0,0,0,0,0,0,34928,40883,8905,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Movie and Television Review and,          Movie and Television Review and,,,,,,,,,,,,,,,,,,,
                Classification Board,                Classification Board,21017,18373,12473,0,0,0,1619,0,0,19398,18373,12473,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Anti-Poverty Commission,          National Anti-Poverty Commission,33012,80655,1065,0,0,0,1303,0,0,31709,80655,1065,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Climate Change Commission,          Climate Change Commission,23152,82409,9400,0,0,0,2011,0,0,21141,82409,9400,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission for Culture and the Arts,          National Commission for Culture and the Arts,176105,456607,231745,0,0,0,24486,293982,13306,151619,162625,218439,0,0,0,0,0,0,1
               National Commission for Culture and,               National Commission for Culture and,,,,,,,,,,,,,,,,,,,
                     the Arts (Proper),                     the Arts (Proper),23508,305702,13306,0,0,0,11287,293982,13306,12221,11720,0,0,0,0,0,0,0,0
               National Historical Commission of,               National Historical Commission of,,,,,,,,,,,,,,,,,,,
                     the Philippines (National,                     the Philippines (National,,,,,,,,,,,,,,,,,,,
                     Historical Institute),                     Historical Institute),50689,59638,185439,0,0,0,4347,0,0,46342,59638,185439,0,0,0,0,0,0,0
               National Library of the Philippines,               National Library of the Philippines,55675,48757,21000,0,0,0,4862,0,0,50813,48757,21000,0,0,0,0,0,0,0
               National Archives of the,               National Archives of the,,,,,,,,,,,,,,,,,,,
                     Philippines (formerly Records,                     Philippines (formerly Records,,,,,,,,,,,,,,,,,,,
                     Management and Archives Office),                     Management and Archives Office),46233,42510,12000,0,0,0,3990,0,0,42243,42510,12000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission on Indigenous Peoples,          National Commission on Indigenous Peoples,557125,280085,33941,0,0,0,48021,0,0,509104,280085,33941,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Intelligence Coordinating Agency,          National Intelligence Coordinating Agency,376293,141151,1630,0,0,0,27752,0,0,348541,141151,1630,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Security Council,          National Security Council,45530,41685,26214,0,0,0,3879,0,0,41651,41685,26214,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission on Muslim Filipinos,          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),                (Office on Muslim Affairs),363310,83924,2000,0,0,0,31750,0,0,331560,83924,2000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Telecommunications Commission,          National Telecommunications Commission,190967,61411,7000,0,0,0,16365,0,0,174602,61411,7000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of the Presidential Adviser on,          Office of the Presidential Adviser on,,,,,,,,,,,,,,,,,,,
                the Peace Process,                the Peace Process,68855,245168,0,0,0,0,0,0,0,68855,245168,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Optical Media Board,          Optical Media Board,26596,17556,0,0,0,0,2289,0,0,24307,17556,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Commission on Women (National,          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),                Commission on the Role of Filipino Women),25397,24706,810,0,0,0,2205,0,0,23192,24706,810,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Pasig River Rehabilitation Commission,          Pasig River Rehabilitation Commission,11255,140567,321322,0,0,0,984,0,0,10271,140567,321322,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Drug Enforcement Agency,          Philippine Drug Enforcement Agency,515227,263467,21344,0,0,0,44576,0,0,470651,263467,21344,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Racing Commission,          Philippine Racing Commission,29144,83065,0,0,0,0,2466,0,0,26678,83065,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Sports Commission,          Philippine Sports Commission,44940,165571,0,0,0,0,3868,27350,0,41072,138221,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Commission for the Urban Poor,          Presidential Commission for the Urban Poor,59707,36550,2000,0,0,0,5168,0,0,54539,36550,2000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Communications Development,          Presidential Communications Development,,,,,,,,,,,,,,,,,,,
                and Strategic Planning Office,                and Strategic Planning Office,21205,47513,0,0,0,0,0,0,0,21205,47513,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Legislative Liaison Office,          Presidential Legislative Liaison Office,19092,13155,3230,0,0,0,1622,0,0,17470,13155,3230,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Management Staff,          Presidential Management Staff,176883,119751,33429,0,0,0,15364,0,0,161519,119751,33429,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,     Autonomous Region in Muslim Mindanao,10379827,2047487,1571111,0,0,0,887897,0,0,9491930,2047487,1571111,0,0,0,0,0,0,1
          Autonomous Regional Government in Muslim Mindanao,          Autonomous Regional Government in Muslim Mindanao,10379827,2047487,1571111,0,0,0,887897,0,0,9491930,2047487,1571111,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,     Joint Legislative-Executive Councils,1625,512,0,0,0,0,0,0,0,1625,512,0,0,0,0,0,0,0,1
          Legislative-Executive Development,          Legislative-Executive Development,,,,,,,,,,,,,,,,,,,
                Advisory Council,                Advisory Council,1625,512,0,0,0,0,0,0,0,1625,512,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     The Judiciary,     The Judiciary,13773568,3737270,259618,0,0,0,764749,0,0,13008819,3737270,259618,0,0,0,0,0,0,1
          Supreme Court of the Philippines and the,          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,
                Lower Courts,                Lower Courts,12371699,3190308,159500,0,0,0,681563,0,0,11690136,3190308,159500,0,0,0,0,0,0,0
               Presidential Electoral Tribunal,               Presidential Electoral Tribunal,78492,12443,0,0,0,0,3166,0,0,75326,12443,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Sandiganbayan,          Sandiganbayan,188350,117972,86118,0,0,0,11202,0,0,177148,117972,86118,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Appeals,          Court of Appeals,952057,355183,14000,0,0,0,58956,0,0,893101,355183,14000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Tax Appeals,          Court of Tax Appeals,182970,61364,0,0,0,0,9862,0,0,173108,61364,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,     Civil Service Commission,814689,172208,6039,0,0,0,58257,0,0,756432,172208,6039,0,0,0,0,0,0,1
          Civil Service Commission,          Civil Service Commission,791263,138900,2427,0,0,0,56232,0,0,735031,138900,2427,0,0,0,0,0,0,0
               Career Executive Service Board,               Career Executive Service Board,23426,33308,3612,0,0,0,2025,0,0,21401,33308,3612,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,     Commission on Audit,7703954,195792,203330,0,0,0,457687,0,0,7246267,195792,203330,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,     Commission on Elections,4987908,3428590,0,0,0,0,150755,0,0,4837153,3428590,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,     Office of the Ombudsman,1448586,195729,74101,0,0,0,62016,0,0,1386570,195729,74101,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,     Commission on Human Rights,247597,69663,1644,0,0,0,20716,0,0,226881,69663,1644,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
SPECIAL PURPOSE FUNDS,SPECIAL PURPOSE FUNDS,168834141,739022861,72840880,0,0,0,2211,663342201,26500000,168831930,75680660,46340880,0,0,0,175961,92155669,25216741,1
,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,     Budgetary Support to Government Corporations,0,42286509,28522700,0,0,0,0,236200,26500000,0,42050309,2022700,0,0,0,0,0,0,1
          Department of Agriculture,          Department of Agriculture,0,9351873,0,0,0,0,0,229200,0,0,9122673,0,0,0,0,0,0,0,1
               National Dairy Authority,               National Dairy Authority,0,261744,0,0,0,0,0,0,0,0,261744,0,0,0,0,0,0,0,0
               National Food Authority,               National Food Authority,0,4250000,0,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0,0
               National Irrigation Administration,               National Irrigation Administration,0,1722208,0,0,0,0,0,0,0,0,1722208,0,0,0,0,0,0,0,0
               National Tobacco Administration,               National Tobacco Administration,0,219200,0,0,0,0,0,219200,0,0,0,0,0,0,0,0,0,0,0
               Philippine Coconut Authority,               Philippine Coconut Authority,0,1182750,0,0,0,0,0,10000,0,0,1172750,0,0,0,0,0,0,0,0
               Philippine Crop Insurance Corporation,               Philippine Crop Insurance Corporation,0,1183771,0,0,0,0,0,0,0,0,1183771,0,0,0,0,0,0,0,0
               Philippine Rice Research Institute,               Philippine Rice Research Institute,0,532200,0,0,0,0,0,0,0,0,532200,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Energy,          Department of Energy,0,6348819,0,0,0,0,0,0,0,0,6348819,0,0,0,0,0,0,0,1
               National Electrification Administration,               National Electrification Administration,0,5379538,0,0,0,0,0,0,0,0,5379538,0,0,0,0,0,0,0,0
               National Power Corporation,               National Power Corporation,0,969281,0,0,0,0,0,0,0,0,969281,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Finance,          Department of Finance,0,1884164,0,0,0,0,0,0,0,0,1884164,0,0,0,0,0,0,0,1
               Philippine Deposit Insurance Corporation,               Philippine Deposit Insurance Corporation,0,1884164,0,0,0,0,0,0,0,0,1884164,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Health,          Department of Health,0,948265,0,0,0,0,0,0,0,0,948265,0,0,0,0,0,0,0,1
               Lung Center of the Philippines,               Lung Center of the Philippines,0,173400,0,0,0,0,0,0,0,0,173400,0,0,0,0,0,0,0,0
               National Kidney and Transplant Institute,               National Kidney and Transplant Institute,0,202865,0,0,0,0,0,0,0,0,202865,0,0,0,0,0,0,0,0
               Philippine Children`s Medical Center,               Philippine Children`s Medical Center,0,345000,0,0,0,0,0,0,0,0,345000,0,0,0,0,0,0,0,0
               Philippine Heart Center,               Philippine Heart Center,0,187000,0,0,0,0,0,0,0,0,187000,0,0,0,0,0,0,0,0
               Philippine Institute of Traditional,               Philippine Institute of Traditional,,,,,,,,,,,,,,,,,,,
                     and Alternative Health Care,                     and Alternative Health Care,0,40000,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,          Department of Tourism,0,0,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,1
               Tourism Promotions Board,               Tourism Promotions Board,0,0,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,          Department of Trade and Industry,0,181810,277500,0,0,0,0,0,0,0,181810,277500,0,0,0,0,0,0,1
               Aurora Pacific Economic Zone and,               Aurora Pacific Economic Zone and,,,,,,,,,,,,,,,,,,,
                     Freeport Authority (formerly ASEZA),                     Freeport Authority (formerly ASEZA),0,76000,277500,0,0,0,0,0,0,0,76000,277500,0,0,0,0,0,0,0
               Center for International Trade,               Center for International Trade,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,                     Expositions and Missions,0,96810,0,0,0,0,0,0,0,0,96810,0,0,0,0,0,0,0,0
               Cottage Industry Technology Center,               Cottage Industry Technology Center,0,9000,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,          Department of Transportation and Communications,0,359079,0,0,0,0,0,0,0,0,359079,0,0,0,0,0,0,0,1
               Philippine National Railways,               Philippine National Railways,0,359079,0,0,0,0,0,0,0,0,359079,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,          National Economic and Development Authority,0,33000,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,1
               Philippine Institute for,               Philippine Institute for,,,,,,,,,,,,,,,,,,,
                     Development Studies,                     Development Studies,0,33000,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,          Other Executive Offices,0,23165893,1495200,0,0,0,0,7000,0,0,23158893,1495200,0,0,0,0,0,0,1
               Authority of the Freeport Area of Bataan,               Authority of the Freeport Area of Bataan,0,0,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0
               Cagayan Economic Zone Authority,               Cagayan Economic Zone Authority,0,8300,895200,0,0,0,0,0,0,0,8300,895200,0,0,0,0,0,0,0
               Credit Information Corporation,               Credit Information Corporation,0,28410,0,0,0,0,0,0,0,0,28410,0,0,0,0,0,0,0,0
               Cultural Center of the Philippines,               Cultural Center of the Philippines,0,202000,0,0,0,0,0,7000,0,0,195000,0,0,0,0,0,0,0,0
               Development Academy of the Philippines,               Development Academy of the Philippines,0,129300,0,0,0,0,0,0,0,0,129300,0,0,0,0,0,0,0,0
               Home Guaranty Corporation,               Home Guaranty Corporation,0,0,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0
               National Home Mortgage Finance Corporation,               National Home Mortgage Finance Corporation,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0
               National Housing Authority,               National Housing Authority,0,21373383,0,0,0,0,0,0,0,0,21373383,0,0,0,0,0,0,0,0
               Philippine Center for Economic Development,               Philippine Center for Economic Development,0,14500,0,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0
               Philippine Postal Corporation,               Philippine Postal Corporation,0,301000,0,0,0,0,0,0,0,0,301000,0,0,0,0,0,0,0,0
               Southern Philippines Development Authority,               Southern Philippines Development Authority,0,59000,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0
               Zamboanga City Special Economic,               Zamboanga City Special Economic,,,,,,,,,,,,,,,,,,,
                     Zone Authority,                     Zone Authority,0,50000,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government,          Budgetary Support to Government,,,,,,,,,,,,,,,,,,,
                Corporations - Others,                Corporations - Others,0,13606,0,0,0,0,0,0,0,0,13606,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Net Lending,          Net Lending,0,0,26500000,0,0,0,0,0,26500000,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,     Allocation to Local Government Units,24926,319529738,281000,0,0,0,2211,302304001,0,22715,17225737,281000,0,0,0,0,0,0,1
          Internal Revenue Allotment,          Internal Revenue Allotment,0,302304001,0,0,0,0,0,302304001,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Special Shares of Local Government Units,          Special Shares of Local Government Units,,,,,,,,,,,,,,,,,,,
                in the Proceeds of National Taxes,                in the Proceeds of National Taxes,0,15799821,0,0,0,0,0,0,0,0,15799821,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Barangay Officials Death Benefits Fund,          Barangay Officials Death Benefits Fund,0,50000,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Metropolitan Manila Development Authority,          Metropolitan Manila Development Authority,24926,1175916,281000,0,0,0,2211,0,0,22715,1175916,281000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Local Government Support Fund (Formerly,          Local Government Support Fund (Formerly,,,,,,,,,,,,,,,,,,,
                Financial Subsidy to Local,                Financial Subsidy to Local,,,,,,,,,,,,,,,,,,,
                Government Units),                Government Units),0,200000,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Calamity Fund,     Calamity Fund,0,3450000,4050000,0,0,0,0,0,0,0,3450000,4050000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Contingent Fund,     Contingent Fund,0,740000,260000,0,0,0,0,0,0,0,740000,260000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Education - School Building Program,     Department of Education - School Building Program,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     E-Government Fund,     E-Government Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     International Commitments Fund,     International Commitments Fund,0,1362928,1273795,0,0,0,0,0,0,0,1362928,1273795,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Miscellaneous Personnel Benefits Fund,     Miscellaneous Personnel Benefits Fund,70088990,0,0,0,0,0,0,0,0,70088990,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Pension and Gratuity Fund,     Pension and Gratuity Fund,98715143,0,0,0,0,0,0,0,0,98715143,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Priority Social and Economic Projects Fund,     Priority Social and Economic Projects Fund,5082,3144686,19270385,0,0,0,0,0,0,5082,3144686,19270385,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Priority Development Assistance Fund,     Priority Development Assistance Fund,0,7707000,17183000,0,0,0,0,0,0,0,7707000,17183000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Tax Expenditures Fund,     Tax Expenditures Fund,0,26900000,0,0,0,0,0,26900000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Debt Service Fund-Interest Payment,     Debt Service Fund-Interest Payment,0,333902000,0,0,0,0,0,333902000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Unprogrammed Fund,     Unprogrammed Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175961,92155669,25216741,0
