year,region,type,dimensions_ft,thickness_in,thickness_mm,php_per_panel
2004,VIII (Eastern Visayas),plyboard,4'x8',0.75,19.05,722.67
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.125,3.175,215
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.1875,4.7625,265
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.25,6.35,256
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.5,12.7,-
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.75,19.05,-
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.125,3.175,-
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.1875,4.7625,286.75
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.25,6.35,291.66
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.5,12.7,663.72
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.75,19.05,900
2004,IX (Zamboanga Peninsula),plyboard,4'x8',0.75,19.05,572
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.125,3.175,167.08
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.1875,4.7625,226.11
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.25,6.35,284.79
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.5,12.7,499.39
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.75,19.05,787.88
2004,X (Northern Mindanao),marine plywood,4'x8',0.125,3.175,240
2004,X (Northern Mindanao),marine plywood,4'x8',0.1875,4.7625,256.36
2004,X (Northern Mindanao),marine plywood,4'x8',0.25,6.35,321.21
2004,X (Northern Mindanao),marine plywood,4'x8',0.5,12.7,570.31
2004,X (Northern Mindanao),marine plywood,4'x8',0.75,19.05,876.86
2004,X (Northern Mindanao),plyboard,4'x8',0.75,19.05,599.36
2004,XI (Davao Region),ordinary plywood,4'x8',0.125,3.175,210.78
2004,XI (Davao Region),ordinary plywood,4'x8',0.1875,4.7625,-
2004,XI (Davao Region),ordinary plywood,4'x8',0.25,6.35,283.5
2004,XI (Davao Region),ordinary plywood,4'x8',0.5,12.7,549.9
2004,XI (Davao Region),ordinary plywood,4'x8',0.75,19.05,-
2004,XI (Davao Region),marine plywood,4'x8',0.125,3.175,-
2004,XI (Davao Region),marine plywood,4'x8',0.1875,4.7625,-
2004,XI (Davao Region),marine plywood,4'x8',0.25,6.35,328.33
2004,XI (Davao Region),marine plywood,4'x8',0.5,12.7,613.08
2004,XI (Davao Region),marine plywood,4'x8',0.75,19.05,898.81
2004,XI (Davao Region),plyboard,4'x8',0.75,19.05,693.27
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.125,3.175,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.1875,4.7625,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.25,6.35,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.5,12.7,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.75,19.05,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.125,3.175,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.1875,4.7625,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.25,6.35,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.5,12.7,557.44
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.75,19.05,-
2004,XII (SOCCSKSARGEN),plyboard,4'x8',0.75,19.05,588.68
2004,XIII (Caraga),ordinary plywood,4'x8',0.125,3.175,193.1
2004,XIII (Caraga),ordinary plywood,4'x8',0.1875,4.7625,220
2004,XIII (Caraga),ordinary plywood,4'x8',0.25,6.35,252.5
2004,XIII (Caraga),ordinary plywood,4'x8',0.5,12.7,475
2004,XIII (Caraga),ordinary plywood,4'x8',0.75,19.05,-
2004,XIII (Caraga),marine plywood,4'x8',0.125,3.175,-
2004,XIII (Caraga),marine plywood,4'x8',0.1875,4.7625,243.5
2004,XIII (Caraga),marine plywood,4'x8',0.25,6.35,317.5
2004,XIII (Caraga),marine plywood,4'x8',0.5,12.7,-
2004,XIII (Caraga),marine plywood,4'x8',0.75,19.05,1100
2004,XIII (Caraga),plyboard,4'x8',0.75,19.05,585
