particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
          Philippine Institute of Volcanology and Seismology,"35,337",0,351,0,0,45,0,0,0,"4,088",230,0,363,0,226,0,"1,173",636,"3,507",0,0,"17,255",0,"63,211"
          Philippine Nuclear Research Institute,"44,510",0,145,0,0,"1,021",0,0,0,"4,990",244,0,476,0,248,0,0,"1,154","5,048",0,0,"21,429",0,"79,265"
          Philippine Science High School,"88,978",0,"1,642",0,0,977,0,0,553,"11,627",645,0,982,0,613,0,0,"1,943","10,363",0,0,"48,511",0,"166,834"
          Philippine Textile Research Institute,"22,010",0,0,0,0,"4,994",0,0,0,"2,530",152,0,141,0,144,0,25,388,"2,550",0,0,"26,841","2,348","62,123"
          Science Education Institute,"8,070",0,111,0,0,317,0,0,0,950,42,0,83,0,40,0,0,403,746,0,0,"4,261","1,845","16,868"
          Science and Technology Information Institute,"12,575",0,599,0,0,837,0,0,0,"1,443",79,0,157,0,76,0,0,389,"1,421",0,0,"9,206",0,"26,782"
          Technology Application and Promotion Institute,"11,050",0,344,0,0,409,0,"1,395",0,"1,331",64,0,137,0,53,0,0,466,"1,164",0,0,"8,034",0,"24,447"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"434,543",0,"32,353",302,0,"7,444",0,914,0,"50,001","2,921",0,"4,530",0,"2,719",0,0,"13,187","47,642",0,0,"96,816",0,"693,372"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"425,529",0,"32,353",0,0,"7,350",0,914,0,"48,886","2,871",0,"4,417",0,"2,670",0,0,"12,277","46,610",0,0,"93,393",0,"677,270"
          Council for the Welfare of Children,"5,821",0,0,302,0,94,0,0,0,736,34,0,74,0,33,0,0,713,682,0,0,"1,316",0,"9,805"
          Inter-Country Adoption Board,"3,193",0,0,0,0,0,0,0,0,379,16,0,39,0,16,0,0,197,350,0,0,"2,107",0,"6,297"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"189,781",0,311,0,0,"1,698",0,0,24,"21,803","1,393",0,"1,969",0,"1,237",0,0,"7,315","21,172",0,0,"142,143",0,"388,846"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"110,059",0,0,0,0,734,0,0,0,"13,170",653,0,"1,205",0,637,0,0,"6,039","11,829",0,0,"116,742",0,"261,068"
          Intramuros Administration,"10,582",0,311,0,0,0,0,0,24,"1,244",66,0,39,0,64,0,0,640,"1,212",0,0,"3,234",0,"17,416"
          National Parks Development Committee,"69,140",0,0,0,0,964,0,0,0,"7,389",674,0,725,0,536,0,0,636,"8,131",0,0,"22,167",0,"110,362"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"554,414",0,"65,940",0,0,"13,635",0,"3,546",331,"64,413","3,097",0,"5,685",0,"3,077",0,0,"42,676","56,439",0,0,"224,809",0,"1,038,062"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"450,114",0,"64,575",0,0,"13,321",0,51,0,"52,997","2,536",0,"4,651",0,"2,433",0,0,"32,595","47,090",0,0,"206,111",0,"876,474"
          Board of Investments,"57,300",0,148,0,0,0,0,"2,836",0,"6,081",292,0,723,0,382,0,0,"7,490","4,250",0,0,"9,913",0,"89,415"
          Construction Industry Authority of the Philippines,"15,308",0,207,0,0,0,0,0,331,"1,731",86,0,81,0,84,0,0,862,"1,716",0,0,"2,777",0,"23,183"
          Construction Manpower Development Foundation,"6,977",0,519,0,0,0,0,0,0,735,35,0,37,0,34,0,0,376,682,0,0,"1,198",0,"10,593"
          Philippine Trade Training Center,"11,646",0,0,0,0,67,0,0,0,"1,095",60,0,109,0,55,0,0,672,"1,030",0,0,"2,010",0,"16,744"
          Product Development and Design Center of the Philippines,"13,069",0,491,0,0,247,0,659,0,"1,774",88,0,84,0,89,0,0,681,"1,671",0,0,"2,800",0,"21,653"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"1,236,511","641,298","424,417",0,0,"41,903","139,178","120,750",171,"145,667","8,638","5,851","10,651","6,276","8,283",0,"1,195","37,905","138,431",0,"97,093","360,594","546,105","3,970,917"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,117,646","641,298","278,128",0,0,"41,181","139,178","120,750",0,"131,683","7,920","5,851","9,732","6,276","7,595",0,"1,014","29,961","125,308",0,"97,093","332,337","544,931","3,637,882"
          Civil Aeronautics Board,"14,164",0,958,0,0,0,0,0,0,"1,673",94,0,88,0,89,0,0,"1,151","1,619",0,0,"2,884","1,174","23,894"
          Maritime Industry Authority,"85,400",0,493,0,0,205,0,0,0,"10,141",519,0,674,0,495,0,181,"4,735","9,558",0,0,"21,971",0,"134,372"
          Office of Transportation Cooperatives,"6,565",0,0,0,0,283,0,0,171,646,38,0,65,0,39,0,0,452,604,0,0,"1,319",0,"10,182"
          Office for Transportation Security,"7,773",0,"143,793",0,0,0,0,0,0,939,38,0,35,0,37,0,0,"1,273",799,0,0,"1,218",0,"155,905"
          Toll Regulatory Board,"4,963",0,"1,045",0,0,234,0,0,0,585,29,0,57,0,28,0,0,333,543,0,0,865,0,"8,682"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"638,610",0,"69,185",0,0,"33,562",0,"14,514",0,"75,294","4,810",0,"6,177",0,"4,293",0,0,"36,699","86,441",0,0,"180,894",0,"1,150,479"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"234,613",0,"5,860",0,0,"9,344",0,768,0,"27,430","1,504",0,"1,737",0,"1,309",0,0,"26,423","37,454",0,0,"33,675",0,"380,117"
          National Statistical Coordination Board,"28,190",0,"9,515",0,0,587,0,0,0,"3,359",165,0,153,0,145,0,0,"2,170","3,168",0,0,"5,351",0,"52,803"
          National Statistics Office,"346,359",0,"53,072",0,0,"18,116",0,"2,069",0,"41,057","2,965",0,"4,069",0,"2,665",0,0,"5,559","42,406",0,0,"136,960",0,"655,297"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"4,252",0,210,0,0,8,0,0,0,515,28,0,45,0,26,0,0,262,477,0,0,995,0,"6,818"
          Statistical Research and Training Center,"4,665",0,159,0,0,18,0,977,0,560,26,0,53,0,26,0,0,889,677,0,0,943,0,"8,993"
          Tariff Commission,"20,531",0,369,0,0,"5,489",0,"10,700",0,"2,373",122,0,120,0,122,0,0,"1,396","2,259",0,0,"2,970",0,"46,451"
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"371,162",0,"8,789",0,0,"43,332",0,"4,942",0,"43,685","2,505",0,"2,526",0,"2,063",0,0,"6,996","47,075",0,0,"136,308",0,"669,383"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"14,704",0,"2,314",0,0,617,0,0,0,"1,608",91,0,124,0,85,0,0,"1,587","1,629",0,0,"2,729",0,"25,488"
          Bureau of Broadcast Services,"115,849",0,0,0,0,"2,305",0,534,0,"13,243",773,0,720,0,749,0,0,610,"17,467",0,0,"19,290",0,"171,540"
          Bureau of Communications Services,"9,963",0,0,0,0,0,0,0,0,"1,373",71,0,83,0,68,0,0,466,"1,187",0,0,"3,966",0,"17,177"
          National Printing Office,"75,699",0,0,0,0,"3,215",0,0,0,"9,574",637,0,597,0,612,0,0,917,"9,487",0,0,"19,533",0,"120,271"
          News and Information Bureau,"42,881",0,0,0,0,498,0,0,0,"4,246",235,0,439,0,235,0,0,620,"4,504",0,0,"6,453",0,"60,111"
          Philippine Information Agency,"88,675",0,"6,384",0,0,"36,613",0,"3,827",0,"11,166",555,0,432,0,176,0,0,"2,334","10,256",0,0,"80,733",0,"241,151"
          Presidential Broadcast Staff (RTVM),"23,391",0,91,0,0,84,0,581,0,"2,475",143,0,131,0,138,0,0,462,"2,545",0,0,"3,604",0,"33,645"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"1,195,719",0,"28,562",5,0,"22,046",0,"22,067","10,093","142,612","6,814",0,"9,540",0,"6,527",0,"7,397","74,296","126,090","7,891",0,"293,445",0,"1,953,104"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"10,501",0,0,0,0,151,0,0,0,"1,305",65,0,106,0,19,0,28,946,"1,307",0,0,"4,555",0,"18,983"
          Commission on Higher Education,"101,382",0,0,0,0,"1,245",0,"5,152",0,"10,875",523,0,"1,038",0,444,0,0,"6,676","9,533",0,0,"18,219",0,"155,087"
          Commission on the Filipino Language,"11,592",0,0,0,0,"1,077",0,"3,785",197,"1,333",63,0,136,0,61,0,0,"1,164","1,243",0,0,"2,492",0,"23,143"
          Dangerous Drugs Board,"20,666",0,0,0,0,346,0,0,70,"2,031",130,0,118,0,118,0,0,"1,099","1,945",0,0,"4,527",0,"31,050"
          Energy Regulatory Commission,"87,577",0,0,0,0,841,0,"7,646",0,"9,602",279,0,263,0,275,0,0,"3,244","8,036","7,755",0,"5,860",0,"131,378"
          Film Development Council of the Philippines,"2,648",0,"1,013",0,0,0,0,0,0,379,13,0,33,0,13,0,0,576,420,0,0,330,0,"5,425"
          Games and Amusements Board,"29,662",0,149,0,0,918,0,"3,517",0,"3,198",194,0,320,0,185,0,0,740,"3,168",0,0,"6,125",0,"48,176"
          Housing and Land Use Regulatory Board,"89,025",0,242,0,0,241,0,"1,063",0,"10,491",510,0,"1,020",0,497,0,0,"3,520","8,641",0,0,"20,941",0,"136,191"
          Housing and Urban Development Coordinating Council,"13,052",0,"9,281",0,0,0,0,0,0,"1,644",84,0,73,0,25,0,0,842,"1,682",0,0,"5,496",0,"32,179"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"8,040",0,0,0,0,0,0,0,0,941,56,0,55,0,48,0,0,"2,661",898,0,0,"1,488",0,"14,187"
          National Anti-Poverty Commission,"6,653",0,0,0,0,0,0,0,"9,283",601,79,0,18,0,8,0,0,"1,699",754,0,0,"2,535",0,"21,630"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"6,401",0,"6,756",0,0,869,0,0,0,725,35,0,40,0,34,0,0,"2,433",682,0,0,"1,057",0,"19,032"
               National Historical Institute,"21,099",0,0,5,0,"1,311",0,479,429,"2,293",173,0,108,0,353,0,0,628,"4,044",0,0,"4,552",0,"35,474"
               The National Library,"23,837",0,0,0,0,590,0,0,0,"2,846",169,0,269,0,170,0,44,790,"2,828",0,0,"5,761",0,"37,304"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"24,544",0,261,0,0,0,0,0,0,"2,731",171,0,197,0,159,0,0,693,"2,862",0,0,"5,533",0,"37,151"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"10,350",0,"2,171",0,0,42,0,0,0,"1,446",67,0,106,0,21,0,0,"1,010","1,367",0,0,"2,595",0,"19,175"
          National Council on Disability Affairs,"11,731",0,156,0,0,7,0,0,0,"1,218",64,0,46,0,58,0,69,786,"1,262",0,0,"2,059",0,"17,456"
          National Intelligence Coordinating Agency,"139,692",0,"3,700",0,0,"4,860",0,425,0,"21,077",840,0,782,0,822,0,0,"8,668","16,825",0,0,"81,027",0,"278,718"
          National Security Council,"22,144",0,863,0,0,0,0,0,0,"2,204",93,0,53,0,84,0,0,"3,622","2,087",0,0,"2,947",0,"34,097"
          National Water Resources Board,"19,037",0,0,0,0,67,0,0,114,"2,295",113,0,231,0,111,0,0,519,"2,142",0,0,"3,849",0,"28,478"
          National Youth Commission,"13,948",0,0,0,0,0,0,0,0,"1,694",83,0,171,0,81,0,676,"1,313","1,597",0,0,"3,118",0,"22,681"
          Office on Muslim Affairs,"163,447",0,0,0,0,"6,744",0,0,0,"18,724",885,0,799,0,887,0,0,"10,483","15,726",0,0,"39,487",0,"257,182"
          Optical Media Board,"9,232",0,0,0,0,978,0,0,0,"1,111",61,0,56,0,57,0,0,638,"1,090",136,0,"2,056",0,"15,415"
          Philippine Drug Enforcement Agency,"104,984",0,0,0,0,0,0,0,0,"12,533",826,0,"1,257",0,825,0,0,"5,684","9,744",0,0,"17,566",0,"153,419"
          Philippine Racing Commission,"12,717",0,0,0,0,0,0,0,0,"1,526",87,0,61,0,55,0,0,694,"1,486",0,0,"3,457",0,"20,083"
          Philippine Sports Commission,"21,164",0,0,0,0,190,0,0,0,"2,555",147,0,257,0,136,0,0,"1,295","2,527",0,0,"6,425",0,"34,696"
          Presidential Commission for the Urban Poor,"27,125",0,"1,266",0,0,0,0,0,0,"3,216",159,0,328,0,155,0,0,946,"3,025",0,0,"5,126",0,"41,346"
          Presidential Legislative Liaison Office,"5,765",0,0,0,0,0,0,0,0,680,30,0,68,0,28,0,297,840,602,0,0,"1,433",0,"9,743"
          Presidential Management Staff,"58,768",0,"2,704",0,0,830,0,0,0,"7,006",339,0,701,0,322,0,"5,565","6,137","6,580",0,0,"19,814",0,"108,766"
          Securities and Exchange Commission,"118,936",0,0,0,0,739,0,0,0,"14,332",476,0,830,0,476,0,718,"3,950","11,987",0,0,"13,015",0,"165,459"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"4,102,182",0,"103,116",0,0,"54,873",0,0,540,"126,923","33,835",0,"31,533",0,"33,072",0,0,"46,695","541,583",0,0,"1,144,745",0,"6,219,097"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"4,102,182",0,"103,116",0,0,"54,873",0,0,540,"126,923","33,835",0,"31,533",0,"33,072",0,0,"46,695","541,583",0,0,"1,144,745",0,"6,219,097"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"5,899,957",0,"77,106",0,0,"223,991",0,"416,154",0,"498,219","34,569",0,"51,885",0,"31,394",0,"1,261","423,140","549,856","319,652",0,"972,342",0,"9,499,526"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"5,438,803",0,"74,579",0,0,"204,466",0,"383,627",0,"447,073","31,792",0,"48,739",0,"28,948",0,0,"375,827","502,763","230,399",0,"898,632",0,"8,665,648"
               Presidential Electoral Tribunal,"26,590",0,58,0,0,0,0,0,0,"1,930",76,0,152,0,42,0,0,"1,758","2,663",0,0,"2,086",0,"35,355"
          Sandiganbayan,"69,524",0,0,0,0,"4,013",0,"2,958",0,"7,821",444,0,975,0,391,0,0,"7,355","7,393","12,770",0,"11,253",0,"124,897"
          Court of Appeals,"321,242",0,"2,469",0,0,"15,512",0,"29,569",0,"36,346","1,984",0,"1,766",0,"1,755",0,"1,261","33,939","32,285","72,554",0,"53,573",0,"604,255"
          Court of Tax Appeals,"43,798",0,0,0,0,0,0,0,0,"5,049",273,0,253,0,258,0,0,"4,261","4,752","3,929",0,"6,798",0,"69,371"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"293,679",0,"2,098",0,0,"8,083",0,0,85,"32,237","1,351",0,"1,929",0,694,0,50,"28,579","24,719","4,671",0,"36,018",0,"434,193"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"284,378",0,"2,098",0,0,"8,065",0,0,85,"31,103","1,298",0,"1,815",0,642,0,0,"27,629","23,379","4,671",0,"31,611",0,"416,774"
               Career Executive Service Board,"9,301",0,0,0,0,18,0,0,0,"1,134",53,0,114,0,52,0,50,950,"1,340",0,0,"4,407",0,"17,419"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"2,776,472",0,0,0,0,"60,310",0,"16,652",0,"342,754","16,253",0,"10,456",0,"4,973",0,"10,243","293,297","313,741","6,244",0,"424,307",0,"4,275,702"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"874,417",0,"87,112",0,0,"42,909",0,"9,587","185,241","104,393","5,476",0,"6,971",0,"7,054",0,"67,892","146,135","104,037","27,439",0,"171,393",0,"1,840,056"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"470,745",0,0,0,0,"3,364",0,0,0,"25,472","1,173",0,"2,680",0,750,0,"3,440","67,198","24,236","7,294",0,"61,296",0,"667,648"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"116,302",0,"5,394",0,0,"21,381",0,0,0,"14,614",819,0,"1,238",0,782,0,"1,368","4,314","14,265",0,0,"25,804",0,"206,281"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"21,944",0,0,0,0,0,0,"238,675",0,"2,668",170,0,239,0,180,0,500,920,"2,229",0,0,"53,448",0,"320,973"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"21,944",0,0,0,0,0,0,"238,675",0,"2,668",170,0,239,0,180,0,500,920,"2,229",0,0,"53,448",0,"320,973"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"18,043",0,0,0,0,0,0,"238,675",0,"2,207",150,0,220,0,160,0,500,500,"1,785",0,0,"52,945",0,"315,185"
          Pasig River Rehabilitation Commission,"3,901",0,0,0,0,0,0,0,0,461,20,0,19,0,20,0,0,420,444,0,0,503,0,"5,788"
GRAND TOTAL,"142,430,264","40,537,637","4,104,366","525,166","625,214","9,922,245","235,002","6,236,520","219,149","16,861,889","1,002,791","338,541","1,224,901","319,562","940,476","309,840","178,416","3,232,686","15,777,295","465,187","38,435,912","44,854,835","40,529,806","369,307,700"
