date,name_of_market,comodity,price/kg.
8/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
8/11/2013,"Zamboanga City Public Market, Zambo Sur","Squash Fruit, Medium",18
8/11/2013,"Zamboanga City Public Market, Zambo Sur",String Beans Long and Etc Varieties,40
8/11/2013,"Zamboanga City Public Market, Zambo Sur","Tomato, Ripe Medium",20
8/11/2013,"Zamboanga City Public Market, Zambo Sur","Upo (Common Gourd), Medium",12
8/11/2013,"Zamboanga City Public Market, Zambo Sur","White Potato, Medium",70
7/11/2013,"Carbon Public Market, Cebu City","Ampalaya Fruit, Medium",50
7/11/2013,"Carbon Public Market, Cebu City",Brown Sugar,36
7/11/2013,"Carbon Public Market, Cebu City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",15
7/11/2013,"Carbon Public Market, Cebu City","Carrots, Medium",40
7/11/2013,"Carbon Public Market, Cebu City","Cattle, Rump",190
7/11/2013,"Carbon Public Market, Cebu City",Chayote,8
7/11/2013,"Carbon Public Market, Cebu City","Chicken, Fully Dressed (Broiler)",110
7/11/2013,"Carbon Public Market, Cebu City",Cooking Oil,17
7/11/2013,"Carbon Public Market, Cebu City","Corn, White, Grits",30
7/11/2013,"Carbon Public Market, Cebu City","Corn, Yellow, Grits",30
7/11/2013,"Carbon Public Market, Cebu City","Eggplant, Long Purple/Brg, Medium",20
7/11/2013,"Carbon Public Market, Cebu City","Eggs Chicken, Table Foreign Meduim.",5
7/11/2013,"Carbon Public Market, Cebu City",Habitchuelas (Baguio Beans),25
7/11/2013,"Carbon Public Market, Cebu City","Onion, Bermuda Red Medium",58
7/11/2013,"Carbon Public Market, Cebu City","Pechay, Native",18
7/11/2013,"Carbon Public Market, Cebu City","Pechay, Wongbok/Baguio",20
7/11/2013,"Carbon Public Market, Cebu City","Pork, Buto-Buto",130
7/11/2013,"Carbon Public Market, Cebu City","Pork, Lean Meat/Pork Ham",180
7/11/2013,"Carbon Public Market, Cebu City","Pork, Liempo (Belly)",180
7/11/2013,"Carbon Public Market, Cebu City","Potato, Medium (Xl Size)",56
7/11/2013,"Carbon Public Market, Cebu City",Refined Sugar,45
7/11/2013,"Carbon Public Market, Cebu City","Rice, Ordinary, Well Milled/Regular Milled",35
7/11/2013,"Carbon Public Market, Cebu City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",44
7/11/2013,"Carbon Public Market, Cebu City",String Beans Long and Etc Varieties,40
7/11/2013,"Carbon Public Market, Cebu City","Tomato, Ripe Medium",25
7/11/2013,"Commonwealth Market, Quezon City","Ampalaya Fruit, Medium",90
7/11/2013,"Commonwealth Market, Quezon City",Bangus Medium,105
7/11/2013,"Commonwealth Market, Quezon City",Bangus Medium,110
7/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
7/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
7/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,35
7/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,35
7/11/2013,"Commonwealth Market, Quezon City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",50
7/11/2013,"Commonwealth Market, Quezon City","Carrots, Medium",80
7/11/2013,"Commonwealth Market, Quezon City","Chicken, Fully Dressed (Broiler)",112
7/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",88
7/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",92
7/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",88
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),17
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),17
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),17
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),18
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),40
7/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),40
7/11/2013,"Commonwealth Market, Quezon City","Eggplant, Long Purple/Brg, Medium",50
7/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",0
7/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,"Commonwealth Market, Quezon City",Habitchuelas (Baguio Beans),50
7/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,113
7/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,113
7/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,144
7/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
7/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
7/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
7/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
7/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
7/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
7/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
7/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
7/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
7/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
7/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
7/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
7/11/2013,"Commonwealth Market, Quezon City","Onion, Bermuda Red Medium",70
7/11/2013,"Commonwealth Market, Quezon City","Pechay, Native",60
7/11/2013,"Commonwealth Market, Quezon City","Pechay, Wongbok/Baguio",50
7/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",165
7/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",158
7/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
7/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
7/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
7/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
7/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,42
7/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,42
7/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",42
7/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
7/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",44
7/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",44
7/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",37
7/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",39
7/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",38
7/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",38
7/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",40
7/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",41
7/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",43
7/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",40
7/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",33
7/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",33
7/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",32
7/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",32
7/11/2013,"Commonwealth Market, Quezon City",String Beans Long and Etc Varieties,60
7/11/2013,"Commonwealth Market, Quezon City","Tomato, Ripe Medium",60
7/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
7/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
7/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
7/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
7/11/2013,"Commonwealth Market, Quezon City","White Potato, Medium",80
7/11/2013,Mandaluyong Public Market,"Ampalaya Fruit, Medium",90
7/11/2013,Mandaluyong Public Market,Bangus Medium,140
7/11/2013,Mandaluyong Public Market,Brown Sugar,38
7/11/2013,Mandaluyong Public Market,"Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",70
7/11/2013,Mandaluyong Public Market,"Calamansi, Medium",60
7/11/2013,Mandaluyong Public Market,"Carrots, Medium",90
7/11/2013,Mandaluyong Public Market,"Cattle, Meatbone",220
7/11/2013,Mandaluyong Public Market,"Cattle, Rump",260
7/11/2013,Mandaluyong Public Market,"Chicken, Fully Dressed (Broiler)",140
7/11/2013,Mandaluyong Public Market,Cooking Oil (Lapad),20
7/11/2013,Mandaluyong Public Market,Cooking Oil (Long-Neck),50
7/11/2013,Mandaluyong Public Market,"Eggplant, Long Purple/Brg, Medium",60
7/11/2013,Mandaluyong Public Market,"Fresh Red Onion, Medium",70
7/11/2013,Mandaluyong Public Market,Galunggong (Round Scad) Medium,160
7/11/2013,Mandaluyong Public Market,"Mango, Piko, Ripe, Medium",100
7/11/2013,Mandaluyong Public Market,"Pechay, Native",50
7/11/2013,Mandaluyong Public Market,"Pechay, Wongbok/Baguio",50
7/11/2013,Mandaluyong Public Market,"Pork, Lean Meat/Pork Ham",180
7/11/2013,Mandaluyong Public Market,"Pork, Liempo (Belly)",190
7/11/2013,Mandaluyong Public Market,Refined Sugar,46
7/11/2013,Mandaluyong Public Market,"Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",44
7/11/2013,Mandaluyong Public Market,"Rice, Nfa (Premium)",30
7/11/2013,Mandaluyong Public Market,"Rice, Ordinary, Well Milled/Regular Milled",33
7/11/2013,Mandaluyong Public Market,"Rice, Premium",37
7/11/2013,Mandaluyong Public Market,"Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",42
7/11/2013,Mandaluyong Public Market,"Tilapia, Dead, Medium",100
7/11/2013,Mandaluyong Public Market,"Tomato, Green Medium",60
7/11/2013,Mandaluyong Public Market,"White Potato, Medium",70
7/11/2013,"Marikina Market Zone, MM","Ampalaya Fruit, Medium",60
7/11/2013,"Marikina Market Zone, MM",Bangus Medium,110
7/11/2013,"Marikina Market Zone, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",20
7/11/2013,"Marikina Market Zone, MM","Calamansi, Medium",30
7/11/2013,"Marikina Market Zone, MM","Carrots, Medium",50
7/11/2013,"Marikina Market Zone, MM","Cattle, Brisket",190
7/11/2013,"Marikina Market Zone, MM","Cattle, Rump",220
7/11/2013,"Marikina Market Zone, MM","Chicken, Fully Dressed (Broiler)",110
7/11/2013,"Marikina Market Zone, MM","Eggplant, Long Purple/Brg, Medium",40
7/11/2013,"Marikina Market Zone, MM","Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,"Marikina Market Zone, MM",Galunggong (Round Scad),130
7/11/2013,"Marikina Market Zone, MM",Habitchuelas (Baguio Beans),30
7/11/2013,"Marikina Market Zone, MM","Lakatan, Ripe, Medium",45
7/11/2013,"Marikina Market Zone, MM","Latundan, Ripe, Medium",40
7/11/2013,"Marikina Market Zone, MM","Mango, Carabao, Ripe, Medium/Semi.",90
7/11/2013,"Marikina Market Zone, MM",Okra,50
7/11/2013,"Marikina Market Zone, MM","Onion, Bermuda Red Medium",50
7/11/2013,"Marikina Market Zone, MM","Papaya, Native, Ripe, Medium",40
7/11/2013,"Marikina Market Zone, MM","Pechay, Native",30
7/11/2013,"Marikina Market Zone, MM","Pechay, Wongbok/Baguio",20
7/11/2013,"Marikina Market Zone, MM","Pork, Lean Meat/Pork Ham",158
7/11/2013,"Marikina Market Zone, MM","Pork, Liempo (Belly)",168
7/11/2013,"Marikina Market Zone, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
7/11/2013,"Marikina Market Zone, MM","Rice, Ordinary, Well Milled/Regular Milled",29
7/11/2013,"Marikina Market Zone, MM","Rice, Premium",37
7/11/2013,"Marikina Market Zone, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
7/11/2013,"Marikina Market Zone, MM","Squash Fruit, Medium",35
7/11/2013,"Marikina Market Zone, MM",String Beans Long and Etc Varieties,40
7/11/2013,"Marikina Market Zone, MM","Tilapia, Dead, Medium",75
7/11/2013,"Marikina Market Zone, MM","Tomato, Ripe Medium",30
7/11/2013,"Marikina Market Zone, MM","White Potato, Medium",50
7/11/2013,"Marikina Public Market, MM","Ampalaya Fruit, Medium",80
7/11/2013,"Marikina Public Market, MM",Bangus Medium,130
7/11/2013,"Marikina Public Market, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",50
7/11/2013,"Marikina Public Market, MM","Calamansi, Medium",50
7/11/2013,"Marikina Public Market, MM","Carrots, Medium",50
7/11/2013,"Marikina Public Market, MM","Cattle, Brisket",200
7/11/2013,"Marikina Public Market, MM","Cattle, Rump",240
7/11/2013,"Marikina Public Market, MM","Chicken, Fully Dressed (Broiler)",130
7/11/2013,"Marikina Public Market, MM","Eggplant, Long Purple/Brg, Medium",50
7/11/2013,"Marikina Public Market, MM","Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,"Marikina Public Market, MM",Galunggong (Round Scad),140
7/11/2013,"Marikina Public Market, MM",Habitchuelas (Baguio Beans),50
7/11/2013,"Marikina Public Market, MM","Lakatan, Ripe, Medium",45
7/11/2013,"Marikina Public Market, MM","Latundan, Ripe, Medium",40
7/11/2013,"Marikina Public Market, MM","Mango, Carabao, Ripe, Medium/Semi.",100
7/11/2013,"Marikina Public Market, MM",Okra,50
7/11/2013,"Marikina Public Market, MM","Onion, Bermuda Red Medium",70
7/11/2013,"Marikina Public Market, MM","Papaya, Native, Ripe, Medium",40
7/11/2013,"Marikina Public Market, MM","Pechay, Native",50
7/11/2013,"Marikina Public Market, MM","Pechay, Wongbok/Baguio",40
7/11/2013,"Marikina Public Market, MM","Pork, Lean Meat/Pork Ham",170
7/11/2013,"Marikina Public Market, MM","Pork, Liempo (Belly)",180
7/11/2013,"Marikina Public Market, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
7/11/2013,"Marikina Public Market, MM","Rice, Ordinary, Well Milled/Regular Milled",29
7/11/2013,"Marikina Public Market, MM","Rice, Premium",37
7/11/2013,"Marikina Public Market, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
7/11/2013,"Marikina Public Market, MM","Squash Fruit, Medium",40
7/11/2013,"Marikina Public Market, MM",String Beans Long and Etc Varieties,60
7/11/2013,"Marikina Public Market, MM","Tilapia, Dead, Medium",90
7/11/2013,"Marikina Public Market, MM","Tomato, Ripe Medium",50
7/11/2013,"Marikina Public Market, MM","White Potato, Medium",80
7/11/2013,Munoz Public Market,"Ampalaya Fruit, Medium",80
7/11/2013,Munoz Public Market,Bangus Medium,120
7/11/2013,Munoz Public Market,Brown Sugar,36
7/11/2013,Munoz Public Market,"Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",100
7/11/2013,Munoz Public Market,"Calamansi, Medium",80
7/11/2013,Munoz Public Market,"Carrots, Medium",100
7/11/2013,Munoz Public Market,"Cattle, Rump",270
7/11/2013,Munoz Public Market,"Cattle, T-Bone",190
7/11/2013,Munoz Public Market,"Chicken, Fully Dressed (Broiler)",130
7/11/2013,Munoz Public Market,Cooking Oil (Lapad),15
7/11/2013,Munoz Public Market,"Eggplant, Long Purple/Brg, Medium",70
7/11/2013,Munoz Public Market,"Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,Munoz Public Market,Galunggong (Round Scad) Medium,100
7/11/2013,Munoz Public Market,"Lakatan, Ripe, Medium",50
7/11/2013,Munoz Public Market,"Mango, Carabao, Ripe, Medium/Semi.",120
7/11/2013,Munoz Public Market,"Onion Bulb, Medium",70
7/11/2013,Munoz Public Market,"Papaya, Hawaiian, Ripe",40
7/11/2013,Munoz Public Market,"Pechay, Native",80
7/11/2013,Munoz Public Market,"Pechay, Wongbok/Baguio",100
7/11/2013,Munoz Public Market,"Pork, Lean Meat/Pork Ham",180
7/11/2013,Munoz Public Market,"Pork, Liempo (Belly)",190
7/11/2013,Munoz Public Market,Refined Sugar,46
7/11/2013,Munoz Public Market,String Beans,80
7/11/2013,Munoz Public Market,"Tilapia, Dead, Medium",90
7/11/2013,Munoz Public Market,"Tomato, Green Medium",80
7/11/2013,Munoz Public Market,"White Potato, Medium",100
7/11/2013,"Muntinlupa Market, Muntinlupa City","Ampalaya Fruit, Medium",75
7/11/2013,"Muntinlupa Market, Muntinlupa City",Bangus Medium,100
7/11/2013,"Muntinlupa Market, Muntinlupa City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",40
7/11/2013,"Muntinlupa Market, Muntinlupa City","Calamansi, Medium",35
7/11/2013,"Muntinlupa Market, Muntinlupa City","Carrots, Medium",65
7/11/2013,"Muntinlupa Market, Muntinlupa City","Cattle, Brisket",220
7/11/2013,"Muntinlupa Market, Muntinlupa City","Cattle, Rump",250
7/11/2013,"Muntinlupa Market, Muntinlupa City",Chayote,20
7/11/2013,"Muntinlupa Market, Muntinlupa City","Chicken, Fully Dressed (Broiler)",120
7/11/2013,"Muntinlupa Market, Muntinlupa City",Cooking Oil,20
7/11/2013,"Muntinlupa Market, Muntinlupa City",Cooking Oil (Long-Neck),40
7/11/2013,"Muntinlupa Market, Muntinlupa City","Eggplant, Long Purple/Brg, Medium",45
7/11/2013,"Muntinlupa Market, Muntinlupa City","Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,"Muntinlupa Market, Muntinlupa City",Galunggong (Round Scad),100
7/11/2013,"Muntinlupa Market, Muntinlupa City",Habitchuelas (Baguio Beans),40
7/11/2013,"Muntinlupa Market, Muntinlupa City","Lakatan, Ripe, Medium",40
7/11/2013,"Muntinlupa Market, Muntinlupa City","Latundan, Ripe, Medium",35
7/11/2013,"Muntinlupa Market, Muntinlupa City","Mango, Carabao, Ripe, Medium/Semi.",80
7/11/2013,"Muntinlupa Market, Muntinlupa City",Okra,60
7/11/2013,"Muntinlupa Market, Muntinlupa City","Onion, Bermuda Red Medium",50
7/11/2013,"Muntinlupa Market, Muntinlupa City","Papaya, Native, Ripe, Medium",30
7/11/2013,"Muntinlupa Market, Muntinlupa City","Pechay, Native",35
7/11/2013,"Muntinlupa Market, Muntinlupa City","Pork, Lean Meat/Pork Ham",165
7/11/2013,"Muntinlupa Market, Muntinlupa City","Pork, Liempo (Belly)",180
7/11/2013,"Muntinlupa Market, Muntinlupa City",Refined Sugar,43
7/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",40
7/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Ordinary, Well Milled/Regular Milled",32
7/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Premium",38
7/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
7/11/2013,"Muntinlupa Market, Muntinlupa City","Squash Fruit, Medium",25
7/11/2013,"Muntinlupa Market, Muntinlupa City",String Beans Long and Etc Varieties,50
7/11/2013,"Muntinlupa Market, Muntinlupa City","Tilapia, Dead, Medium",80
7/11/2013,"Muntinlupa Market, Muntinlupa City","Tomato, Ripe Medium",45
7/11/2013,"Muntinlupa Market, Muntinlupa City",Washed Sugar,38
7/11/2013,"Muntinlupa Market, Muntinlupa City","White Potato, Medium",60
7/11/2013,New Dagonoy Public Market,"Ampalaya Fruit, Medium",80
7/11/2013,New Dagonoy Public Market,Bangus Medium,120
7/11/2013,New Dagonoy Public Market,"Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",70
7/11/2013,New Dagonoy Public Market,"Calamansi, Medium",50
7/11/2013,New Dagonoy Public Market,"Carrots, Medium",50
7/11/2013,New Dagonoy Public Market,"Chicken, Fully Dressed (Broiler)",130
7/11/2013,New Dagonoy Public Market,"Eggplant, Long Purple/Brg, Medium",45
7/11/2013,New Dagonoy Public Market,Galunggong (Round Scad) Medium,130
7/11/2013,New Dagonoy Public Market,"Lakatan, Ripe, Medium",50
7/11/2013,New Dagonoy Public Market,"Latundan, Ripe, Medium",40
7/11/2013,New Dagonoy Public Market,"Mango, Carabao, Ripe, Medium/Semi.",100
7/11/2013,New Dagonoy Public Market,"Onion Bulb, Medium",60
7/11/2013,New Dagonoy Public Market,"Papaya, Hawaiian, Ripe",30
7/11/2013,New Dagonoy Public Market,"Pechay, Native",50
7/11/2013,New Dagonoy Public Market,"Pechay, Wongbok/Baguio",50
7/11/2013,New Dagonoy Public Market,"Pork, Lean Meat/Pork Ham",180
7/11/2013,New Dagonoy Public Market,"Pork, Liempo (Belly)",190
7/11/2013,New Dagonoy Public Market,String Beans,50
7/11/2013,New Dagonoy Public Market,"Tilapia, Dead, Medium",100
7/11/2013,New Dagonoy Public Market,"Tomato, Ripe Medium",40
7/11/2013,New Dagonoy Public Market,"White Potato, Medium",60
7/11/2013,"Pasay Market, Pasay City, MM","Ampalaya Fruit, Medium",75
7/11/2013,"Pasay Market, Pasay City, MM",Bangus Medium,100
7/11/2013,"Pasay Market, Pasay City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",35
7/11/2013,"Pasay Market, Pasay City, MM","Calamansi, Medium",35
7/11/2013,"Pasay Market, Pasay City, MM","Carrots, Medium",70
7/11/2013,"Pasay Market, Pasay City, MM","Cattle, Brisket",220
7/11/2013,"Pasay Market, Pasay City, MM","Cattle, Rump",240
7/11/2013,"Pasay Market, Pasay City, MM",Chayote,25
7/11/2013,"Pasay Market, Pasay City, MM","Chicken, Fully Dressed (Broiler)",120
7/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil,20
7/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil (Long-Neck),40
7/11/2013,"Pasay Market, Pasay City, MM","Eggplant, Long Purple/Brg, Medium",40
7/11/2013,"Pasay Market, Pasay City, MM","Eggs Chicken, Table Foreign Meduim.",5
7/11/2013,"Pasay Market, Pasay City, MM",Galunggong (Round Scad),100
7/11/2013,"Pasay Market, Pasay City, MM",Habitchuelas (Baguio Beans),40
7/11/2013,"Pasay Market, Pasay City, MM","Lakatan, Ripe, Medium",40
7/11/2013,"Pasay Market, Pasay City, MM","Latundan, Ripe, Medium",35
7/11/2013,"Pasay Market, Pasay City, MM","Mango, Carabao, Ripe, Medium/Semi.",100
7/11/2013,"Pasay Market, Pasay City, MM",Okra,70
7/11/2013,"Pasay Market, Pasay City, MM","Onion, Bermuda Red Medium",50
7/11/2013,"Pasay Market, Pasay City, MM","Papaya, Native, Ripe, Medium",35
7/11/2013,"Pasay Market, Pasay City, MM","Pechay, Native",35
7/11/2013,"Pasay Market, Pasay City, MM","Pechay, Wongbok/Baguio",35
7/11/2013,"Pasay Market, Pasay City, MM","Pork, Lean Meat/Pork Ham",165
7/11/2013,"Pasay Market, Pasay City, MM","Pork, Liempo (Belly)",185
7/11/2013,"Pasay Market, Pasay City, MM",Refined Sugar,45
7/11/2013,"Pasay Market, Pasay City, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",40
7/11/2013,"Pasay Market, Pasay City, MM","Rice, Ordinary, Well Milled/Regular Milled",31
7/11/2013,"Pasay Market, Pasay City, MM","Rice, Premium",39
7/11/2013,"Pasay Market, Pasay City, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
7/11/2013,"Pasay Market, Pasay City, MM","Squash Fruit, Medium",25
7/11/2013,"Pasay Market, Pasay City, MM",String Beans Long and Etc Varieties,50
7/11/2013,"Pasay Market, Pasay City, MM","Tomato, Ripe Medium",50
7/11/2013,"Pasay Market, Pasay City, MM",Washed Sugar,40
7/11/2013,"Pasay Market, Pasay City, MM","White Potato, Medium",60
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Ampalaya Fruit, Medium",65
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Bangus Medium,95
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Brown Sugar,36
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",30
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Calamansi, Medium",30
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Carrots, Medium",35
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cattle, Brisket",220
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cattle, Rump",240
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Chicken, Fully Dressed (Broiler)",120
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Eggplant, Long Purple/Brg, Medium",40
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Eggs Chicken, Table Foreign Meduim.",4
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Galunggong (Round Scad),120
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Habitchuelas (Baguio Beans),30
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Lakatan, Ripe, Medium",55
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Latundan, Ripe, Medium",35
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Mango, Carabao, Ripe, Medium/Semi.",100
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Onion, Bermuda Red Medium",50
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Papaya, Native, Ripe, Medium",45
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pechay, Native",35
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pechay, Wongbok/Baguio",25
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pork, Lean Meat/Pork Ham",170
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pork, Liempo (Belly)",180
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Refined Sugar,43
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",45
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Ordinary, Well Milled/Regular Milled",33
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Premium",40
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",38
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",String Beans Long and Etc Varieties,40
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Tilapia, Dead, Medium",75
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Tomato, Ripe Medium",35
7/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","White Potato, Medium",50
7/11/2013,"Pasil Public Market, Pasil, Cebu City","Anduhaw, Medium",140
