date,name_of_market,comodity,price/kg.
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Onion, Bermuda Red Medium",50
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Papaya, Native, Ripe, Medium",45
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pechay, Native",40
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pechay, Wongbok/Baguio",20
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pork, Lean Meat/Pork Ham",170
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Pork, Liempo (Belly)",180
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Refined Sugar,43
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",45
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Ordinary, Well Milled/Regular Milled",33
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Premium",40
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",38
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",String Beans Long and Etc Varieties,40
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Tilapia, Dead, Medium",75
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Tomato, Ripe Medium",40
4/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","White Potato, Medium",50
4/11/2013,"Viajero Market, Pasig City, MM","Ampalaya Fruit, Medium",70
4/11/2013,"Viajero Market, Pasig City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",48
4/11/2013,"Viajero Market, Pasig City, MM","Cabbage, Ilocos/Scorpio/Rb/Kk Etc Variety",40
4/11/2013,"Viajero Market, Pasig City, MM","Carrots, Medium",45
4/11/2013,"Viajero Market, Pasig City, MM","Eggplant, Long Purple/Brg, Medium",35
4/11/2013,"Viajero Market, Pasig City, MM",Habitchuelas (Baguio Beans),50
4/11/2013,"Viajero Market, Pasig City, MM",Okra,60
4/11/2013,"Viajero Market, Pasig City, MM","Onion, Bermuda Red Medium",50
4/11/2013,"Viajero Market, Pasig City, MM","Squash Fruit, Medium",22
4/11/2013,"Viajero Market, Pasig City, MM",String Beans Long and Etc Varieties,35
4/11/2013,"Viajero Market, Pasig City, MM","Tomato, Ripe Medium",40
4/11/2013,"Viajero Market, Pasig City, MM","White Potato, Medium",50
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Ampalaya Fruit, Medium",40
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Bangus Medium,100
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Brown Sugar,37
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",38
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Calamansi, Medium",20
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Carrots, Medium",60
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Cattle, Lean Meat",310
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Chicken, Fully Dressed (Broiler)",113
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Cooking Oil,17
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Corn, White, Milled",30
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Eggplant, Long Purple/Brg, Medium",35
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Eggs Chicken, Table Foreign Meduim.",5
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Galunggong (Round Scad),80
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Garlic, Taiwan",80
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Habitchuelas (Baguio Beans),50
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Lakatan, Ripe, Medium",25
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Latundan, Ripe, Medium",15
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Mango, Carabao, Ripe, Medium/Semi.",60
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Mongo, Grn, Unclass.",68
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Onion, Bermuda Red Medium",70
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Papaya, Native, Ripe, Medium",24
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Papaya, Solo, Ripe",25
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Pechay, Native",40
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Pork, Liempo (Belly)",180
4/11/2013,"Zamboanga City Public Market, Zambo Sur",Refined Sugar,42
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Nfa (Commercial)",27
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Premium",40
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Squash Fruit, Medium",18
4/11/2013,"Zamboanga City Public Market, Zambo Sur",String Beans Long and Etc Varieties,35
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Tomato, Ripe Medium",20
4/11/2013,"Zamboanga City Public Market, Zambo Sur","Upo (Common Gourd), Medium",12
4/11/2013,"Zamboanga City Public Market, Zambo Sur","White Potato, Medium",70
3/11/2013,"Siniloan Public Market, Laguna","Ampalaya Fruit, Medium",65
3/11/2013,"Siniloan Public Market, Laguna",Bangus Medium,135
3/11/2013,"Siniloan Public Market, Laguna",Bisugo (Threadfin Bream) Meduim.,100
3/11/2013,"Siniloan Public Market, Laguna",Blackpepper,225
3/11/2013,"Siniloan Public Market, Laguna","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",65
3/11/2013,"Siniloan Public Market, Laguna","Calamansi, Medium",30
3/11/2013,"Siniloan Public Market, Laguna",Camote Roots Medium,33
3/11/2013,"Siniloan Public Market, Laguna",Carabao Lean Meat,180
3/11/2013,"Siniloan Public Market, Laguna","Carrots, Medium",65
3/11/2013,"Siniloan Public Market, Laguna","Cassava, Sweet, White Fresh, Medium",11
3/11/2013,"Siniloan Public Market, Laguna","Cattle, Lean Meat",240
3/11/2013,"Siniloan Public Market, Laguna",Cauliflower Medium,120
3/11/2013,"Siniloan Public Market, Laguna","Chicken, Fully Dressed (Broiler)",150
3/11/2013,"Siniloan Public Market, Laguna","Corn, White, Grain Dry",20
3/11/2013,"Siniloan Public Market, Laguna","Corn, Yellow Grits(Milled)",25
3/11/2013,"Siniloan Public Market, Laguna","Corn, Yellow, Hyv Grain, Dry",20
3/11/2013,"Siniloan Public Market, Laguna","Crab, Alimango, Medium",225
3/11/2013,"Siniloan Public Market, Laguna","Crab, Alimasag, Meduim.",135
3/11/2013,"Siniloan Public Market, Laguna","Dalagang-Bukid, Bilog Medium",150
3/11/2013,"Siniloan Public Market, Laguna","Eggs Chicken, Table Foreign Lg.",5
3/11/2013,"Siniloan Public Market, Laguna","Eggs Chicken, Table Foreign Meduim.",4
3/11/2013,"Siniloan Public Market, Laguna","Eggs Chicken, Table Foreign Sm.",4
3/11/2013,"Siniloan Public Market, Laguna","Eggs Chicken, Table Foreign Xl",6
3/11/2013,"Siniloan Public Market, Laguna",Gabi-Native Medium,28
3/11/2013,"Siniloan Public Market, Laguna",Galunggong (Round Scad),100
3/11/2013,"Siniloan Public Market, Laguna",Garlic Native Medium,225
3/11/2013,"Siniloan Public Market, Laguna","Garlic, Taiwan",90
3/11/2013,"Siniloan Public Market, Laguna","Ginger, Native",55
3/11/2013,"Siniloan Public Market, Laguna",Green Sweet Bell Pepper Medium,225
3/11/2013,"Siniloan Public Market, Laguna",Habitchuelas (Baguio Beans),48
3/11/2013,"Siniloan Public Market, Laguna","Lakatan, Ripe, Medium",33
3/11/2013,"Siniloan Public Market, Laguna",Matangbaka (Big-Eyed Scad),120
3/11/2013,"Siniloan Public Market, Laguna","Onion, Native",75
3/11/2013,"Siniloan Public Market, Laguna","Onion, White Medium",75
3/11/2013,"Siniloan Public Market, Laguna","Papaya, Green",11
3/11/2013,"Siniloan Public Market, Laguna","Papaya, Native, Ripe, Medium",25
3/11/2013,"Siniloan Public Market, Laguna","Patola, Native",20
3/11/2013,"Siniloan Public Market, Laguna","Pechay, Native",40
3/11/2013,"Siniloan Public Market, Laguna","Pork, Lean Meat/Pork Ham",180
3/11/2013,"Siniloan Public Market, Laguna",Radish Medium,33
3/11/2013,"Siniloan Public Market, Laguna","Red Sweet Bell Pepper, Small (Plastic Sili-Baguio)",220
3/11/2013,"Siniloan Public Market, Laguna",Rice Glutinous,100
3/11/2013,"Siniloan Public Market, Laguna","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",49
3/11/2013,"Siniloan Public Market, Laguna","Rice, Ordinary, Well Milled/Regular Milled",43
3/11/2013,"Siniloan Public Market, Laguna","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",46
3/11/2013,"Siniloan Public Market, Laguna",Sapsap (Slipmouth) Meduim.,100
3/11/2013,"Siniloan Public Market, Laguna","Shrimps, Puti Medium",90
3/11/2013,"Siniloan Public Market, Laguna","Shrimps, Suaje Medium",215
3/11/2013,"Siniloan Public Market, Laguna","Shrimps, Sugpo Medium",315
3/11/2013,"Siniloan Public Market, Laguna","Squash Fruit, Medium",18
3/11/2013,"Siniloan Public Market, Laguna",Squid,150
3/11/2013,"Siniloan Public Market, Laguna",String Beans Long and Etc Varieties,45
3/11/2013,"Siniloan Public Market, Laguna",Talaba (Oyster),60
3/11/2013,"Siniloan Public Market, Laguna",Tambakol Medium,165
3/11/2013,"Siniloan Public Market, Laguna",Tomato,45
3/11/2013,"Siniloan Public Market, Laguna",Tulingan Medium,135
3/11/2013,"Siniloan Public Market, Laguna",Ubi Medium,25
3/11/2013,"Siniloan Public Market, Laguna",Upo (Common Gourd) Large,35
3/11/2013,"Siniloan Public Market, Laguna","White Potato, Medium",55
2/11/2013,"Baler Public Market, Aurora","Ampalaya Fruit, Medium",60
2/11/2013,"Baler Public Market, Aurora",Bangus Medium,130
2/11/2013,"Baler Public Market, Aurora","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",40
2/11/2013,"Baler Public Market, Aurora","Calamansi, Medium",70
2/11/2013,"Baler Public Market, Aurora","Carrots, Medium",60
2/11/2013,"Baler Public Market, Aurora","Cattle, Spareribs",160
2/11/2013,"Baler Public Market, Aurora",Cauliflower Medium,100
2/11/2013,"Baler Public Market, Aurora","Chicken, Fully Dressed (Broiler)",150
2/11/2013,"Baler Public Market, Aurora","Dried, Solid",300
2/11/2013,"Baler Public Market, Aurora","Eggplant, Long Purple/Brg, Medium",50
2/11/2013,"Baler Public Market, Aurora","Eggs Chicken, Table Foreign Meduim.",5
2/11/2013,"Baler Public Market, Aurora",Galunggong (Round Scad),100
2/11/2013,"Baler Public Market, Aurora",Habitchuelas (Baguio Beans),60
2/11/2013,"Baler Public Market, Aurora","Lakatan, Ripe, Medium",45
2/11/2013,"Baler Public Market, Aurora","Latundan, Ripe, Medium",35
2/11/2013,"Baler Public Market, Aurora","Mongo, Green, Labo",100
2/11/2013,"Baler Public Market, Aurora","Onion, Bermuda Red Medium",80
2/11/2013,"Baler Public Market, Aurora","Pork, Lean Meat/Pork Ham",180
2/11/2013,"Baler Public Market, Aurora","Pork, Liempo (Belly)",170
2/11/2013,"Baler Public Market, Aurora","Pork, Spare Ribs",160
2/11/2013,"Baler Public Market, Aurora",Porkchop,160
2/11/2013,"Baler Public Market, Aurora","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",30
2/11/2013,"Baler Public Market, Aurora","Rice, Ordinary, Well Milled/Regular Milled",35
2/11/2013,"Baler Public Market, Aurora","Rice, Premium",42
2/11/2013,"Baler Public Market, Aurora","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",40
2/11/2013,"Baler Public Market, Aurora","Squash Fruit, Medium",25
2/11/2013,"Baler Public Market, Aurora","White Potato, Medium",60
2/11/2013,Mandaluyong Public Market,"Ampalaya Fruit, Medium",100
2/11/2013,Mandaluyong Public Market,Bangus Medium,140
2/11/2013,Mandaluyong Public Market,Brown Sugar,38
2/11/2013,Mandaluyong Public Market,"Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",70
2/11/2013,Mandaluyong Public Market,"Calamansi, Medium",50
2/11/2013,Mandaluyong Public Market,"Carrots, Medium",80
2/11/2013,Mandaluyong Public Market,"Cattle, Meatbone",220
2/11/2013,Mandaluyong Public Market,"Cattle, Rump",260
2/11/2013,Mandaluyong Public Market,"Chicken, Fully Dressed (Broiler)",140
2/11/2013,Mandaluyong Public Market,Cooking Oil (Lapad),20
2/11/2013,Mandaluyong Public Market,Cooking Oil (Long-Neck),50
2/11/2013,Mandaluyong Public Market,"Eggplant, Long Purple/Brg, Medium",60
2/11/2013,Mandaluyong Public Market,"Fresh Red Onion, Medium",60
2/11/2013,Mandaluyong Public Market,Galunggong (Round Scad) Medium,160
2/11/2013,Mandaluyong Public Market,"Mango, Piko, Ripe, Medium",100
2/11/2013,Mandaluyong Public Market,"Pechay, Native",50
2/11/2013,Mandaluyong Public Market,"Pechay, Wongbok/Baguio",60
2/11/2013,Mandaluyong Public Market,"Pork, Lean Meat/Pork Ham",180
2/11/2013,Mandaluyong Public Market,"Pork, Liempo (Belly)",190
2/11/2013,Mandaluyong Public Market,Refined Sugar,46
2/11/2013,Mandaluyong Public Market,"Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",44
2/11/2013,Mandaluyong Public Market,"Rice, Nfa (Premium)",32
2/11/2013,Mandaluyong Public Market,"Rice, Ordinary, Well Milled/Regular Milled",33
2/11/2013,Mandaluyong Public Market,"Rice, Premium",37
2/11/2013,Mandaluyong Public Market,"Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",42
2/11/2013,Mandaluyong Public Market,"Tilapia, Dead, Medium",100
2/12/2013,Mandaluyong Public Market,"Tomato, Green Medium",80
2/13/2013,Mandaluyong Public Market,"White Potato, Medium",60
