particular,A110,A112,A115,A120,A125,A130,A140,A200,A310,A315,A320,A325,A330,A335,A340,A345,A500,A800,A850,A855,A900,A910,Total
          Council for the Welfare of Children,"8,832",0,0,0,0,0,0,0,"1,060",0,36,0,82,0,36,0,832,882,0,0,893,0,"12,653"
          Inter-Country Adoption Board,"4,813",0,0,0,0,0,0,0,579,0,18,0,42,0,18,0,264,478,0,0,463,0,"6,675"
          National Council on Disability Affairs,"13,775",0,252,0,0,0,0,0,"1,654",0,61,0,123,0,60,0,996,"1,398",0,0,"1,536",0,"19,855"
          National Youth Commission,"20,228",0,0,0,0,0,0,0,"2,428",0,89,0,187,0,89,0,"1,136","2,057",0,0,"2,271",0,"28,485"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"186,838",0,410,0,0,0,0,144,"22,435",0,"1,018",0,"1,867",0,999,0,"7,889","19,769",0,0,"79,961",0,"321,330"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"127,748",0,0,0,0,0,0,0,"15,340",0,595,0,"1,216",0,588,0,"6,552","13,094",0,0,"69,338",0,"234,471"
          Intramuros Administration,"15,058",0,410,0,0,0,0,144,"1,810",0,73,0,145,0,73,0,785,"1,554",0,0,"1,811",0,"21,863"
          National Parks Development Committee,"44,032",0,0,0,0,0,0,0,"5,285",0,350,0,506,0,338,0,552,"5,121",0,0,"8,812",0,"64,996"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"692,759",0,"9,808",0,0,0,0,"1,109","83,167",0,"2,883",0,"6,373",0,"2,876",0,"41,642","69,640",0,0,"214,779",0,"1,125,036"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"564,616",0,"8,409",0,0,0,0,0,"67,776",0,"2,338",0,"5,201",0,"2,332",0,"32,749","56,733",0,0,"201,155",0,"941,309"
          Board of Investments,"73,139",0,122,0,0,0,0,0,"8,782",0,291,0,648,0,291,0,"6,761","7,299",0,0,"7,387",0,"104,720"
          Construction Industry Authority of the Philippines,"18,680",0,221,0,0,0,0,"1,109","2,246",0,87,0,179,0,87,0,840,"1,906",0,0,"2,121",0,"27,476"
          Construction Manpower Development Foundation,"8,412",0,563,0,0,0,0,0,"1,011",0,37,0,77,0,37,0,348,848,0,0,892,0,"12,225"
          Philippine Trade Training Center,"12,109",0,0,0,0,0,0,0,"1,455",0,58,0,115,0,57,0,708,"1,245",0,0,"1,442",0,"17,189"
          Product Development and Design Center of the Philippines,"15,803",0,493,0,0,0,0,0,"1,897",0,72,0,153,0,72,0,236,"1,609",0,0,"1,782",0,"22,117"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"1,009,542","915,886","243,266","2,958",0,0,0,282,"121,194",0,"6,010","6,053","10,443","10,490","5,932","6,028","36,776","109,038",0,"453,879","154,059","692,823","3,784,659"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"738,845","915,886","213,788","2,958",0,0,0,0,"88,696",0,"4,218","6,053","7,685","10,490","4,180","6,028","27,854","79,044",0,"453,879","108,843","691,649","3,360,096"
          Civil Aeronautics Board,"19,664",0,0,0,0,0,0,0,"2,362",0,88,0,188,0,87,0,"1,318","2,001",0,0,"2,211","1,174","29,093"
          Maritime Industry Authority,"118,182",0,"1,023",0,0,0,0,96,"14,190",0,534,0,"1,117",0,531,0,"4,376","12,056",0,0,"13,508",0,"165,613"
          Office of Transportation Cooperatives,"7,748",0,0,0,0,0,0,186,931,0,42,0,76,0,41,0,420,817,0,0,"1,040",0,"11,301"
          Office for Transportation Security,"118,701",0,"28,455",0,0,0,0,0,"14,245",0,"1,098",0,"1,313",0,"1,063",0,"2,652","14,463",0,0,"27,718",0,"209,708"
          Toll Regulatory Board,"6,402",0,0,0,0,0,0,0,770,0,30,0,64,0,30,0,156,657,0,0,739,0,"8,848"
,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"819,790",0,"93,304","33,365",0,0,0,0,"98,429",0,"4,449",0,"8,333",0,"4,366",0,"57,868","86,688",0,0,"112,124",0,"1,318,716"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"314,277",0,"12,005",0,0,0,0,0,"37,735",0,"1,329",0,"2,805",0,"1,326",0,"41,396","31,668",0,0,"33,544",0,"476,085"
          National Statistical Coordination Board,"31,105",0,"9,516",0,0,0,0,0,"3,735",0,132,0,287,0,132,0,"2,760","3,134",0,0,"3,320",0,"54,121"
          National Statistics Office,"441,278",0,"71,351",0,0,0,0,0,"52,977",0,"2,839",0,"4,934",0,"2,760",0,"11,184","48,533",0,0,"71,657",0,"707,513"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"5,165",0,252,0,0,0,0,0,622,0,29,0,52,0,29,0,264,538,0,0,647,0,"7,598"
          Public-Private Partnership Center of the Philippines,0,0,0,"33,365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,365"
          Statistical Research and Training Center,"7,109",0,180,0,0,0,0,0,854,0,29,0,65,0,29,0,828,713,0,0,739,0,"10,546"
          Tariff Commission,"20,856",0,0,0,0,0,0,0,"2,506",0,91,0,190,0,90,0,"1,436","2,102",0,0,"2,217",0,"29,488"
,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"420,781",0,"3,032",0,0,0,0,0,"50,507",0,"2,202",0,"4,509",0,"2,189",0,"5,850","44,208",0,0,"56,899",0,"590,177"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"14,148",0,"2,545",0,0,0,0,0,"1,699",0,68,0,126,0,66,0,"1,482","1,460",0,0,"1,717",0,"23,311"
          Bureau of Broadcast Services,"133,598",0,0,0,0,0,0,0,"16,033",0,677,0,"1,454",0,672,0,420,"13,949",0,0,"17,225",0,"184,028"
          Bureau of Communications Services,"12,247",0,0,0,0,0,0,0,"1,471",0,69,0,129,0,68,0,168,"1,302",0,0,"1,711",0,"17,165"
          National Printing Office,"88,244",0,0,0,0,0,0,0,"10,593",0,538,0,986,0,537,0,"1,320","9,587",0,0,"14,658",0,"126,463"
          News and Information Bureau,"50,795",0,487,0,0,0,0,0,"6,097",0,250,0,542,0,248,0,168,"5,270",0,0,"6,339",0,"70,196"
          Philippine Information Agency,"92,106",0,0,0,0,0,0,0,"11,056",0,448,0,959,0,448,0,"1,740","9,539",0,0,"11,394",0,"127,690"
          Presidential Broadcast Staff (RTVM),"29,643",0,0,0,0,0,0,0,"3,558",0,152,0,313,0,150,0,552,"3,101",0,0,"3,855",0,"41,324"
,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"1,990,529",0,"134,123",0,0,0,0,"1,189","238,430",0,"9,322",0,"19,091",0,"9,216",0,"128,205","205,173","19,446",0,"291,213",0,"3,045,937"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"15,167",0,0,0,0,0,0,0,"1,821",0,65,0,151,0,65,0,552,"1,530",0,0,"1,629",0,"20,980"
          Commission on Higher Education,"147,857",0,0,0,0,0,0,0,"17,746",0,599,0,"1,304",0,595,0,"9,137","14,804",0,0,"15,255",0,"207,297"
          Commission on the Filipino Language,"18,140",0,0,0,0,0,0,327,"2,178",0,69,0,151,0,69,0,"1,480","1,798",0,0,"1,756",0,"25,968"
          Dangerous Drugs Board,"25,492",0,0,0,0,0,0,70,"3,061",0,130,0,243,0,128,0,"1,549","2,666",0,0,"4,535",0,"37,874"
          Energy Regulatory Commission,"94,240",0,0,0,0,0,0,0,"10,828",0,289,0,675,0,288,0,"3,835","9,059","19,446",0,"4,366",0,"143,026"
          Film Development Council of the Philippines,"4,325",0,"1,697",0,0,0,0,0,519,0,15,0,33,0,15,0,497,421,0,0,371,0,"7,893"
          Games and Amusements Board,"30,956",0,0,0,0,0,0,0,"3,717",0,170,0,326,0,170,0,932,"3,282",0,0,"4,336",0,"43,889"
          Housing and Land Use Regulatory Board,"111,181",0,0,0,0,0,0,0,"13,346",0,471,0,"1,060",0,470,0,"6,208","11,221",0,0,"11,981",0,"155,938"
          Housing and Urban Development Coordinating Council,"22,656",0,"10,579",0,0,0,0,0,"2,720",0,88,0,200,0,88,0,"1,719","2,249",0,0,"2,218",0,"42,517"
          Mindanao Development Authority,0,0,"27,266",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,080",0,0,0,0,0,"31,346"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"10,489",0,0,0,0,0,0,0,"1,260",0,60,0,110,0,59,0,"2,550","1,121",0,0,"1,498",0,"17,147"
          National Anti-Poverty Commission,"6,942",0,0,0,0,0,0,0,833,0,27,0,53,0,27,0,"18,557",689,0,0,"2,160",0,"29,288"
          Climate Change Commission,"14,888",0,0,0,0,0,0,0,"1,787",0,56,0,127,0,56,0,"1,467","1,471",0,0,"1,418",0,"21,270"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"8,647",0,"9,427",0,0,0,0,0,"1,038",0,36,0,78,0,36,0,"1,728",866,0,0,893,0,"22,749"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"29,111",0,0,0,0,0,0,0,"3,498",0,186,0,320,0,181,0,632,"3,181",0,0,"4,579",0,"41,688"
               The National Library of the Philippines,,,,,,,,,,,,,,,,,,,,,,,
                     (The National Library),"32,260",0,0,0,0,0,0,0,"3,873",0,171,0,332,0,168,0,672,"3,395",0,0,"4,313",0,"45,184"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"30,191",0,0,0,0,0,0,0,"3,625",0,171,0,322,0,167,0,840,"3,224",0,0,"4,308",0,"42,848"
          National Commission on Indigenous Peoples,"328,841",0,0,0,0,0,0,0,"39,464",0,"1,722",0,"3,257",0,"1,682",0,"13,416","34,577",0,0,"46,064",0,"469,023"
          National Intelligence Coordinating Agency,"187,038",0,"3,700",0,0,0,0,0,"22,445",0,823,0,"1,901",0,818,0,"12,538","19,602",0,0,"72,467",0,"321,332"
          National Security Council,"24,179",0,841,0,0,0,0,0,"2,904",0,85,0,188,0,85,0,"2,328","2,358",0,0,"2,104",0,"35,072"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"221,175",0,0,0,0,0,0,0,"26,544",0,970,0,"2,071",0,964,0,"11,043","22,465",0,0,"25,607",0,"310,839"
          National Telecommunications Commission,"112,085",0,0,0,0,0,0,0,"13,451",0,561,0,"1,070",0,550,0,"7,364","11,676",0,0,"14,291",0,"161,048"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,,,,,,,,,,,
                Peace Process,0,0,"55,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55,169"
          Optical Media Board,"15,798",0,0,0,0,0,0,0,"1,897",0,76,0,159,0,76,0,"1,068","1,632",0,0,"1,931",0,"22,637"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"14,827",0,"5,539",0,0,0,0,0,"1,781",0,72,0,148,0,72,0,648,"1,537",0,0,"1,838",0,"26,462"
          Pasig River Rehabilitation Commission,"5,779",0,0,0,0,0,0,0,694,0,22,0,48,0,22,0,408,572,0,0,555,0,"8,100"
          Philippine Drug Enforcement Agency,"304,446",0,0,0,0,0,0,0,"36,536",0,"1,636",0,"3,218",0,"1,622",0,"11,220","32,179",0,0,"41,669",0,"432,526"
          Philippine Racing Commission,"16,040",0,0,0,0,0,0,792,"1,926",0,81,0,161,0,80,0,636,"1,673",0,0,"2,051",0,"23,440"
          Philippine Sports Commission,"32,952",0,0,0,0,0,0,0,"3,955",0,165,0,310,0,161,0,"1,774","3,432",0,0,"4,193",0,"46,942"
          Presidential Commission for the Urban Poor,"31,475",0,"1,274",0,0,0,0,0,"3,778",0,147,0,323,0,145,0,288,"3,229",0,0,"3,710",0,"44,369"
          Presidential Communications Development and,,,,,,,,,,,,,,,,,,,,,,,
                Strategic Planning Office,0,0,"18,631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,631"
          Presidential Legislative Liaison Office,"8,980",0,0,0,0,0,0,0,"1,078",0,32,0,65,0,32,0,"1,145",880,0,0,803,0,"13,015"
          Presidential Management Staff,"84,372",0,0,0,0,0,0,0,"10,127",0,327,0,687,0,325,0,"7,894","8,384",0,0,"8,314",0,"120,430"
,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"6,257,408",0,"160,188","3,316",0,0,0,540,"750,916",0,"34,728",0,"70,616",0,"34,557",0,"55,844","666,090",0,0,"911,719",0,"8,945,922"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"6,257,408",0,"160,188","3,316",0,0,0,540,"750,916",0,"34,728",0,"70,616",0,"34,557",0,"55,844","666,090",0,0,"911,719",0,"8,945,922"
,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,"1,625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,625"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,"1,625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,625"
,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"5,738,572",0,"29,552","31,384",0,0,0,0,"638,405",0,"33,314",0,"60,238",0,"32,588",0,"455,141","616,994","967,144",0,"1,162,477",0,"9,765,809"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"5,177,642",0,"27,083",0,0,0,0,0,"573,808",0,"30,883",0,"55,460",0,"30,217",0,"406,400","560,136","876,324",0,"1,088,494",0,"8,826,447"
               Presidential Electoral Tribunal,"19,661",0,0,0,0,0,0,0,"2,360",0,79,0,159,0,78,0,"1,248","1,965",0,0,"2,000",0,"27,550"
          Sandiganbayan,"78,910",0,0,0,0,0,0,0,"9,140",0,389,0,735,0,384,0,"6,359","8,194","16,165",0,"12,380",0,"132,656"
          Court of Appeals,"397,030",0,"2,469",0,0,0,0,0,"45,595",0,"1,701",0,"3,341",0,"1,650",0,"35,220","40,172","70,726",0,"52,653",0,"650,557"
          Court of Tax Appeals,"65,329",0,0,"31,384",0,0,0,0,"7,502",0,262,0,543,0,259,0,"5,914","6,527","3,929",0,"6,950",0,"128,599"
,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"370,737",0,922,0,0,0,0,85,"44,530",0,"1,366",0,"3,050",0,"1,365",0,"33,933","36,496","7,380",0,"34,372",0,"534,236"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"356,244",0,922,0,0,0,0,85,"42,788",0,"1,306",0,"2,920",0,"1,305",0,"32,629","35,046","7,380",0,"32,893",0,"513,518"
               Career Executive Service Board,"14,493",0,0,0,0,0,0,0,"1,742",0,60,0,130,0,60,0,"1,304","1,450",0,0,"1,479",0,"20,718"
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"3,061,096",0,0,0,0,0,0,0,"367,362",0,"10,513",0,"24,905",0,"10,504",0,"515,252","298,815","10,206",0,"269,800",0,"4,568,453"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"1,051,558",0,"66,486",0,0,0,0,"201,154","126,197",0,"5,809",0,"11,388",0,"5,759",0,"43,230","111,807","43,497",0,"147,631",0,"1,814,516"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"377,093",0,0,0,0,0,0,0,"44,947",0,"1,346",0,"2,886",0,"1,343",0,"66,651","37,010","11,607",0,"34,405",0,"577,288"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"139,001",0,"4,521",0,0,0,0,0,"16,683",0,647,0,"1,316",0,642,0,"4,671","14,276",0,0,"16,529",0,"198,286"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"15,611",0,0,"84,651,049",0,"16,699,016","17,738,875",0,"2,502,062",0,78,0,"189,274",0,78,0,96,"1,626",0,0,"14,151,697",0,"135,949,462"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"15,611",0,0,0,0,0,0,0,"1,874",0,78,0,165,0,78,0,96,"1,626",0,0,"1,990",0,"21,518"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"15,611",0,0,0,0,0,0,0,"1,874",0,78,0,165,0,78,0,96,"1,626",0,0,"1,990",0,"21,518"
,,,,,,,,,,,,,,,,,,,,,,,
     Miscellaneous Personnel Benefits Fund,0,0,0,"84,651,049",0,0,0,0,"2,500,188",0,0,0,"189,109",0,0,0,0,0,0,0,"14,149,707",0,"101,490,053"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Retirement Benefits Fund (Pension and Gratuity Fund),0,0,0,0,0,"16,699,016","17,738,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,437,891"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
GRAND TOTAL,"195,310,050","53,121,366","4,837,527","97,376,636","902,503","16,730,284","17,754,909","232,808","25,784,370","551,699","1,049,298","357,327","2,321,382","850,913","1,042,721","357,302","3,862,559","20,633,569","1,113,723","52,517,828","46,957,848","49,626,787","593,293,409"
