psgc_brgy,yes,no
56203046,330,147
56203047,65,80
56203048,19,51
56203049,107,57
56203050,82,42
56203051,367,133
56203052,401,171
56203053,232,69
56203054,148,53
56203055,187,101
56203056,203,65
56203057,667,140
56203058,173,106
56203059,140,61
56203060,70,72
56203061,193,75
56203062,186,53
56203063,89,155
56203064,491,113
56203065,385,43
56204001,128,33
56204002,76,1
56204003,40,35
56204004,257,51
56204005,230,41
56204006,84,23
56204007,56,1
56204008,186,47
56204009,233,28
56204010,76,6
56204011,114,31
56204012,281,14
56204013,55,33
56204014,118,18
56204015,134,22
56204016,151,70
56204017,301,130
56204018,141,58
56204019,155,43
56204020,378,86
56204021,315,42
56204022,131,68
56204023,109,8
56204024,54,32
56205001,104,32
56205002,258,189
56205003,190,64
56205004,141,178
56205005,178,41
56205006,237,21
56205007,157,81
56205008,141,68
56205010,103,89
56205011,221,46
56205012,137,92
56205013,66,29
56205014,206,38
56205015,153,73
56205016,110,53
56205017,95,28
56205018,202,120
56205019,86,80
56205020,246,72
56205021,258,46
56205022,95,87
56205023,233,53
56205024,75,50
56205025,321,75
56205026,292,60
56206001,102,107
56206002,52,46
56206003,141,61
56206004,94,76
56206005,200,118
56206006,221,120
56206007,112,64
56206008,55,52
56206009,83,113
56206010,1018,208
56206011,54,28
56206012,299,224
56206013,152,52
56206014,79,95
56206015,104,100
56206016,484,280
56206017,104,58
56206018,287,157
56206019,188,87
56206020,113,98
56206021,59,55
56206022,113,67
56206023,183,174
56206024,207,153
56206025,440,112
56206026,204,104
56206027,68,45
56206028,63,40
56206029,391,226
56206030,279,76
56206031,75,37
56206032,360,109
56206033,235,99
56206034,89,105
56207001,84,53
56207002,123,7
56207003,89,83
56207004,48,34
56207005,142,77
56207006,54,32
56207007,51,52
56207008,188,10
56207009,77,47
56207010,71,1
56207011,31,42
56207012,415,156
56207013,78,42
56207014,218,107
56207015,41,37
56207016,128,72
56207017,140,73
56207018,40,40
56207019,35,25
56207020,75,81
56207021,75,30
56207022,16,29
56207023,93,10
56207024,25,22
56207025,540,162
56207026,16,35
56207027,36,61
56207028,169,47
56207029,32,16
56207030,25,28
56207031,37,18
56207032,20,3
56207033,341,43
56207034,284,40
56207035,112,56
56207036,84,85
56207037,38,51
56207038,131,93
56207039,39,68
56207040,64,51
56207041,305,127
56207042,71,100
56207043,230,87
56207044,53,37
56207045,35,26
56207046,202,137
56207047,66,50
56207048,265,86
56207049,83,71
56207050,248,99
56207051,305,186
56208001,214,80
56208002,449,122
56208003,352,55
56208004,187,29
56208006,95,16
56208007,169,102
56208008,102,50
56208009,157,41
56208010,350,55
56208011,159,37
56208012,105,62
56208013,299,96
56208014,152,74
56208015,434,73
56208016,212,80
56208017,76,24
56208018,210,49
56208019,51,44
56208020,422,30
56208021,82,81
56208022,230,8
56208023,133,66
56208024,142,64
56208025,82,19
56208026,216,66
56208027,182,76
56208028,343,24
56208029,137,15
56208030,103,23
56208031,229,56
56208033,300,3
56208034,441,87
56208035,193,28
56208036,100,74
56208037,124,54
56208038,300,52
56208039,120,67
56208040,150,70
56208041,316,117
56208042,137,58
56208043,159,103
56208044,113,11
56209001,424,112
56209002,589,118
56209003,311,58
56209004,112,57
56209005,218,31
56209006,140,89
56209007,284,122
56209008,189,75
56209009,64,24
56209010,122,67
56209011,525,179
56209012,315,118
56209013,97,35
56209014,161,43
56209015,85,47
56209016,392,80
56209017,112,59
56209018,503,127
56209019,490,121
56209020,179,105
56209021,421,74
56209022,155,8
56209023,337,50
56209024,312,22
56209025,463,102
56209026,246,63
56209027,156,84
56209028,154,35
56210001,80,35
56210002,188,39
56210003,196,68
56210004,190,46
56210005,295,110
56210006,243,99
56210007,71,48
56210008,67,27
56210009,88,30
56210010,163,51
56210011,81,84
56210012,236,76
56210013,149,75
56210014,385,115
56210016,168,123
56210017,43,14
56210019,91,24
56210020,183,35
56210021,79,44
56210022,215,53
56210023,58,95
56210024,88,23
56210025,170,61
56210026,66,50
56210027,248,91
56211001,185,119
56211002,108,121
56211003,42,38
56211004,33,85
56211005,123,68
56211006,198,80
56211007,54,139
56211008,221,217
56211009,111,73
56211010,125,13
56211011,207,166
56211012,43,51
56211013,41,45
56211014,379,274
56211015,121,68
56211016,49,50
56211017,248,53
56211018,174,32
56211019,62,70
56211020,35,128
56211021,101,106
56211022,47,80
56211023,33,8
56211024,44,37
56211025,173,57
56211026,44,85
56211027,153,96
56211028,133,13
56211029,64,141
56211030,88,102
56211031,220,173
56211032,50,37
56211033,104,62
56211034,84,34
56212001,72,85
56212002,57,39
56212003,103,15
56212004,145,82
56212005,163,72
56212006,289,50
56212007,56,35
56212008,40,58
56212010,100,43
56212011,153,120
56212012,230,11
56212013,36,10
56212014,270,14
56212015,197,7
56212016,256,93
56212017,266,122
56212018,291,48
56212020,104,21
56212021,178,40
56212022,125,98
56212023,122,51
56212025,71,45
56212026,101,45
56212028,155,32
56212029,92,75
56212030,38,38
56212031,49,53
56212032,88,39
56212033,182,65
56212034,122,38
56212035,59,71
56212036,55,29
56212037,48,20
56212038,131,79
56212039,190,56
56212040,266,78
56212041,116,28
56212042,301,18
56212043,295,108
56212044,100,55
56213001,136,90
56213002,370,159
56213003,243,118
56213004,589,85
56213005,187,107
56213006,20,24
56213007,273,37
56213009,275,149
56213010,110,68
56213011,181,201
56213012,65,69
56213013,135,131
56213014,108,60
56213015,134,48
56213016,345,74
56213017,119,169
56213018,284,183
56213019,44,36
56213020,183,119
56213021,92,82
56213022,191,131
56213023,188,127
56213024,278,184
56213025,99,46
56213026,41,24
56213027,81,103
56213028,78,77
56213029,134,184
56213030,103,162
56213031,183,127
56213032,96,71
56213033,304,84
56213034,95,77
56213035,55,30
56213036,102,63
56213037,87,109
56213038,113,90
56213039,49,45
56213040,56,106
56213042,133,77
56213043,55,30
56213044,341,72
56213045,101,83
56213046,230,117
56213047,84,102
56213048,365,158
56213049,147,96
56213050,370,217
56213051,239,149
56214001,130,12
56214002,140,52
56214003,280,38
56214004,106,56
56214005,212,59
56214006,199,51
56214007,115,39
56214008,123,34
56214010,232,36
56214011,69,7
56214012,174,19
56214013,165,42
56214014,49,37
56214015,196,79
56214016,191,57
56214017,111,20
56214018,67,43
56214019,63,29
56214020,137,31
56214021,54,15
56214022,103,33
56214023,162,31
56214024,149,34
56215001,53,50
56215002,106,54
56215003,239,22
56215004,132,7
56215005,162,8
56215006,205,72
56215007,186,121
56215008,203,59
56215009,493,119
56215010,127,73
56215011,171,108
56215012,142,55
56215013,130,35
56215014,112,66
56216001,604,136
56216002,165,2
56216003,913,54
56216004,126,12
56216005,451,57
56216006,2140,198
56216008,470,81
56216009,423,46
56216010,219,75
56216011,568,106
56216012,392,44
56216013,199,5
56216014,708,110
56216015,584,78
56216016,365,21
56216017,170,14
56216018,560,93
56216019,430,39
56216020,134,33
56216021,281,33
56216022,1283,63
56216023,194,49
56216024,245,38
56216025,360,31
56216026,85,2
56216027,556,84
56216028,257,22
56216029,139,29
56216030,752,94
56216031,260,55
56216032,489,45
56216033,440,30
56216034,86,0
56216035,388,35
56216036,317,42
56216037,406,16
56216038,392,44
56216039,74,28
56216040,180,58
56216041,96,17
56216042,261,52
56216043,172,54
56216044,133,28
56216045,268,44
56216046,160,21
56216047,422,85
56216048,86,14
56216049,291,36
56216050,600,54
56216051,762,74
56216052,282,7
56216053,184,32
56216054,446,89
56216055,509,47
56216056,210,16
56216057,166,60
56216058,442,46
56216059,258,49
56216060,196,48
56216061,78,12
56216062,243,34
56216063,463,40
56216064,289,29
56216065,311,54
41001001,94,7
41001002,21,19
41001004,125,17
41001005,235,18
41001006,24,5
41001007,243,40
41001008,123,18
41001009,14,8
41001010,155,23
41001012,134,13
41001013,10,3
41001014,19,4
41001015,44,9
41001016,62,31
41001017,66,6
41001018,7,11
41001019,33,18
41001020,22,5
41001021,127,42
41001022,190,58
41001023,251,22
41002001,124,1
41002002,100,6
41002003,144,18
41002004,36,12
41002005,46,23
41002006,53,4
41002007,71,4
41002008,67,10
41002009,197,6
41002011,83,79
41002012,66,27
41002013,249,10
41002014,78,15
41002015,97,8
41002016,99,67
41002018,32,64
41002019,189,13
41002020,221,5
41002021,115,23
41003001,194,49
41003003,356,17
41003004,536,48
41003005,26,26
41003006,1,0
41003007,276,10
41003008,52,11
41003009,84,26
41003010,317,8
41003011,25,13
41003012,84,9
41003013,438,49
41003014,376,74
41003016,81,32
41003017,236,100
41003018,351,10
41003019,73,29
41003020,28,26
41003021,138,8
41003022,230,13
41003023,166,33
41003024,312,29
41003025,276,10
41003026,253,67
41003027,190,3
41003028,283,22
41003029,501,52
41003030,209,26
41003031,107,56
41003032,174,20
41003033,271,54
41003034,194,24
41003035,309,49
41003036,215,22
41003037,37,33
41003038,406,102
41003039,218,181
41003040,253,41
41003042,151,63
41003043,224,51
41003044,194,76
41003045,379,37
41003046,109,38
41003048,158,64
41003049,46,43
41003050,182,16
41003051,71,38
41003052,318,30
41004001,55,7
41004002,120,115
41004003,466,28
41004004,173,74
41004005,245,30
41004006,695,78
41004007,296,41
41004008,175,25
41004009,252,68
41004010,291,57
41004011,154,28
41004012,122,16
41004013,181,43
41005001,804,29
41005003,207,20
41005004,1258,55
41005006,49,5
41005007,372,4
41005008,329,3
41005009,92,2
41005010,22,3
41005011,6,9
41005012,109,26
41005013,350,21
41005014,959,47
41005016,61,2
41005017,368,9
41005018,53,4
41005019,65,2
41005020,355,78
41005021,162,6
41005022,392,38
41005023,87,7
41005024,55,3
41005026,217,14
41005027,2,0
41005028,42,5
41005029,138,17
41005030,189,2
41005032,478,31
41005033,53,1
41005034,673,28
41005035,684,19
41005036,230,43
41005037,0,197
41005038,97,8
41005039,319,4
41005040,43,7
41005041,57,1
41005042,187,3
41005043,91,0
41005044,659,48
41005045,172,1
41005046,300,22
41005047,160,28
41005048,45,2
41005049,37,14
41005050,72,7
41005051,61,12
41005052,220,12
41005053,58,32
41005054,64,5
41005055,32,0
41005056,2,0
41005058,56,4
41005059,1,0
41005065,1,0
41005066,9,0
41005068,44,0
41005070,9,0
41005071,32,15
41005072,1,0
41005073,124,22
41005074,8,2
41005075,38,8
41005076,9,0
41005078,0,2
41005082,83,2
41005083,28,265
41005084,6,187
41005085,40,89
41005087,0,56
41005088,19,242
41005090,61,28
41005092,403,44
41005093,98,2
41005094,110,5
41005095,1554,218
41005097,46,47
41005099,245,4
41005100,161,10
41005101,123,2
41005102,27,0
41005103,219,2
41005104,30,2
41005105,115,2
41005106,56,6
41005107,121,25
41005110,372,11
41005111,75,0
41005112,140,6
41005113,164,21
41005114,178,13
41005115,564,21
41005116,164,9
41005117,990,109
41006001,62,11
41006002,1256,60
41006003,23,11
41006004,87,6
41006005,39,21
41006006,40,10
41006007,25,13
41006008,23,12
41006009,12,0
41006010,63,20
41006011,37,14
41006012,117,9
41006013,17,7
41006014,59,32
41006016,1,0
41006018,269,9
41006019,30,3
41006020,37,4
41006021,200,11
41006022,67,30
41006023,17,6
41006024,97,29
41006025,23,3
41006026,163,23
41006028,19,12
41006029,4,3
41006030,61,11
41006031,36,9
41006032,43,25
41006033,68,6
41006034,60,16
41006035,81,5
41006036,38,5
41006037,76,75
41006038,295,30
41006039,67,14
41006041,29,20
41006042,117,46
41006044,52,9
41007001,348,22
41007002,255,31
41007003,107,6
41007004,226,16
41007006,16,6
41007007,25,4
41007008,3,1
41007009,7,5
41007010,26,5
41007011,5,2
41007012,110,23
41007013,587,110
41007014,271,25
41007015,443,66
41007016,194,57
41007017,301,91
41007018,147,24
41007019,138,74
41007020,155,27
41007021,171,28
41007022,420,51
41007023,249,27
41007024,357,40
41007025,269,16
41007027,169,43
41007028,296,39
41007030,75,9
41007031,174,17
41007032,692,81
41007033,112,32
41007034,173,11
41007035,238,11
41007036,329,72
41007037,126,89
41007038,93,12
41007039,211,13
41007041,181,25
41007042,290,27
41007043,232,29
41007044,406,24
41008001,298,56
41008002,252,48
41008003,32,27
41008004,465,75
41008005,595,80
41008006,201,23
41008007,228,25
41008008,309,54
41008009,265,37
41008010,542,52
41008011,435,29
41008013,710,74
41008014,119,21
41008015,251,21
41008016,515,56
41008017,198,12
41008018,25,4
41008019,431,34
41008020,155,26
41008021,300,25
41008022,309,47
41008023,569,70
41008026,315,30
41008027,54,84
41008028,569,200
41009001,136,10
41009002,161,14
41009003,73,12
41009005,150,15
41009006,70,9
41009007,178,39
41009008,162,16
41009009,217,20
41009010,163,17
41009011,68,8
41009012,347,18
41009013,386,34
41009014,311,30
41009015,288,16
41009016,20,0
41009017,25,4
41009018,39,6
41009019,76,4
41009020,43,1
41009021,192,12
41009022,172,7
41010001,110,8
41010002,255,33
41010003,190,7
41010004,346,16
41010005,173,2
41010006,443,14
41010007,49,36
41010008,68,8
41010009,238,8
41010010,145,3
41010011,143,29
41010012,347,39
41010013,78,16
41010014,45,5
41010015,387,16
41010016,39,8
41010017,47,4
41010018,63,12
41010019,213,10
41010020,157,29
41010022,86,3
41010023,53,2
41010024,456,33
41010025,449,14
41010027,477,10
41010028,55,6
41011001,222,9
41011002,508,20
41011004,300,6
41011006,307,16
41011007,405,24
41011008,302,23
41011010,60,6
41011011,431,32
41011012,273,10
41011013,277,11
41011014,184,30
41011015,133,28
41011016,96,1
41011017,226,7
41011018,90,0
41011019,65,2
41011020,96,1
41011021,438,40
41011022,581,25
41011023,343,34
41011024,312,22
41012001,130,7
41012002,131,17
41012003,291,25
41012004,71,27
41012005,39,23
41012006,166,25
41012007,283,6
41012009,237,20
41012010,193,20
41012011,226,18
41012012,180,19
41012013,79,19
41012014,14,1
41012015,47,60
41012016,92,24
41012017,176,5
41012018,156,15
41012020,76,0
41012021,261,25
41012022,73,9
41012023,155,18
41012024,495,14
41012025,204,18
41012026,155,29
41012027,164,18
41012028,86,39
41012029,99,108
41012030,92,21
41012031,381,31
41012032,48,10
41012033,50,6
41012034,33,0
41012035,67,56
41012036,23,3
41012037,269,15
41012038,124,43
41012039,208,10
41012040,413,62
41012041,47,12
41012043,443,64
41012044,188,8
41012045,66,17
41012046,347,12
41012047,66,1
41012048,247,17
41012049,234,21
41013002,395,64
41013003,296,159
41013004,826,52
41013005,517,71
41013007,237,92
41013008,231,77
41013009,536,109
41013012,351,115
41013013,142,40
41013014,625,84
41013015,251,123
41013016,122,26
41013017,26,4
41013018,62,8
41013019,56,10
41013020,103,27
41013021,687,153
41013022,333,54
41013023,595,251
41014001,390,17
41014003,247,59
41014004,150,59
41014005,152,73
41014006,1088,63
41014007,673,12
41014008,391,4
41014009,1243,93
41014010,793,41
41014011,664,34
41014012,189,4
41014013,634,40
41014014,57,5
41014015,106,5
41014016,56,41
41014017,621,11
41014018,305,27
41014020,338,27
41014021,797,116
41014022,210,24
41014024,143,23
41014025,245,14
41014026,576,60
41014027,178,27
41014028,147,7
41014029,134,10
41014030,485,119
41014031,410,29
41014032,102,48
41014033,84,21
41014034,99,35
41014035,95,6
41014036,443,47
41014037,268,49
41014038,119,3
41014039,254,27
41014040,74,33
41014041,83,3
41014042,5,0
41014043,46,11
41014044,133,14
41014046,35,0
41014047,34,9
41014048,549,17
41014049,14,3
41014050,27,22
41014051,82,13
41014052,81,13
41014053,114,17
41014054,1616,140
41014055,141,61
41014056,206,45
41014057,726,20
41014058,145,19
41014059,96,80
41014060,103,7
41014061,559,23
41014062,183,8
41014063,234,64
41014064,807,115
41014066,189,25
41014068,202,22
41014069,206,21
41014070,140,51
41014071,1010,46
41014072,121,43
41014073,119,98
41014074,278,35
41014075,155,32
41014076,17,0
41014077,5,1
41015001,189,43
41015002,305,29
41015003,513,68
41015004,259,21
41015005,322,50
41015006,84,8
41015007,149,14
41015008,129,13
41015009,277,9
41015010,297,32
41015011,372,15
41015012,309,9
41015013,277,15
41015014,56,2
41015015,178,14
41015016,207,2
41015017,253,14
41015018,100,11
41015019,258,3
41015020,73,16
41015021,189,14
41015022,138,10
41015023,353,23
41015024,284,20
41015025,302,8
41015026,419,3
41016001,12,4
41016002,14,2
41016003,68,8
41016004,229,6
41016005,173,6
41016006,13,2
41016007,408,10
41016008,62,16
41016009,11,8
41016010,222,5
41016011,48,13
41016012,20,4
41016014,156,6
41016015,34,4
41016016,149,2
41016017,71,1
41016018,22,2
41016019,137,5
41016020,76,0
41016021,26,5
41016022,39,5
41016023,44,10
41016024,10,2
41016025,59,16
41016026,25,2
41016027,46,6
41016028,329,3
41016029,18,0
41016030,112,0
41016031,95,0
41016032,17,8
41016033,67,19
41016034,59,23
41016035,219,2
41017001,331,10
41017002,266,8
41017003,98,8
41017004,74,16
41017005,38,3
41017006,215,21
41017008,151,32
41017012,29,6
41017013,77,22
41017015,85,15
41017016,45,19
41017017,74,6
41017018,100,2
41017019,698,33
41017020,803,48
41018001,157,9
41018002,484,3
41018003,629,2
41018004,74,2
41018006,99,1
41018008,145,10
41018009,138,16
41018010,427,5
41018011,94,8
41018012,368,29
41018013,150,6
41018014,260,10
41018015,115,1
41018016,153,2
41018017,119,0
41018018,236,2
41019001,738,84
41019002,447,75
41019003,55,80
41019004,36,2
41019005,307,75
41019006,270,11
41019007,60,4
41019008,86,6
41019009,27,1
41019010,58,1
41019011,226,16
41019012,177,27
41019013,19,0
41019014,20,0
41019015,141,80
41019016,638,94
41019017,430,69
41019018,360,77
41019019,266,59
41019020,381,77
41019021,307,86
41019022,50,43
41019023,230,53
41019024,567,159
41019026,292,54
41019027,261,98
41019028,505,73
41019029,827,120
41019032,165,37
41019033,284,36
41019035,191,35
41019036,396,48
41019037,272,78
41019039,484,49
41019041,334,83
41019042,434,124
41019044,315,48
41019045,42,18
41019046,589,131
41019047,214,38
41019048,2210,277
41019049,37,6
41020001,491,6
41020002,280,5
41020014,426,5
41020015,339,11
41020016,261,8
41020017,484,6
41020018,183,5
41020019,136,3
41020020,278,6
41020021,62,2
41020022,294,21
41020023,90,3
41020024,276,18
41020025,347,3
41020026,145,8
41020027,391,8
41020028,110,1
41020029,79,2
41021001,395,41
41021002,122,16
41021003,1061,13
41021004,375,12
41021005,191,25
41021006,280,21
41021007,560,46
41021008,391,28
41021009,232,30
41021010,294,19
41021011,680,45
41021012,234,8
41021013,310,12
41021014,180,12
41021015,316,33
41021016,192,6
41021017,284,8
41021018,248,0
41021019,119,8
41021020,375,26
41021021,359,32
41021022,107,16
41021023,191,5
41021024,345,14
41021025,540,8
41021026,1357,4
41021027,505,37
41021028,406,37
41021029,64,11
41021030,418,24
41021031,193,3
41021032,98,2
41021033,247,4
41021034,70,3
41021035,492,1
41021036,315,56
41021037,282,5
41021038,314,43
41021039,407,5
41021040,282,12
41021041,521,48
41021042,348,4
41021043,305,1
41021044,341,14
41021045,232,11
41021046,279,4
41021047,203,35
41021048,332,64
41022001,335,39
41022002,101,2
41022003,97,28
41022004,166,5
41022005,188,8
41022006,151,18
41022007,1178,38
41022008,509,55
41022009,112,19
41022010,193,16
41022011,697,20
41022012,436,48
41022013,297,58
41022014,231,22
41022015,107,9
41022016,348,21
41022017,302,39
41022018,115,2
41022019,160,5
41022020,67,14
41022021,256,1
41022022,168,7
41022023,2,1
41022024,14,8
41022025,8,9
41022026,7,2
41022027,91,6
41022028,285,18
41022029,488,7
41022030,273,34
41022031,173,7
41022032,126,5
41023001,238,30
41023002,365,31
41023003,174,34
41023004,262,43
41023005,579,30
41023006,339,30
41023007,177,10
41023008,280,28
41023009,212,34
41023010,483,75
41023011,121,43
41023012,114,12
41023013,339,55
41023014,201,21
41023015,155,11
41023016,198,53
41023017,499,37
41023018,858,102
41023019,653,50
41023020,268,13
41023021,391,56
41023022,337,42
41023023,312,19
41023024,193,5
41023025,63,5
41023026,244,20
41023027,214,29
41023028,121,17
41023029,187,3
41023030,194,52
41023031,362,73
41023032,234,36
41023033,358,42
41023034,386,68
41023035,417,49
41023036,162,18
41023037,91,7
41023038,201,50
41023039,217,18
41023040,174,15
41023041,228,24
41023042,417,33
41024001,201,5
41024002,250,14
41024003,99,4
41024004,192,12
41024005,360,18
41024006,267,13
41024007,185,9
41024008,179,14
41024009,199,22
41024010,440,19
41024011,98,10
41024012,173,7
41024013,226,5
41024014,109,5
41024015,122,5
41024016,297,30
41024019,92,17
41024020,327,26
41024021,118,7
41024022,101,3
41024023,183,17
41024024,264,13
41024025,155,6
41024026,191,14
41024027,97,3
41024028,351,14
41025001,65,4
41025002,59,12
41025003,115,2
41025004,61,20
41025005,77,16
41025006,81,10
41025007,112,5
41025009,65,8
41025010,81,1
41025011,100,6
41025012,59,10
41025013,246,44
41025014,106,12
41025015,250,13
41025016,115,5
41025017,15,3
41025018,13,311
41025019,4,124
41026001,45,5
41026002,190,5
41026003,24,7
41026004,94,6
41026005,25,20
41026006,21,1
41026007,150,2
41026008,207,11
41026009,32,2
41026010,21,1
41026011,32,6
41026012,15,5
41026013,96,8
41026014,386,13
41026015,21,4
41026016,200,8
41026017,18,3
41026018,24,2
41026019,11,0
41026020,46,16
41026021,19,5
41026022,34,4
41026023,40,3
41026024,14,1
41026025,45,5
41026026,51,11
41026027,23,10
41026028,86,0
41026029,420,8
41027001,106,16
41027002,319,4
41027003,69,2
41027004,320,43
41027005,233,18
41027006,69,2
41027007,109,0
41027008,114,8
41027009,110,12
41027010,153,12
41027012,501,4
41027013,231,13
41027014,125,6
41027015,81,1
41027016,133,0
41027017,82,9
41027018,70,8
41028001,111,3
41028002,184,1
41028003,103,1
41028004,177,6
41028005,92,11
41028007,776,17
41028008,166,12
41028009,177,4
41028010,144,7
41028011,1,0
41028012,237,32
41028013,220,4
41028014,78,2
41028015,140,19
41028017,857,33
41028018,157,3
41028019,556,0
41028020,845,47
41028021,513,38
41028022,1087,49
41028023,91,1
41028025,243,40
41028026,261,26
41028027,232,18
41028028,1280,7
41028029,416,33
41028030,139,14
41029001,126,21
41029002,454,11
41029003,100,10
41029004,54,23
41029005,555,61
41029006,391,80
41029007,110,6
41029008,312,52
41029009,33,9
41029010,49,5
41029011,351,20
41029012,164,20
41029013,239,18
41029014,499,49
41029015,75,25
41029016,109,3
41029017,148,21
41029018,217,7
41029019,35,11
41029020,25,3
41029021,123,21
41029022,2,0
41029023,15,6
41029024,30,11
41029025,9,1
41029026,3,11
41029027,154,19
41029028,5,7
41029029,52,61
41029030,148,18
41029031,2,0
41029032,44,16
41029033,57,21
41029034,46,34
41029044,112,32
41029045,118,36
41029046,176,7
41029047,66,11
41029048,428,23
41029049,72,26
41029050,11,9
41029051,16,1
41030001,67,17
41030003,176,6
41030004,567,37
41030006,209,4
41030008,56,11
41030009,89,5
41030010,196,16
41030011,292,5
41030012,232,7
41030013,121,16
41030014,127,0
41030015,25,1
41030016,4,7
41030017,87,0
41030018,125,2
41030019,127,53
41030020,29,2
41030021,179,6
41030023,232,1
41030024,93,38
41030025,77,61
41031001,200,1
41031002,43,2
41031003,24,4
41031004,258,81
41031005,354,19
41031006,231,53
41031007,308,43
41031008,240,72
41031010,1,0
41031013,135,16
41031014,127,26
41031015,409,13
41031016,249,73
41031017,361,8
41031018,208,10
41031019,126,3
41031020,304,10
41031021,16,2
41031022,70,26
41031023,68,6
41031024,239,36
41031025,394,22
41031026,495,27
41031027,228,27
41031028,228,6
41031029,85,13
41031030,141,39
41031031,25,2
41031032,49,14
41031033,17,10
41031034,119,26
41031035,205,34
41031036,45,6
41031037,45,6
41031038,211,27
41031039,177,11
41031040,94,25
41031041,76,11
41031042,70,1
41031043,34,7
41031044,199,8
41031045,153,6
41031046,75,25
41031047,101,16
41031048,765,13
41031049,338,29
41031050,185,5
41032001,172,19
41032002,350,15
41032003,254,7
41032004,450,13
41032005,214,21
41032006,347,42
41032007,377,1
41032008,256,3
41032009,473,21
41032010,184,3
41032011,324,9
41032012,175,2
41032013,239,40
41032014,373,26
41032015,151,1
41032016,51,4
41032017,406,19
41032018,269,5
41032019,73,6
41032020,209,7
41033001,171,22
41033003,186,14
41033004,159,38
41033005,199,12
41033006,270,115
41033007,190,24
41033008,168,5
41033009,129,10
41033010,169,14
41033011,225,114
41033012,235,19
41033013,352,42
41033014,82,49
41033015,353,28
41033016,171,78
41034001,207,34
41034002,283,55
41034003,432,49
41034004,209,46
41034005,313,24
41034006,101,19
41034007,314,30
41034008,208,49
41034009,623,64
41034010,224,10
41034011,138,15
41034012,299,30
41034013,378,22
41034014,23,2
41034015,20,4
41034016,104,29
41034017,467,37
41034018,488,62
41034019,213,41
41034021,240,27
41034022,505,71
41034023,251,13
42101001,258,73
42101002,16,12
42101003,34,8
42101004,53,20
42101005,71,14
42101006,51,35
42101007,315,28
42101008,178,33
42101009,268,38
42101010,325,23
42101011,367,35
42101012,99,81
42101013,69,51
42101014,67,54
42101016,34,27
42101017,58,19
42101018,20,16
42101019,53,21
42101020,131,66
42101021,69,23
42101022,43,25
42101023,280,46
42101024,104,50
42101025,120,18
42101026,172,24
42101027,154,20
42101028,52,38
42101029,38,29
42101030,161,33
42101031,244,39
42101032,28,21
42101033,51,23
42102001,61,10
42102002,60,28
42102003,69,32
42102004,129,42
42102005,74,32
42102007,50,27
42102008,176,16
42102009,43,8
42102010,63,10
42102011,48,15
42102012,13,6
42102013,4,5
42102014,201,44
42102015,24,12
42102016,6,0
42102017,21,9
42102018,60,43
42102019,33,19
42102020,21,9
42102021,22,5
42102022,125,4
42102023,67,21
42102024,428,29
42102025,52,24
42102026,21,15
42102027,155,14
42103001,152,4
42103002,52,3
42103003,67,4
42103004,134,9
42103005,63,4
42103006,267,6
42103007,118,26
42103008,146,15
42103009,134,5
42103010,75,0
42103011,24,1
42103012,192,26
42103013,31,12
42103014,66,10
42103015,704,79
42103018,19,0
42103019,75,4
42103020,107,8
42103021,98,17
42103022,137,5
42103023,310,15
42103024,85,5
42103025,831,74
42103026,112,7
42103027,91,8
42103028,219,48
42103029,66,6
42103030,22,4
42103031,60,15
42103032,57,2
42103033,61,8
42103034,809,85
42103035,84,7
42103036,58,19
42103037,7,2
42103038,61,2
42103039,122,4
42103040,680,57
42103041,64,4
42103042,57,42
42103043,69,17
42103044,54,3
42103045,151,59
42103046,245,70
42103047,977,275
42103048,36,1
42103049,101,16
42103050,133,2
42103051,65,3
42103052,119,36
42103053,43,0
42103054,53,6
42103055,258,25
42103056,63,112
42103057,30,5
42103058,104,29
42103059,24,4
42103060,84,9
42103061,55,1
42103062,58,6
42103063,79,8
42103064,144,12
42103065,384,127
42103066,108,32
42103067,99,1
42103068,317,9
42103069,2,1
42103070,37,3
42103071,97,1
42103072,139,12
42103073,62,4
42103074,80,13
42103075,1292,154
42104001,230,54
42104006,624,16
42104008,555,172
42104009,311,90
42104010,499,61
42104011,1778,262
42104012,125,26
42104013,2,0
42104015,12,1
42104016,13,0
42104017,4,0
42104018,2,0
42104019,151,11
42105001,37,3
42105002,163,34
42105003,41,7
42105004,50,13
42105005,3,1
42105006,106,38
42105007,41,41
42105009,3,4
42105010,3,1
42105011,8,2
42105012,0,2
42105013,8,2
42105014,7,0
42105015,193,19
42105017,64,5
42105019,56,10
42105020,22,4
42105022,69,12
42105023,27,8
42105024,155,26
42105025,5,1
42105026,1,0
42105027,20,2
42105030,185,39
42105031,80,14
42105032,14,5
42105034,0,1
42105035,1,0
42105036,22,8
42105037,132,5
42105038,11,1
42105039,22,7
42105040,16,5
42105041,1,1
42105042,37,1
42105043,373,38
42105044,279,53
42105045,103,58
42105046,1,0
42105047,24,9
42105048,2,0
42105049,61,7
42105050,69,30
42105051,40,7
42105052,41,15
42105053,87,16
42105054,126,40
42105056,58,29
42105057,32,24
42105058,10,3
42105059,264,20
42105060,139,60
42105061,193,66
42105062,9,0
42105063,107,40
42105064,65,55
42105065,55,10
42105066,58,13
42105067,48,3
42105068,6,2
42105069,6,0
42105070,64,10
42105071,45,13
42105072,156,8
42105073,8,6
42105074,3,1
42105075,41,33
42105076,431,64
42105077,130,1
42105080,15,0
