region,province,city_or_municipality,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage_to_total
VIII (Eastern Visayas),Leyte,Abuyog,5,2,20,7,6,6,14,11,5,8,1,7,6,5,11,7,13,17,13,14,8,12,20,22,27,267,
VIII (Eastern Visayas),Leyte,Alangalang,6,2,1,3,7,2,7,3,10,8,1,3,2,1,5,6,14,3,3,9,7,10,13,2,12,140,
VIII (Eastern Visayas),Leyte,Albuera,19,8,29,20,22,25,13,10,22,34,18,5,23,20,23,19,26,27,26,42,37,48,29,29,34,608,
VIII (Eastern Visayas),Leyte,Babatngon,1,1,-,1,2,3,6,2,3,-,2,4,3,5,3,10,2,3,5,7,3,5,5,3,9,88,
VIII (Eastern Visayas),Leyte,Barugo,2,5,2,5,8,13,14,3,5,9,13,11,3,6,7,1,5,6,10,9,5,5,20,5,11,183,
VIII (Eastern Visayas),Leyte,Bato,9,2,7,3,14,6,10,7,4,7,-,6,-,3,-,5,20,7,14,8,14,10,9,6,8,179,
VIII (Eastern Visayas),Leyte,Baybay,35,24,25,33,39,42,46,38,42,29,28,30,44,26,41,52,67,41,62,51,54,56,69,69,68,1111,
VIII (Eastern Visayas),Leyte,Burauen,1,2,8,7,9,1,4,7,8,1,11,1,2,6,11,3,7,11,14,10,10,5,7,4,17,167,
VIII (Eastern Visayas),Leyte,Calubian,3,-,1,5,1,4,3,3,1,7,2,4,2,4,8,1,4,9,14,3,4,10,6,8,7,114,
VIII (Eastern Visayas),Leyte,Capoocan,7,5,2,6,6,8,7,2,1,2,2,2,2,3,9,4,10,6,4,4,6,11,5,3,7,124,
VIII (Eastern Visayas),Leyte,Carigara,3,9,8,15,10,12,14,8,15,18,5,7,12,6,8,11,5,23,16,11,14,17,18,27,27,319,
VIII (Eastern Visayas),Leyte,Dagami,-,6,3,6,6,3,2,2,7,5,2,1,5,1,4,2,5,-,10,8,3,2,5,1,1,90,
VIII (Eastern Visayas),Leyte,Dulag,8,18,9,12,12,9,11,2,24,7,2,12,6,2,6,3,6,5,8,16,10,12,9,12,8,229,
VIII (Eastern Visayas),Leyte,Hilongos,7,2,5,5,9,7,10,1,4,4,4,4,9,7,10,10,11,14,14,27,18,24,26,16,17,265,
VIII (Eastern Visayas),Leyte,Hindang,-,3,1,7,4,11,8,7,9,3,3,4,4,2,6,7,2,8,4,10,7,9,13,13,6,151,
VIII (Eastern Visayas),Leyte,Inopacan,3,2,9,5,1,3,2,7,3,5,4,-,4,3,4,5,14,6,17,11,4,11,11,7,5,146,
VIII (Eastern Visayas),Leyte,Isabel,6,12,9,5,10,12,16,1,4,9,13,9,23,9,19,15,11,26,21,15,29,24,10,14,11,333,
VIII (Eastern Visayas),Leyte,Jaro,2,1,2,3,2,4,5,2,3,4,2,1,1,2,6,1,3,8,3,3,14,5,5,4,13,99,
VIII (Eastern Visayas),Leyte,Javier (Bugho),2,1,2,-,-,-,1,1,-,3,2,-,1,1,-,1,3,3,7,2,2,3,6,6,6,53,
VIII (Eastern Visayas),Leyte,Julita,1,4,-,-,-,-,-,-,1,-,1,4,-,2,3,-,3,-, ,-,1,-,-,1,1,22,
VIII (Eastern Visayas),Leyte,Kananga,8,-,3,12,8,7,13,2,10,4,9,9,6,5,4,5,13,10,25,11,11,14,16,18,15,238,
VIII (Eastern Visayas),Leyte,Lapaz,2,-,4,5,4,2,2,7,1,3,-,2,1,1,4,-,2,2,5,6,4,1,-,3,2,63,
VIII (Eastern Visayas),Leyte,Leyte,1,4,6,6,1,4,4,1,2,5,-,-,3,-,2,6,4,3,6,7,9,5,5,3,12,99,
VIII (Eastern Visayas),Leyte,Macarthur,3,2,2,1,1,7,3,2,-,1,4,4,2,4,2,5,2,1,11,4,1,3,10,6,9,90,
VIII (Eastern Visayas),Leyte,Mahaplag,-,3,1,3,1,4,-,-,6,3,1,3,4,4,2,3,4,3,4,3,7,8,9,14,5,95,
VIII (Eastern Visayas),Leyte,Matag-Ob,1,-,2,2,3,2,4,2,3,-,1,2,-,3,4,2,4,1,5,6,4,9,4,3,10,77,
VIII (Eastern Visayas),Leyte,Matalom,3,1,3,2,1,5,4,1,13,1,3,2,6,6,4,2,6,3,3,4,5,9,8,6,11,112,
VIII (Eastern Visayas),Leyte,Mayorga,2,-,1,-,1,5,1,1,3,1,-,-,1,-,-,-,-,2,3,1,-,-,1,6,3,32,
VIII (Eastern Visayas),Leyte,Merida,1,10,3,3,2,-,4,6,5,2,2,2,3,1,4,4,4,4,10,14,3,16,4,9,7,123,
VIII (Eastern Visayas),Leyte,Ormoc City,68,73,64,53,78,78,64,78,79,58,60,67,64,65,87,59,104,101,131,162,156,125,139,119,153,2285,
VIII (Eastern Visayas),Leyte,Palo,14,2,8,12,6,23,17,10,7,18,12,11,12,9,18,11,14,22,49,38,23,38,46,32,23,475,
VIII (Eastern Visayas),Leyte,Palompon,6,7,6,3,18,10,13,18,28,8,9,15,15,9,17,20,19,14,17,34,14,19,14,17,29,379,
VIII (Eastern Visayas),Leyte,Pastrana,1,4,-,5,1,1,-,-,6,-,1,1,-,3,-,-,1, , ,1,-,3,2,1,-,31,
VIII (Eastern Visayas),Leyte,San Isidro,2,2,4,5,2,1,4,2,4,4,4,3,2,2,9,5,1,4,12,6,5,11,3,3,4,104,
VIII (Eastern Visayas),Leyte,San Miguel,2,2,6,1,1,4,2,2,-,-,-,-,3,1,5,4,-, ,4,1,7,6,3,5,5,64,
VIII (Eastern Visayas),Leyte,Santa Fe,1,3,2,-,3,-,-,-,-,1,1,4,1,4,1,1,3,-,1,4,2,2,1,6,3,44,
VIII (Eastern Visayas),Leyte,Tabango,1,5,1,1,1,3,1,-,2,1,4,8,-,2,2,6,5,6,8,6,7,5,12,6,7,100,
VIII (Eastern Visayas),Leyte,Tabontabon,-,-,-,3,-,3,-,-,1,-,-,-,-,-,-,-,-,2,4,1,3,-,-,-,2,19,
VIII (Eastern Visayas),Leyte,Tacloban City (Capital),76,71,106,91,94,133,113,98,120,114,67,71,104,104,151,149,187,191,283,219,264,204,209,181,196,3596,
VIII (Eastern Visayas),Leyte,Tanauan,12,17,9,19,5,17,16,21,9,8,7,8,17,14,12,6,24,8,18,30,17,21,36,23,29,403,
VIII (Eastern Visayas),Leyte,Tolosa,-,1,4,-,4,7,4,4,5,9,1,8,9,5,3,2,7,4,9,11,4,10,5,12,6,134,
VIII (Eastern Visayas),Leyte,Tunga,1,-,-,3,-,4,-,2,2,-,2,1,2,3,-,1,1,7,1,5,1,6,7,3,7,59,
VIII (Eastern Visayas),Leyte,Villaba,2,18,6,9,15,7,3,12,3,4,7,5,5,4,7,4,2,7,7,6,6,19,7,11,7,183,
VIII (Eastern Visayas),Leyte,Not Reported,1,-,-,-,-,-,-,-,-,-,-,5,1,2,-,-,-,5, ,-,-,-,-,-,-,14,
VIII (Eastern Visayas),Northern Samar,Allen,5,2,2,4,5,4,1,4,-,1,-,-,2,-,1,1,1,1,3,-,1,1,7,3,1,50,
VIII (Eastern Visayas),Northern Samar,Biri,5,2,-,5,5,4,3,1,3,3,7,7,3,4,5,5,4,2,4,4,7,1,5,6,2,97,
VIII (Eastern Visayas),Northern Samar,Bobon,6,-,-,2,1,2,2,1,-,-,1,1,1,-,-,2,1,-,10,2,2,2,2,6,4,48,
VIII (Eastern Visayas),Northern Samar,Capul,2,1,5,4,1,-,1,-,-,3,1,1,-,-,-,-,1,2,3,1,1,1,-,2,-,30,
VIII (Eastern Visayas),Northern Samar,Catarman (Capital),9,10,5,14,18,26,4,9,6,1,9,10,17,6,20,-,12,9,14,19,17,20,21,13,30,319,
VIII (Eastern Visayas),Northern Samar,Catubig,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,-,-,-,3,-,-,-,-,7,2,16,
VIII (Eastern Visayas),Northern Samar,Gamay,-,-,-,3,-,-,-,1,-,1,-,3,2,1,1,1,-,-,-,2,-,2,1,4,2,24,
VIII (Eastern Visayas),Northern Samar,Laoang,-,1,-,11,2,5,-,1,7,6,2,2,-,2,3,1,-,-,6,2,7,5,-,3,1,67,
VIII (Eastern Visayas),Northern Samar,Lapinig,-,-,-,1,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,
VIII (Eastern Visayas),Northern Samar,Las Navas,3,-,-,1,-,1,1,1,2,-,-,-,-,-,-,1,-,1, ,-,-,1,-,2,-,14,
VIII (Eastern Visayas),Northern Samar,Lavezares,2,4,2,-,-,2,1,1,2,-,-,2,1,2,3,3,1,5,2,6,2,3,6,-,2,52,
VIII (Eastern Visayas),Northern Samar,Lope De Vega,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,
VIII (Eastern Visayas),Northern Samar,Mapanas,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,
VIII (Eastern Visayas),Northern Samar,Mondragon,-,-,1,1,1,1,2,-,-,-,-,-,1,2,1,-,1,1,1,-,2,2,-,1,2,20,
VIII (Eastern Visayas),Northern Samar,Palapag,6,1,8,5,-,-,-,2,2,-,-,1,-,2,-,-,-, ,3,-,1,-,1,2,2,36,
VIII (Eastern Visayas),Northern Samar,Pambujan,1,2,-,-,-,4,-,3,1,-,-,1,-,2,-,4,2,-,3,-,3,3,2,3,3,37,
VIII (Eastern Visayas),Northern Samar,Rosario,-,-,-,-,1,-,-,2,-,-,-,-,1,-,1,-,-,-,-,-,1,1,1,4,1,13,
VIII (Eastern Visayas),Northern Samar,San Antonio,-,1,1,1,2,-,1,2,-,-,-,1,1,-,1,1,-,-,-,2,2,1,-,-,2,19,
VIII (Eastern Visayas),Northern Samar,San Isidro,3,2,3,9,2,-,5,3,2,6,5,7,-,2,6,5,4,-,4,3,1,3,5,4,13,97,
VIII (Eastern Visayas),Northern Samar,San Jose,1,-,1,-,2,4,-,-,1,-,-,1,1,-,1,2,5,3,4,4,2,3,7,4,10,56,
VIII (Eastern Visayas),Northern Samar,San Roque,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1,1,-,-,-,-,1,1,9,
VIII (Eastern Visayas),Northern Samar,San Vicente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,2,3,-,1,-,11,
VIII (Eastern Visayas),Northern Samar,Silvino Lobos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,3,5,
VIII (Eastern Visayas),Northern Samar,Victoria,3,-,2,1,-,-,-,1,2,-,-,1,-,1,-,-,1,-,3,1,-,-,1,-,-,17,
VIII (Eastern Visayas),Samar  (Western Samar),Almagro,4,3,3,1,-,1,-,-,1,-,-,-,-,1,1,-,1,-,2,2,3,2,1,1,1,28,
VIII (Eastern Visayas),Samar  (Western Samar),Basey,9,1,2,-,6,5,8,2,2,2,3,2,2,4,6,1,3,1,5,14,7,7,9,3,14,118,
VIII (Eastern Visayas),Samar  (Western Samar),Calbayog City,19,28,15,16,31,50,26,26,21,35,19,27,25,19,41,23,14,39,29,47,54,66,61,63,59,853,
VIII (Eastern Visayas),Samar  (Western Samar),Calbiga,3,1,1,1,1,1,-,2,-,-,1,4,-,2,-,7,-,-,4,-,5,2,1,-,1,37,
VIII (Eastern Visayas),Samar  (Western Samar),Catbalogan (Capital),15,12,20,17,31,19,27,20,18,38,20,15,16,21,19,16,24,18,31,31,17,20,39,48,34,586,
VIII (Eastern Visayas),Samar  (Western Samar),Daram,7,5,3,3,9,4,-,5,2,3,5,6,2,2,3,3,3,4,5,11,6,7,9,7,7,121,
VIII (Eastern Visayas),Samar  (Western Samar),Gandara,-,-,1,3,2,1,-,-,-,5,-,2,2,1,-,1,-,4,1,1,-,2,4,7,5,42,
VIII (Eastern Visayas),Samar  (Western Samar),Hinabangan,-,5,6,-,-,2,-,1,1,-,6,-,-,-,-,-,-,3, ,-,1,-,1,2,1,29,
VIII (Eastern Visayas),Samar  (Western Samar),Jiabong,-,-,-,-,1,-,-,-,3,-,-,-,1,3,2,-,1,-,-,-,-,-,1,3,-,15,
VIII (Eastern Visayas),Samar  (Western Samar),Marabut,1,-,-,1,3,-,-,1,-,1,-,2,-,-,-,-,1,1, ,3,-,1,-,-,1,16,
VIII (Eastern Visayas),Samar  (Western Samar),Matuguinao,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,
VIII (Eastern Visayas),Samar  (Western Samar),Motiong,-,-,-,-,3,1,2,-,-,-,1,-,-,-,-,1,-,-,-,2,1,-,2,-,-,13,
VIII (Eastern Visayas),Samar  (Western Samar),Pagsanghan,-,-,2,-,1,-,-,-,-,-,-,-,-,2,3,2,2,-,2,1,2,2,-,-,-,19,
VIII (Eastern Visayas),Samar  (Western Samar),Paranas (Wright),-,4,-,-,-,1,1,-,-,-,-,-,1,3,-,1,8,1,1,5,2,1,1,1,1,32,
VIII (Eastern Visayas),Samar  (Western Samar),Pinabacdao,-,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,3,1,1,1,1,12,
VIII (Eastern Visayas),Samar  (Western Samar),San Jorge,-,-,-,-,4,4,3,1,-,1,1,-,-,-,-,-,-,-,1,1,7,2,3,1,1,30,
VIII (Eastern Visayas),Samar  (Western Samar),San Sebastian,-,-,-,-,2,-,-,-,-,-,1,-,1,-,-,-,1,-,-,1,1,-,-,1,-,8,
VIII (Eastern Visayas),Samar  (Western Samar),Santa Margarita,-,2,1,10,2,3,-,4,1,-,-,2,3,3,2,1,4,3,9,2,3,2,6,11,3,77,
VIII (Eastern Visayas),Samar  (Western Samar),Santa Rita,1,2,3,1,4,-,2,-,4,-,1,3,1,-,8,3,2,2,3,4,3,7,8,7,8,77,
VIII (Eastern Visayas),Samar  (Western Samar),Santo Ni no,2,3,1,2,2,3,-,-,1,1,1,-,9,1,1,1,-,-,-,4,3,1,2,2,3,43,
VIII (Eastern Visayas),Samar  (Western Samar),Tagapul-An,-,-,-,3,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,1,2,10,
VIII (Eastern Visayas),Samar  (Western Samar),Talalora,2,-,-,-,1,-,-,1,2,2,1,4,1,2,-,-,3,1, ,2,-,1,1,-,-,24,
VIII (Eastern Visayas),Samar  (Western Samar),Tarangnan,-,-,1,1,-,-,1,2,1,-,-,1,-,1,-,1,1,2,1,-,1,3,-,3,1,21,
VIII (Eastern Visayas),Samar  (Western Samar),Villareal,1,2,5,1,2,-,2,-,1,2,-,3,2,2,-,2,5,6, ,2,2,11,11,6,7,75,
VIII (Eastern Visayas),Samar  (Western Samar),Zumarraga,-,-,-,4,4,3,1,2,1,-,1,-,1,-,-,2,2,-,1,-,1,1,-,3,1,28,
VIII (Eastern Visayas),Samar  (Western Samar),Not Reported,-,-,-,-,-,-,-,1,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,5,
VIII (Eastern Visayas),Southern Leyte,Anahawan,-,-,-,-,1,1,-,2,2,1,1,4,1,1,-,-,4,3,1,5,1,1,1,1,4,35,
VIII (Eastern Visayas),Southern Leyte,Bontoc,-,2,3,4,3,2,9,4,2,7,3,2,6,2,8,14,4,1,8,11,7,9,13,5,10,139,
VIII (Eastern Visayas),Southern Leyte,Hinunangan,2,5,11,1,3,12,9,8,5,13,5,5,3,2,6,2,1,7,8,8,7,13,15,9,22,182,
VIII (Eastern Visayas),Southern Leyte,Hinundayan,4,2,3,1,4,13,3,9,1,10,6,6,2,1,4,2,-,2,4,3,5,6,8,1,4,104,
VIII (Eastern Visayas),Southern Leyte,Libagon,1,3,-,2,1,2,-,5,1,-,1,1,4,4,-,1,-,-,4,3,3,1,6,5,-,48,
VIII (Eastern Visayas),Southern Leyte,Liloan,1,3,4,2,-,6,1,7,-,7,3,-,5,5,5,3,3,8,2,7,10,7,8,4,3,104,
VIII (Eastern Visayas),Southern Leyte,Limasawa,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,1,-,-,3,-,-,7,
VIII (Eastern Visayas),Southern Leyte,Maasin (Capital),18,18,16,12,16,12,19,9,6,14,30,13,12,24,27,32,49,24,51,60,36,51,37,35,28,649,
VIII (Eastern Visayas),Southern Leyte,Macrohon,3,6,4,9,1,7,5,10,2,3,1,2,9,4,6,20,5,11,8,11,12,12,13,15,14,193,
VIII (Eastern Visayas),Southern Leyte,Malitbog,3,3,8,4,4,12,1,-,6,7,2,1,2,7,1,7,3,5,7,1,1,7,4,5,8,109,
VIII (Eastern Visayas),Southern Leyte,Padre Burgos,2,-,-,3,4,3,2,4,3,1,5,1,3,5,3,4,3,3,4,2,7,11,3,10,7,93,
VIII (Eastern Visayas),Southern Leyte,Pintuyan,-,-,-,-,1,3,-,-,3,-,-,2,-,2,2,1,-,-,2,1,5,2,2,5,1,32,
VIII (Eastern Visayas),Southern Leyte,Saint Bernard,2,1,5,3,1,2,4,5,4,1,1,-,5,-,5,-,7,5, ,5,7,6,10,5,5,89,
VIII (Eastern Visayas),Southern Leyte,San Francisco,1,2,2,-,1,4,2,3,-,4,4,1,-,-,1,3,1,1, ,-,8,2,1,5,9,55,
VIII (Eastern Visayas),Southern Leyte,San Juan (Cabalian),6,2,2,3,4,3,3,3,-,1,3,1,3,3,3,5,-,4, ,7,3,8,2,6,4,79,
VIII (Eastern Visayas),Southern Leyte,San Ricardo,-,-,2,-,1,2,1,2,-,-,1,-,-,-,1,-,1,1,1,1,-,2,1,2,-,19,
VIII (Eastern Visayas),Southern Leyte,Silago,-,-,7,1,2,1,1,1,-,4,1,1,1,1,-,5,1,-,1,6,3,4,3,4,1,49,
VIII (Eastern Visayas),Southern Leyte,Sogod,9,1,6,6,8,12,2,7,2,4,2,4,5,7,11,9,14,18,20,15,15,19,7,18,13,234,
VIII (Eastern Visayas),Southern Leyte,Tomas Oppus,2,2,-,5,1,2,-,-,2,2,5,1,2,1,3,3,5,3,4,9,5,5,5,-,4,71,
VIII (Eastern Visayas),Southern Leyte,Not Reported,1,-,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,5,
VIII (Eastern Visayas),Biliran,Almeria,-,-,1,1,-,3,2,2,1,-,1,-,2,-,1,2,2,2,2,9,7,5,4,6,4,57,
VIII (Eastern Visayas),Biliran,Biliran,-,-,-,-,-,-,-,-,-,-,2,3,3,3,5,4,8,-,8,8,10,9,12,15,10,100,
VIII (Eastern Visayas),Biliran,Cabucgayan,2,1,3,3,4,1,4,-,1,1,2,9,3,2,2,2,3,7,2,5,5,9,9,15,16,111,
VIII (Eastern Visayas),Biliran,Caibiran,2,1,-,6,-,2,1,2,-,-,3,-,7,4,3,2,-,7, ,5,3,16,6,13,6,89,
VIII (Eastern Visayas),Biliran,Culaba,2,-,2,2,3,-,-,1,-,1,-,5,2,1,-,2,7,4,5,3,8,2,4,4,7,65,
VIII (Eastern Visayas),Biliran,Kawayan,-,1,6,5,1,3,3,2,-,-,1,2,2,1,5,3,1,2,3,6,12,14,2,6,3,84,
VIII (Eastern Visayas),Biliran,Maripipi,-,6,3,-,2,2,1,-,-,1,-,3,1,-,-,-,1,-,-,2,-,1,-,1,4,28,
VIII (Eastern Visayas),Biliran,Naval (Capital),8,7,4,5,1,4,1,2,3,2,5,11,9,5,8,4,12,7,11,23,19,17,27,12,22,229,
VIII (Eastern Visayas),Biliran,Not Reported,6,2,5,6,6,23,13,7,26,15,-,-,-,-,-,-,-,1, ,-,-,-,-,-,-,110,
X (Northern Mindanao),Bukidnon,Baungon,-,-,-,-,-,-,-,1,-,-,-,-,8,2,-,10,1,1,5,2,2,4,2,1,1,40,
X (Northern Mindanao),Bukidnon,Cabanglasan,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,2,1,7,1,-,4,2,2,1,23,
X (Northern Mindanao),Bukidnon,City Malaybalay (Capital),16,10,9,9,25,27,35,17,22,34,13,20,21,16,40,38,32,44,79,65,30,61,44,59,63,829,
X (Northern Mindanao),Bukidnon,Damulog,1,1,2,1,2,-,-,1,-,-,-,1,-,1,-,-,-,6,1,4,2,2,2,-,3,30,
X (Northern Mindanao),Bukidnon,Dangcagan,-,1,3,-,-,5,1,-,-,-,-,-,-,-,2,-,1,-,1,1,1,6,3,-,3,28,
X (Northern Mindanao),Bukidnon,Don Carlos,1,2,3,5,2,4,8,4,11,7,1,1,9,2,1,4,15,4,6,13,13,6,9,6,13,150,
X (Northern Mindanao),Bukidnon,Impasug-Ong,6,-,2,-,1,2,-,-,-,-,5,1,-,-,1,-,-,-,-,-,-,-,-,2,2,22,
X (Northern Mindanao),Bukidnon,Kadingilan,-,1,-,-,1,3,-,2,4,-,-,-,-,-,4,5,1,3, ,2,2,4,3,2,3,40,
X (Northern Mindanao),Bukidnon,Kalilangan,-,-,-,-,2,1,2,2,-,2,-,2,4,-,1,1,-,2,2,5,1,-,1,3,3,34,
X (Northern Mindanao),Bukidnon,Kibawe,3,1,-,-,1,4,-,2,1,-,-,2,1,2,2,4,6,8,5,3,5,4,3,4,7,68,
X (Northern Mindanao),Bukidnon,Kitaotao,-,-,-,-,2,1,3,7,1,3,-,-,1,-,2,3,1,5,4,7,4,2,-,7,1,54,
X (Northern Mindanao),Bukidnon,Lantapan,-,-,-,2,-,3,1,-,1,1,1,1,-,-,1,1,-,2, ,2,1,3,2,7,-,29,
X (Northern Mindanao),Bukidnon,Libona,-,-,1,-,-,1,-,7,1,-,2,1,-,2,-,6,4,5,8,3,2,6,7,10,9,75,
X (Northern Mindanao),Bukidnon,Malitbog,4,-,-,-,-,-,-,-,-,-,1,1,2,-,-,2,-,-,1,5,2,-,-,2,1,21,
X (Northern Mindanao),Bukidnon,Manolo Fortich,-,12,3,1,3,15,11,7,9,10,8,12,7,21,17,17,12,20,41,36,40,24,41,47,46,460,
X (Northern Mindanao),Bukidnon,Maramag,-,1,5,3,-,4,3,2,7,4,7,4,8,9,13,12,6,7,29,16,24,14,19,24,24,245,
X (Northern Mindanao),Bukidnon,Pangantucan,-,-,1,-,-,2,3,3,-,-,1,-,-,1,3,1,7,2,1,2,6,3,1,2,10,49,
X (Northern Mindanao),Bukidnon,Quezon,-,2,-,1,-,3,4,6,3,-,2,5,7,2,3,4,3,8,10,7,5,6,14,11,8,114,
X (Northern Mindanao),Bukidnon,San Fernando,-,-,-,-,1,-,-,-,5,1,-,1,-,-,-,-,1,1,2,2,1,2,1,-,2,20,
X (Northern Mindanao),Bukidnon,Sumilao,-,-,-,-,-,-,-,-,-,-,3,-,1,-,1,-,3,-,-,9,2,-,5,-,2,26,
X (Northern Mindanao),Bukidnon,Talakag,1,4,4,3,1,1,1,3,1,3,2,3,5,-,5,2,8,1,9,2,9,3,5,-,5,81,
X (Northern Mindanao),Bukidnon,Valencia,11,5,8,19,10,12,20,5,23,13,11,13,10,13,21,31,35,31,86,65,75,58,47,56,75,753,
X (Northern Mindanao),Bukidnon,Not Reported,-,4,2,1,6,6,-,2,-,-,1,2,1,-,-,-,-,-,-,1,-,-,-,-,-,26,
X (Northern Mindanao),Camiguin,Catarman,7,1,7,3,7,5,3,5,-,10,1,4,4,6,7,2,2,6,6,6,3,7,1,4,2,109,
X (Northern Mindanao),Camiguin,Guinsiliban,1,-,-,1,3,-,-,2,1,-,-,-,1,-,1,-,-,-,-,-,1,-,1,2,-,14,
X (Northern Mindanao),Camiguin,Mahinog,2,-,3,1,1,4,2,1,1,3,1,12,4,1,3,5,3,1,3,9,10,3,1,2,-,76,
X (Northern Mindanao),Camiguin,Mambajao (Capital),3,7,4,7,6,9,11,8,8,9,9,18,11,10,15,9,12,18,20,8,11,9,21,15,24,282,
X (Northern Mindanao),Camiguin,Sagay,1,3,2,-,5,4,1,1,2,8,1,1,3,6,3,4,7,-,3,1,4,5,3,2,2,72,
X (Northern Mindanao),Misamis Occidental,Aloran,2,3,2,4,2,3,2,8,7,4,-,-,5,5,6,9,9,11,16,14,23,23,14,20,35,227,
X (Northern Mindanao),Misamis Occidental,Baliangao,-,1,1,3,1,1,4,2,2,5,1,2,2,4,-,1,4,1,6,3,2,3,-,1,2,52,
X (Northern Mindanao),Misamis Occidental,Bonifacio,1,1,-,2,3,1,1,1,3,3,1,3,5,2,1,2,1,1,5,3,-,1,4,3,2,50,
X (Northern Mindanao),Misamis Occidental,Calamba,2,1,1,4,2,5,8,22,5,2,5,2,2,8,4,4,2,10,7,4,13,4,16,10,17,160,
X (Northern Mindanao),Misamis Occidental,Clarin,-,-,4,8,4,2,7,5,3,2,1,3,6,15,1,9,10,21,15,14,7,10,17,13,17,194,
X (Northern Mindanao),Misamis Occidental,Concepcion,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,
X (Northern Mindanao),Misamis Occidental,Jimenez,3,1,2,5,10,10,11,9,11,7,5,7,6,6,10,5,10,13,22,32,4,11,15,15,13,243,
X (Northern Mindanao),Misamis Occidental,Lopez Jaena,4,1,-,6,7,4,4,3,5,3,2,3,2,4,5,4,3,-,1,5,12,9,6,3,5,101,
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),24,19,13,14,27,5,20,7,24,17,10,10,13,26,12,35,38,33,38,29,41,33,36,56,36,616,
X (Northern Mindanao),Misamis Occidental,Ozamis City,43,44,76,63,78,82,67,44,64,53,31,37,47,57,88,86,105,127,159,152,129,117,148,121,150,2168,
X (Northern Mindanao),Misamis Occidental,Panaon,2,6,-,1,1,-,2,-,-,2,-,-,3,-,1,5,6,4,19,4,2,2,3,3,6,72,
X (Northern Mindanao),Misamis Occidental,Plaridel,-,2,5,1,6,9,4,3,3,9,3,11,2,4,10,10,16,9,5,12,9,8,9,-,14,164,
X (Northern Mindanao),Misamis Occidental,Sapang Dalaga,-,1,1,1,1,1,1,5,-,-,-,-,1,2,4,1,-,-,3,4,1,3,1,1,4,36,
X (Northern Mindanao),Misamis Occidental,Sinacaban,-,1,1,-,-,1,2,3,5,2,4,1,6,3,1,1,2,3,7,3,1,3,9,6,9,74,
X (Northern Mindanao),Misamis Occidental,Tangub City,12,2,8,5,6,6,4,4,8,6,1,6,18,5,6,10,8,30,20,21,17,37,19,24,31,314,
X (Northern Mindanao),Misamis Occidental,Tudela,-,1,1,4,2,6,2,1,1,2,3,3,3,-,5,8,11,7,4,8,16,12,13,10,17,140,
X (Northern Mindanao),Misamis Occidental,Not Reported,-,-,1,-,-,-,-,1,1,-,-,-,-,1,-,-,-,1, ,-,-,-,-,-,-,5,
X (Northern Mindanao),Misamis Oriental,Alubijid,-,3,2,-,3,6,2,1,4,3,2,1,4,4,10,-,5,3,14,13,4,17,4,6,12,123,
X (Northern Mindanao),Misamis Oriental,Balingasag,4,2,5,4,4,8,2,5,2,4,7,6,8,4,11,10,6,9,15,13,20,14,20,18,15,216,
X (Northern Mindanao),Misamis Oriental,Balingoan,-,-,1,1,-,2,1,1,-,-,-,2,-,1,1,-,1,-,1,-,1,2,-,1,2,18,
X (Northern Mindanao),Misamis Oriental,Binuangan,1,-,1,1,1,-,1,1,-,2,2,-,-,-,-,-,2,-,3,2,2,2,-,2,1,24,
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),144,123,170,199,216,264,277,210,277,250,232,241,300,319,461,391,619,562,816,749,535,681,633,653,771,10093,
X (Northern Mindanao),Misamis Oriental,Claveria,1,-,-,-,1,-,-,2,-,-,2,1,-,-,-,1,5,3,6,8,11,6,4,2,2,55,
X (Northern Mindanao),Misamis Oriental,El Salvador,1,-,-,2,-,-,2,-,2,3,5,1,7,3,8,4,11,7,7,15,10,5,5,10,9,117,
