particular,A110,A112,A115,A120,A125,A130,A140,A200,A310,A315,A320,A325,A330,A335,A340,A345,A500,A800,A850,A855,A900,A910,Total
          Construction Industry Authority of the Philippines,"15,169",0,221,0,0,0,0,658,"1,824",0,91,0,88,0,90,0,732,"1,633",0,0,"2,233",0,"22,739"
          Construction Manpower Development Foundation,"7,374",0,563,0,0,0,0,0,886,0,41,0,39,0,40,0,382,781,0,0,"1,011",0,"11,117"
          Philippine Trade Training Center,"11,187",0,0,0,0,0,0,0,"1,344",0,72,0,67,0,69,0,648,"1,224",0,0,"1,769",0,"16,380"
          Product Development and Design Center of the Philippines,"13,724",0,493,0,0,0,0,0,"1,649",0,78,0,74,0,78,0,320,"1,466",0,0,"1,956",0,"19,838"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"1,967,711","653,580","389,892","44,000",0,0,0,282,"236,194",0,"14,246","4,344","13,288","4,344","13,625",0,"49,944","223,146",0,0,"394,730","613,752","4,623,078"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,754,325","653,580","254,705","44,000",0,0,0,0,"210,570",0,"12,922","4,344","12,052","4,344","12,359",0,"35,891","199,917",0,0,"361,621","612,578","4,173,208"
          Civil Aeronautics Board,"14,622",0,958,0,0,0,0,0,"1,756",0,88,0,84,0,87,0,"1,016","1,585",0,0,"2,229","1,174","23,599"
          Maritime Industry Authority,"91,053",0,"1,023",0,0,0,0,96,"10,933",0,539,0,504,0,521,0,"3,995","9,811",0,0,"13,528",0,"132,003"
          National Telecommunications Commission,"87,304",0,225,0,0,0,0,0,"10,482",0,582,0,541,0,546,0,"6,401","9,670",0,0,"14,538",0,"130,289"
          Office of Transportation Cooperatives,"6,768",0,0,0,0,0,0,186,814,0,46,0,42,0,44,0,442,750,0,0,"1,128",0,"10,220"
          Office for Transportation Security,"8,371",0,"132,135",0,0,0,0,0,"1,005",0,39,0,36,0,38,0,"1,901",858,0,0,981,0,"145,364"
          Toll Regulatory Board,"5,268",0,846,0,0,0,0,0,634,0,30,0,29,0,30,0,298,555,0,0,705,0,"8,395"
,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"681,621",0,"87,074",0,0,0,0,0,"81,855",0,"4,791",0,"4,447",0,"4,516",0,"40,321","76,592",0,0,"120,282",0,"1,101,499"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"245,588",0,"5,860",0,0,0,0,0,"29,496",0,"1,376",0,"1,291",0,"1,351",0,"26,084","26,127",0,0,"34,483",0,"371,656"
          National Statistical Coordination Board,"29,550",0,"9,516",0,0,0,0,0,"3,548",0,171,0,161,0,169,0,"2,171","3,170",0,0,"4,306",0,"52,762"
          National Statistics Office,"376,220",0,"71,351",0,0,0,0,0,"45,170",0,"3,065",0,"2,823",0,"2,820",0,"9,676","44,051",0,0,"77,118",0,"632,294"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"4,573",0,252,0,0,0,0,0,552,0,32,0,31,0,32,0,228,503,0,0,734,0,"6,937"
          Statistical Research and Training Center,"4,704",0,95,0,0,0,0,0,566,0,26,0,25,0,25,0,766,498,0,0,642,0,"7,347"
          Tariff Commission,"20,986",0,0,0,0,0,0,0,"2,523",0,121,0,116,0,119,0,"1,396","2,243",0,0,"2,999",0,"30,503"
,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,"382,171",0,"9,456",0,0,0,0,0,"45,876",0,"2,536",0,"2,374",0,"2,486",0,"5,213","42,382",0,0,"65,199",0,"557,693"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Press Secretary (Proper),"13,127",0,"2,545",0,0,0,0,0,"1,576",0,82,0,76,0,78,0,"1,208","1,435",0,0,"2,074",0,"22,201"
          Bureau of Broadcast Services,"118,469",0,0,0,0,0,0,0,"14,218",0,749,0,699,0,732,0,442,"12,988",0,0,"18,988",0,"167,285"
          Bureau of Communications Services,"11,624",0,0,0,0,0,0,0,"1,396",0,80,0,76,0,78,0,228,"1,300",0,0,"2,010",0,"16,792"
          National Printing Office,"78,645",0,0,0,0,0,0,0,"9,441",0,603,0,566,0,593,0,704,"9,061",0,0,"16,310",0,"115,923"
          News and Information Bureau,"43,183",0,487,0,0,0,0,0,"5,184",0,265,0,248,0,261,0,214,"4,699",0,0,"6,709",0,"61,250"
          Philippine Information Agency,"95,367",0,"6,424",0,0,0,0,0,"11,449",0,611,0,573,0,603,0,"2,021","10,485",0,0,"15,451",0,"142,984"
          Presidential Broadcast Staff (RTVM),"21,756",0,0,0,0,0,0,0,"2,612",0,146,0,136,0,141,0,396,"2,414",0,0,"3,657",0,"31,258"
,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"1,248,756",0,"33,099","190,668",0,0,0,"17,511","149,424",0,"7,295",0,"6,812",0,"7,077",0,"77,833","134,303",0,0,"236,081",0,"2,108,859"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"11,893",0,0,0,0,0,0,0,"1,428",0,64,0,60,0,64,0,821,"1,257",0,0,"6,620",0,"22,207"
          Commission on Higher Education,"131,730",0,94,0,0,0,0,0,"15,811",0,734,0,688,0,713,0,"9,501","14,027",0,0,"18,602",0,"191,900"
          Commission on the Filipino Language,"13,372",0,0,0,0,0,0,327,"1,605",0,72,0,67,0,69,0,"1,134","1,410",0,0,"1,804",0,"19,860"
          Dangerous Drugs Board,"18,782",0,0,0,0,0,0,70,"2,255",0,119,0,112,0,115,0,"1,015","2,061",0,0,"4,335",0,"28,864"
          Energy Regulatory Commission,"83,555",0,0,0,0,0,0,0,"9,552",0,284,0,266,0,282,0,"3,245","8,148",0,0,"4,266",0,"109,598"
          Film Development Council of the Philippines,"2,774",0,"1,697",0,0,0,0,0,333,0,14,0,13,0,13,0,576,287,0,0,337,0,"6,044"
          Games and Amusements Board,"27,148",0,0,0,0,0,0,0,"3,260",0,187,0,175,0,184,0,785,"3,033",0,0,"4,735",0,"39,507"
          Housing and Land Use Regulatory Board,"94,250",0,412,0,0,0,0,75,"11,314",0,528,0,493,0,521,0,"4,744","10,039",0,0,"13,319",0,"135,695"
          Housing and Urban Development Coordinating Council,"16,531",0,"10,579",0,0,0,0,0,"1,984",0,87,0,82,0,87,0,"1,287","1,738",0,0,"2,202",0,"34,577"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"8,301",0,0,0,0,0,0,0,998,0,58,0,55,0,57,0,"2,713",929,0,0,"1,433",0,"14,544"
          National Anti-Poverty Commission,"5,243",0,0,0,0,0,0,"16,127",630,0,28,0,26,0,26,0,932,552,0,0,"2,577",0,"26,141"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"6,767",0,"6,603",0,0,0,0,0,812,0,37,0,34,0,37,0,"2,612",715,0,0,918,0,"18,535"
               National Historical Institute,"22,019",0,0,0,0,0,0,0,"2,647",0,175,0,163,0,164,0,630,"2,551",0,0,"4,321",0,"32,670"
               The National Library,"25,555",0,0,0,0,0,0,0,"3,069",0,176,0,164,0,165,0,862,"2,858",0,0,"4,416",0,"37,265"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"24,300",0,0,0,0,0,0,0,"2,919",0,176,0,162,0,166,0,634,"2,752",0,0,"4,415",0,"35,524"
          National Commission on the Role of Filipino Women,"10,819",0,"4,786",0,0,0,0,0,"1,300",0,67,0,63,0,65,0,740,"1,178",0,0,"1,678",0,"20,696"
          National Council on Disability Affairs,"11,938",0,252,0,0,0,0,0,"1,433",0,68,0,64,0,66,0,913,"1,276",0,0,"1,710",0,"17,720"
          National Intelligence Coordinating Agency,"135,929",0,"3,700",0,0,0,0,0,"16,313",0,976,0,910,0,941,0,"11,404","15,388",0,0,"75,302",0,"260,863"
          National Security Council,"18,559",0,841,0,0,0,0,0,"2,231",0,87,0,82,0,86,0,"2,933","1,898",0,0,"2,148",0,"28,865"
          National Water Resources Board,"20,708",0,164,0,0,0,0,120,"2,487",0,123,0,115,0,120,0,610,"2,232",0,0,"3,084",0,"29,763"
          National Youth Commission,"15,777",0,0,0,0,0,0,0,"1,894",0,90,0,84,0,87,0,"1,464","1,686",0,0,"2,260",0,"23,342"
          Office on Muslim Affairs,"167,415",0,0,0,0,0,0,0,"20,093",0,984,0,920,0,951,0,"9,365","18,040",0,0,"25,844",0,"243,612"
          Optical Media Board,"9,734",0,0,0,0,0,0,0,"1,169",0,59,0,54,0,57,0,"1,114","1,052",0,0,"1,466",0,"14,705"
          Philippine Drug Enforcement Agency,"110,006",0,0,"190,668",0,0,0,0,"13,203",0,822,0,766,0,797,0,"2,975","12,586",0,0,"20,842",0,"352,665"
          Philippine Racing Commission,"12,600",0,0,0,0,0,0,792,"1,513",0,81,0,76,0,80,0,564,"1,386",0,0,"2,042",0,"19,134"
          Philippine Sports Commission,"24,576",0,0,0,0,0,0,0,"2,950",0,168,0,154,0,156,0,"1,286","2,744",0,0,"4,233",0,"36,267"
          Presidential Commission for the Urban Poor,"28,217",0,"1,274",0,0,0,0,0,"3,387",0,166,0,155,0,162,0,864,"3,038",0,0,"4,182",0,"41,445"
          Presidential Legislative Liaison Office,"6,648",0,0,0,0,0,0,0,799,0,32,0,30,0,30,0,"1,217",685,0,0,797,0,"10,238"
          Presidential Management Staff,"65,265",0,"2,697",0,0,0,0,0,"7,834",0,361,0,337,0,348,0,"5,850","6,936",0,0,"9,137",0,"98,765"
          Securities and Exchange Commission,"118,345",0,0,0,0,0,0,0,"14,201",0,472,0,442,0,468,0,"5,043","11,821",0,0,"7,056",0,"157,848"
,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"4,548,686",0,"103,382","3,316",0,0,0,540,"545,867",0,"32,825",0,"30,685",0,"32,299",0,"46,291","515,752",0,0,"859,806",0,"6,719,449"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"4,548,686",0,"103,382","3,316",0,0,0,540,"545,867",0,"32,825",0,"30,685",0,"32,299",0,"46,291","515,752",0,0,"859,806",0,"6,719,449"
,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,"1,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,271"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,"1,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,271"
,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"5,640,107",0,"29,552","11,384",0,0,0,0,"614,275",0,"39,608",0,"36,593",0,"37,485",0,"509,677","635,019","462,289",0,"1,293,045",0,"9,309,034"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"5,146,265",0,"27,083",0,0,0,0,0,"557,978",0,"36,705",0,"33,910",0,"34,754",0,"463,170","581,782","408,570",0,"1,214,020",0,"8,504,237"
               Presidential Electoral Tribunal,"32,467",0,0,0,0,0,0,0,"3,839",0,182,0,171,0,175,0,"2,105","3,462",0,0,"4,612",0,"47,013"
          Sandiganbayan,"73,343",0,0,0,0,0,0,0,"8,311",0,464,0,433,0,440,0,"6,243","8,039","9,563",0,"12,979",0,"119,815"
          Court of Appeals,"339,758",0,"2,469",0,0,0,0,0,"38,559",0,"1,984",0,"1,824",0,"1,851",0,"33,898","36,579","40,227",0,"54,240",0,"551,389"
          Court of Tax Appeals,"48,274",0,0,"11,384",0,0,0,0,"5,588",0,273,0,255,0,265,0,"4,261","5,157","3,929",0,"7,194",0,"86,580"
,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"326,028",0,922,0,0,0,0,85,"39,019",0,"1,667",0,"1,571",0,"1,655",0,"35,657","34,063","4,550",0,"42,071",0,"487,288"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"316,584",0,922,0,0,0,0,85,"37,882",0,"1,614",0,"1,521",0,"1,602",0,"34,478","33,058","4,550",0,"40,755",0,"473,051"
               Career Executive Service Board,"9,444",0,0,0,0,0,0,0,"1,137",0,53,0,50,0,53,0,"1,179","1,005",0,0,"1,316",0,"14,237"
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"2,504,205",0,0,0,0,0,0,0,"300,291",0,"18,295",0,"11,439",0,"5,517",0,"341,111","284,815","5,548",0,"400,780",0,"3,872,001"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"932,885",0,"94,680",0,0,0,0,"40,650","111,677",0,"6,464",0,"6,028",0,"6,323",0,"36,536","104,653","24,290",0,"163,746",0,"1,527,932"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"493,277",0,0,0,0,0,0,0,"62,267",0,"2,619",0,"2,452",0,"2,572",0,"114,762","54,304","5,501",0,"66,507",0,"804,261"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"135,509",0,"4,521",0,0,0,0,0,"16,052",0,819,0,763,0,798,0,"4,700","14,695",0,0,"20,927",0,"198,784"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"117,797",0,"140,745","30,419,913",0,"17,699,753","8,585,609",0,"14,138",0,728,0,"611,096",0,706,0,"15,366","12,843","25,396","44,757,048","18,447",0,"102,419,585"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Agriculture and Fisheries Modernization Program,"95,155",0,"140,745",0,0,0,0,0,"11,420",0,593,0,552,0,573,0,"14,840","10,395",0,0,"15,029",0,"289,302"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Department of Agrarian Reform,0,0,"111,127",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,883",0,0,0,0,0,"122,010"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Office of the Secretary,0,0,"111,127",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,883",0,0,0,0,0,"122,010"
,,,,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,"95,155",0,"29,618",0,0,0,0,0,"11,420",0,593,0,552,0,573,0,"3,957","10,395",0,0,"15,029",0,"167,292"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Office of the Secretary,0,0,"29,618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,618"
               National Agricultural and Fishery Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,235",0,0,0,0,0,"1,235"
               National Meat Inspection Service,"72,451",0,0,0,0,0,0,0,"8,695",0,416,0,390,0,415,0,"1,498","7,768",0,0,"10,562",0,"102,195"
               Philippine Carabao Center,"22,704",0,0,0,0,0,0,0,"2,725",0,177,0,162,0,158,0,"1,224","2,627",0,0,"4,467",0,"34,244"
,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"22,642",0,0,0,0,0,0,0,"2,718",0,135,0,127,0,133,0,526,"2,448",0,0,"3,418",0,"32,147"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"18,831",0,0,0,0,0,0,0,"2,260",0,114,0,107,0,112,0,168,"2,045",0,0,"2,898",0,"26,535"
          Pasig River Rehabilitation Commission,"3,811",0,0,0,0,0,0,0,458,0,21,0,20,0,21,0,358,403,0,0,520,0,"5,612"
,,,,,,,,,,,,,,,,,,,,,,,
     Miscellaneous Personnel Benefits Fund,0,0,0,"30,419,913",0,0,0,0,0,0,0,0,"610,417",0,0,0,0,0,0,0,0,0,"31,030,330"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,
     Pension and Gratuity Fund,0,0,0,0,0,"17,699,753","8,585,609",0,0,0,0,0,0,0,0,0,0,0,"25,396","44,757,048",0,0,"71,067,806"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
GRAND TOTAL,"152,225,116","42,206,920","4,708,330","37,255,582","602,681","17,772,288","8,600,107","86,687","18,645,494","1,089,462","1,078,984","340,310","1,612,205","319,146","1,042,324","330,358","3,315,841","17,057,375","548,857","44,757,048","33,416,426","42,716,051","429,727,592"
