psgc_muni,pov_muni_year,pov_muni_measure,estimate,standard_error,coefficient_of_variation
15501000,2003,Incidence,45.96,7.21,15.7
15502000,2003,Incidence,31.64,5.34,16.9
15504000,2003,Incidence,15.28,3.35,21.9
15505000,2003,Incidence,34.71,4.91,14.1
15506000,2003,Incidence,17.23,3.39,19.7
15507000,2003,Incidence,19.26,3.41,17.7
15508000,2003,Incidence,43.56,9.57,22
15509000,2003,Incidence,25.9,5.23,20.2
15510000,2003,Incidence,20.82,4.32,20.7
15511000,2003,Incidence,29.53,2.42,8.2
15512000,2003,Incidence,16.75,3.05,18.2
15513000,2003,Incidence,21.28,3.01,14.1
15514000,2003,Incidence,45.53,7.2,15.8
15515000,2003,Incidence,27.57,4.44,16.1
15516000,2003,Incidence,35.74,8.89,24.9
15517000,2003,Incidence,24.4,3.7,15.2
15503000,2003,Incidence,20.76,3.17,15.3
15546000,2003,Incidence,16,1.98,12.4
15518000,2003,Incidence,10.82,2.84,26.2
15519000,2003,Incidence,28.92,4.54,15.7
15520000,2003,Incidence,30.11,6.88,22.8
15521000,2003,Incidence,16.61,4.83,29.1
15548000,2003,Incidence,28.32,3.3,11.7
15522000,2003,Incidence,23.24,3.39,14.6
15523000,2003,Incidence,36.6,6.14,16.8
15524000,2003,Incidence,34.39,3.73,10.8
15525000,2003,Incidence,20.9,3.44,16.5
15526000,2003,Incidence,21.64,2.79,12.9
15527000,2003,Incidence,31.22,2.9,9.3
15528000,2003,Incidence,20.79,3.99,19.2
15529000,2003,Incidence,28.18,4.77,16.9
15530000,2003,Incidence,24.7,2.8,11.3
15531000,2003,Incidence,22.83,2.97,13
15532000,2003,Incidence,28.03,3.18,11.3
15533000,2003,Incidence,28.86,3.75,13
15534000,2003,Incidence,27.62,4.5,16.3
15535000,2003,Incidence,27.13,4.46,16.4
15536000,2003,Incidence,31.93,4.33,13.6
15537000,2003,Incidence,27.7,4.53,16.4
15538000,2003,Incidence,23.13,3.07,13.3
15539000,2003,Incidence,30.21,4.08,13.5
15540000,2003,Incidence,16.82,5.89,35
15541000,2003,Incidence,21.4,3.57,16.7
15542000,2003,Incidence,36.75,6.38,17.4
15543000,2003,Incidence,17.54,3.42,19.5
15544000,2003,Incidence,25.81,2.51,9.7
15545000,2003,Incidence,36.22,5.91,16.3
15547000,2003,Incidence,18.18,3.4,18.7
20901000,2003,Incidence,9.97,3.44,34.5
20902000,2003,Incidence,20.66,5.37,26
20903000,2003,Incidence,11.93,4.85,40.7
20904000,2003,Incidence,18.4,5.18,28.2
20905000,2003,Incidence,20.07,5.24,26.1
20906000,2003,Incidence,14.61,6.09,41.7
21501000,2003,Incidence,23.9,2.82,11.8
21502000,2003,Incidence,28.97,3,10.4
21503000,2003,Incidence,26.58,2.58,9.7
21504000,2003,Incidence,46.47,3.68,7.9
21505000,2003,Incidence,22.4,2.6,11.6
21506000,2003,Incidence,33.93,3.17,9.3
21507000,2003,Incidence,25.75,2.65,10.3
21508000,2003,Incidence,34.77,3.59,10.3
21509000,2003,Incidence,44.85,6.3,14
21510000,2003,Incidence,20.86,2.18,10.5
21511000,2003,Incidence,16.84,2.57,15.3
21512000,2003,Incidence,29.59,3.06,10.3
21513000,2003,Incidence,27.09,2.48,9.2
21514000,2003,Incidence,34.23,4.83,14.1
21515000,2003,Incidence,29.45,3.19,10.8
21516000,2003,Incidence,19.72,2.39,12.1
21517000,2003,Incidence,27.5,2.79,10.1
21518000,2003,Incidence,30.61,4.07,13.3
21519000,2003,Incidence,35.22,3.45,9.8
21520000,2003,Incidence,31.47,3.57,11.3
21521000,2003,Incidence,32.96,3.46,10.5
21522000,2003,Incidence,18.08,3.14,17.4
21523000,2003,Incidence,34.92,6.28,18
21524000,2003,Incidence,11.22,3.31,29.5
21525000,2003,Incidence,33.02,4.1,12.4
21526000,2003,Incidence,37.27,3.64,9.8
21527000,2003,Incidence,46.74,4.11,8.8
21528000,2003,Incidence,38.52,2.99,7.8
21529000,2003,Incidence,10.47,1.86,17.8
23101000,2003,Incidence,22.6,2.3,10.2
23102000,2003,Incidence,32.77,2.85,8.7
23103000,2003,Incidence,17.94,2.3,12.8
23104000,2003,Incidence,38.38,4.25,11.1
23105000,2003,Incidence,21.05,3.56,16.9
23106000,2003,Incidence,38.09,4.02,10.6
23107000,2003,Incidence,12.21,2.38,19.5
23108000,2003,Incidence,23.17,2.38,10.3
23135000,2003,Incidence,11.67,1.68,14.4
23109000,2003,Incidence,23.76,2.66,11.2
23118000,2003,Incidence,29.27,2.75,9.4
23110000,2003,Incidence,20.59,6.72,32.6
23111000,2003,Incidence,48.05,10.24,21.3
23112000,2003,Incidence,22.66,1.64,7.2
23113000,2003,Incidence,25.17,3.27,13
23114000,2003,Incidence,26.44,1.96,7.4
23115000,2003,Incidence,14.79,2.42,16.4
23116000,2003,Incidence,19.62,2.77,14.1
23117000,2003,Incidence,19.31,4.13,21.4
23119000,2003,Incidence,36.6,4.2,11.5
23120000,2003,Incidence,26,2.89,11.1
23121000,2003,Incidence,48.2,5.3,11
23122000,2003,Incidence,32.66,3.72,11.4
23123000,2003,Incidence,45.65,4.38,9.6
23124000,2003,Incidence,21.48,3.06,14.2
23125000,2003,Incidence,25.31,3.28,13
23126000,2003,Incidence,20.39,2.71,13.3
23127000,2003,Incidence,16.1,2.74,17
23128000,2003,Incidence,33.43,3.03,9.1
23129000,2003,Incidence,19.39,3.02,15.6
23130000,2003,Incidence,30.76,3.39,11
23131000,2003,Incidence,45.21,4.15,9.2
23132000,2003,Incidence,20.3,2.19,10.8
23133000,2003,Incidence,33.26,3.71,11.2
23134000,2003,Incidence,57.71,6.08,10.5
23136000,2003,Incidence,30.78,3.25,10.6
23137000,2003,Incidence,34.64,2.75,7.9
25015000,2003,Incidence,41.69,7.66,18.4
25001000,2003,Incidence,50.95,9.05,17.8
25002000,2003,Incidence,20.64,2.45,11.9
25003000,2003,Incidence,17.39,3.05,17.5
25004000,2003,Incidence,17.45,2.38,13.6
25005000,2003,Incidence,9.17,2.14,23.3
25006000,2003,Incidence,27.9,3.68,13.2
25007000,2003,Incidence,19.04,3.46,18.2
25008000,2003,Incidence,18.33,3.5,19.1
25009000,2003,Incidence,39.28,4.98,12.7
25010000,2003,Incidence,30.15,3.9,12.9
25011000,2003,Incidence,32.67,4.16,12.7
25012000,2003,Incidence,25.08,3.83,15.3
25013000,2003,Incidence,13.58,2.07,15.2
25014000,2003,Incidence,17.88,3.68,20.6
25701000,2003,Incidence,30.04,2.93,9.8
25702000,2003,Incidence,20.48,3.04,14.8
25703000,2003,Incidence,32.23,3.16,9.8
25704000,2003,Incidence,21.16,2.35,11.1
25706000,2003,Incidence,35.16,5.43,15.4
25705000,2003,Incidence,36.86,4.81,13
37701000,2003,Incidence,10.12,2.79,27.6
37702000,2003,Incidence,22.75,3.96,17.4
37703000,2003,Incidence,23.72,4.67,19.7
37704000,2003,Incidence,19.02,4.39,23.1
37705000,2003,Incidence,22.78,5.85,25.7
37706000,2003,Incidence,19.93,2.98,15
37707000,2003,Incidence,9.72,1.66,17.1
37708000,2003,Incidence,19.89,3.71,18.7
30801000,2003,Incidence,4.5,1.9,42.2
30802000,2003,Incidence,16.02,2.95,18.4
