region,province,municipality,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage
X (Northern Mindanao),Misamis Occidental,Oroquieta City (Capital),9,9,18,21,4,16,15,14,15,9,130,
X (Northern Mindanao),Misamis Occidental,Ozamis City,41,40,53,76,12,49,64,71,46,54,506,
X (Northern Mindanao),Misamis Occidental,Panaon,4,-,2,3,-,2,1,1,1,-,14,
X (Northern Mindanao),Misamis Occidental,Plaridel,4,4,7,1,3,6,3,2,-,4,34,
X (Northern Mindanao),Misamis Occidental,Sapang Dalaga,-,2,2,2,-,1,1,1,2,3,14,
X (Northern Mindanao),Misamis Occidental,Sinacaban,1,3,1,2,-,-,2,-,4,2,15,
X (Northern Mindanao),Misamis Occidental,Tangub City,3,6,3,7,3,10,12,8,11,13,76,
X (Northern Mindanao),Misamis Occidental,Tudela,2,3,1,4,-,3,3,2,2,3,23,
X (Northern Mindanao),Misamis Oriental,Alubijid,-,1,2,-,1,1,2,2,5,1,15,
X (Northern Mindanao),Misamis Oriental,Balingasag,7,4,5,8,-,7,13,11,12,8,75,
X (Northern Mindanao),Misamis Oriental,Balingoan,1,1,-,-,-,1,1,-,2,-,6,
X (Northern Mindanao),Misamis Oriental,Binuangan,-,-,1,-,1,-,1,-,1,1,5,
X (Northern Mindanao),Misamis Oriental,Cagayan De Oro City (Capital),205,267,234,307,49,242,280,233,253,267,2337,
X (Northern Mindanao),Misamis Oriental,Claveria,2,1,2,1,1,2,5,3,1,3,21,
X (Northern Mindanao),Misamis Oriental,El Salvador,6,7,2,7,-,3,4,7,4,5,45,
X (Northern Mindanao),Misamis Oriental,Gingoog City,25,24,47,57,13,40,53,25,19,24,327,
X (Northern Mindanao),Misamis Oriental,Gitagum,1,1,1,2,-,1,-,-,1,1,8,
X (Northern Mindanao),Misamis Oriental,Initao,7,5,10,13,1,3,6,1,5,4,55,
X (Northern Mindanao),Misamis Oriental,Jasaan,7,11,13,15,2,4,2,12,8,7,81,
X (Northern Mindanao),Misamis Oriental,Kinoguitan,-,2,1,-,-,3,1,1,-,1,9,
X (Northern Mindanao),Misamis Oriental,Lagonglong,4,1,3,6,-,1,1,1,4,3,24,
X (Northern Mindanao),Misamis Oriental,Laguindingan,-,1,-,1,-,3,1,3,4,3,16,
X (Northern Mindanao),Misamis Oriental,Libertad,6,1,-,-,-,1,2,1,2,2,15,
X (Northern Mindanao),Misamis Oriental,Lugait,3,5,8,3,3,2,5,2,3,2,36,
X (Northern Mindanao),Misamis Oriental,Magsaysay (Linugos),4,3,3,5,1,11,6,3,8,2,46,
X (Northern Mindanao),Misamis Oriental,Manticao,1,10,3,2,-,3,2,4,5,3,33,
X (Northern Mindanao),Misamis Oriental,Medina,1,6,4,1,1,5,4,2,6,4,34,
X (Northern Mindanao),Misamis Oriental,Naawan,1,7,7,5,-,7,2,4,5,7,45,
X (Northern Mindanao),Misamis Oriental,Opol,4,13,16,12,3,13,13,16,14,8,112,
X (Northern Mindanao),Misamis Oriental,Salay,1,-,2,2,-,3,3,-,2,1,14,
X (Northern Mindanao),Misamis Oriental,Sugbongcogon,-,-,-,-,-,-,1,1,-,2,4,
X (Northern Mindanao),Misamis Oriental,Tagoloan,8,3,9,12,-,10,11,8,12,10,83,
X (Northern Mindanao),Misamis Oriental,Talisayan,1,1,5,5,-,1,1,3,1,3,21,
X (Northern Mindanao),Misamis Oriental,Villanueva,2,7,4,3,-,6,10,10,4,7,53,
X (Northern Mindanao),Lanao Del Norte,Bacolod,3,-,3,-,-,2,3,-,1,-,12,
X (Northern Mindanao),Lanao Del Norte,Baloi,-,-,-,-,-,-,-,-,-,-,-,
X (Northern Mindanao),Lanao Del Norte,Baroy,1,2,1,2,-,7,1,2,2,4,22,
X (Northern Mindanao),Lanao Del Norte,Iligan City,81,101,109,121,14,102,108,95,96,93,920,
X (Northern Mindanao),Lanao Del Norte,Kapatagan,3,2,5,4,-,1,6,5,5,1,32,
X (Northern Mindanao),Lanao Del Norte,Sultan Naga Dimaporo (Karomatan),-,-,-,-,-,-,-,2,-,1,3,
X (Northern Mindanao),Lanao Del Norte,Kauswagan,2,1,4,2,-,1,4,2,1,3,20,
X (Northern Mindanao),Lanao Del Norte,Kolambugan,4,4,3,5,-,7,9,9,8,3,52,
X (Northern Mindanao),Lanao Del Norte,Lala,5,7,5,8,-,5,7,4,10,7,58,
X (Northern Mindanao),Lanao Del Norte,Linamon,-,4,4,3,-,4,2,4,3,3,27,
X (Northern Mindanao),Lanao Del Norte,Magsaysay,-,-,-,-,-,-,-,1,-,-,1,
X (Northern Mindanao),Lanao Del Norte,Maigo,1,3,2,4,-,4,3,-,2,2,21,
X (Northern Mindanao),Lanao Del Norte,Salvador,-,2,1,1,-,-,1,2,-,1,8,
X (Northern Mindanao),Lanao Del Norte,Sapad,-,-,-,1,-,-,1,-,1,-,3,
X (Northern Mindanao),Lanao Del Norte,Tubod (Capital),2,5,7,8,1,8,5,4,3,5,48,
X (Northern Mindanao),No City or Municipality Reported,No City or Municipality Reported,1,-,-,-,-,-,-,-,-,-,1,
XI (Davao Region),Davao Del Norte,Asuncion (Saug),3,2,2,5,-,5,4,3,4,9,37,
XI (Davao Region),Davao Del Norte,Carmen,6,5,4,12,1,6,3,14,8,11,70,
XI (Davao Region),Davao Del Norte,Kapalong,4,3,6,5,3,5,5,4,6,3,44,
XI (Davao Region),Davao Del Norte,New Corella,2,1,2,2,1,5,3,6,5,1,28,
XI (Davao Region),Davao Del Norte,Panabo,27,26,34,38,1,37,40,54,53,43,353,
XI (Davao Region),Davao Del Norte,Island Garden City of Samal,11,10,13,9,7,8,13,11,18,9,109,
XI (Davao Region),Davao Del Norte,Santo Tomas,10,8,14,18,2,14,14,15,12,17,124,
XI (Davao Region),Davao Del Norte,City of Tagum (Capital),48,50,54,88,9,74,63,89,77,66,618,
XI (Davao Region),Davao Del Norte,Talaingod,1,-,1,1,-,-,-,-,-,-,3,
XI (Davao Region),Davao Del Norte,Braulio E. Dujali,2,1,1,3,-,-,2,1,-,1,11,
XI (Davao Region),Davao Del Sur,Bansalan,8,5,10,6,-,8,13,8,9,7,74,
XI (Davao Region),Davao Del Sur,Davao City,552,550,582,631,118,591,600,709,694,670,5697,
XI (Davao Region),Davao Del Sur,Digos (Capital),26,31,38,34,6,34,42,42,36,49,338,
XI (Davao Region),Davao Del Sur,Don Marcelino,-,-,-,-,-,3,1,-,-,-,4,
XI (Davao Region),Davao Del Sur,Hagonoy,2,7,7,6,3,10,5,9,5,7,61,
XI (Davao Region),Davao Del Sur,Jose Abad Santos (Trinidad),-,-,2,1,1,1,-,-,-,-,5,
XI (Davao Region),Davao Del Sur,Kiblawan,-,-,3,1,1,1,1,-,2,1,10,
XI (Davao Region),Davao Del Sur,Magsaysay,-,2,-,3,-,3,2,4,3,4,21,
XI (Davao Region),Davao Del Sur,Malalag,2,2,3,2,2,2,3,3,3,6,28,
XI (Davao Region),Davao Del Sur,Malita,-,3,1,4,1,1,5,6,2,2,25,
XI (Davao Region),Davao Del Sur,Matanao,2,2,6,6,1,4,4,7,6,6,44,
XI (Davao Region),Davao Del Sur,Padada,4,6,7,6,2,4,5,8,4,5,51,
XI (Davao Region),Davao Del Sur,Santa Cruz,12,23,21,34,3,14,9,16,20,13,165,
XI (Davao Region),Davao Del Sur,Santa Maria,1,1,3,2,-,-,2,3,1,2,15,
XI (Davao Region),Davao Del Sur,Sulop,4,3,1,4,-,3,-,2,2,3,22,
XI (Davao Region),Davao Del Sur,Sarangani,-,-,-,-,-,-,-,-,-,1,1,
XI (Davao Region),Davao Oriental,Baganga,1,1,-,2,-,3,2,1,-,1,11,
XI (Davao Region),Davao Oriental,Banaybanay,-,3,2,4,2,2,4,2,2,4,25,
XI (Davao Region),Davao Oriental,Boston,-,-,-,-,-,-,-,-,-,-,-,
XI (Davao Region),Davao Oriental,Caraga,-,-,1,1,-,2,-,-,1,1,6,
XI (Davao Region),Davao Oriental,Cateel,-,-,2,3,-,-,-,4,2,1,12,
XI (Davao Region),Davao Oriental,Governor Generoso,3,2,-,4,1,1,1,2,1,2,17,
XI (Davao Region),Davao Oriental,Lupon,11,4,8,5,-,8,8,10,5,10,69,
XI (Davao Region),Davao Oriental,Manay,1,3,-,-,-,2,2,1,1,5,15,
XI (Davao Region),Davao Oriental,Mati (Capital),5,9,10,9,2,8,20,16,13,14,106,
XI (Davao Region),Davao Oriental,San Isidro,1,1,-,3,-,2,6,2,1,3,19,
XI (Davao Region),Davao Oriental,Tarragona,-,-,-,-,-,-,-,-,-,1,1,
XI (Davao Region),Compostela Valley,Compostela,-,3,7,6,1,7,7,6,8,5,50,
XI (Davao Region),Compostela Valley,Laak (San Vicente),2,-,2,1,1,1,2,3,-,-,12,
XI (Davao Region),Compostela Valley,Mabini (Dona Alicia),-,1,3,2,-,1,4,1,4,1,17,
XI (Davao Region),Compostela Valley,Maco,1,-,7,4,-,1,6,7,3,8,37,
XI (Davao Region),Compostela Valley,Maragusan (San Mariano),-,-,2,2,1,1,3,2,2,2,15,
XI (Davao Region),Compostela Valley,Mawab,1,3,5,4,2,4,4,1,1,1,26,
XI (Davao Region),Compostela Valley,Monkayo,2,2,4,7,-,4,3,4,4,7,37,
XI (Davao Region),Compostela Valley,Montevista,-,3,-,-,1,1,-,2,4,2,13,
XI (Davao Region),Compostela Valley,Nabunturan,8,5,9,8,-,5,7,9,7,8,66,
XI (Davao Region),Compostela Valley,New Bataan,-,2,3,1,-,2,1,2,4,5,20,
XI (Davao Region),Compostela Valley,Pantukan,3,-,4,1,-,2,1,4,5,5,25,
XI (Davao Region),No City or Municipality Reported,No City or Municipality Reported,-,-,-,2,-,-,1,-,-,-,3,
XII (SOCCSKSARGEN),South Cotabato,Banga,3,6,4,5,-,-,6,4,3,3,34,
XII (SOCCSKSARGEN),South Cotabato,General Santos City (Dadiangas),61,77,91,75,12,85,102,102,100,113,818,
XII (SOCCSKSARGEN),South Cotabato,Koronadal (Capital),9,19,10,25,3,14,27,22,19,28,176,
XII (SOCCSKSARGEN),South Cotabato,Norala,-,-,3,4,-,1,2,2,2,2,16,
XII (SOCCSKSARGEN),South Cotabato,Polomolok,15,11,12,13,-,13,23,23,17,16,143,
XII (SOCCSKSARGEN),South Cotabato,Surallah,2,-,5,3,1,5,6,6,6,6,40,
XII (SOCCSKSARGEN),South Cotabato,Tampakan,-,1,2,1,-,-,-,1,3,2,10,
XII (SOCCSKSARGEN),South Cotabato,Tantangan,1,4,1,1,-,-,2,4,2,2,17,
XII (SOCCSKSARGEN),South Cotabato,T`Boli,1,-,2,1,-,1,-,1,3,1,10,
XII (SOCCSKSARGEN),South Cotabato,Tupi,4,2,1,4,-,-,1,4,5,2,23,
XII (SOCCSKSARGEN),South Cotabato,Santo Nino,1,2,4,1,3,2,4,2,5,3,27,
XII (SOCCSKSARGEN),South Cotabato,Lake Sebu,-,1,1,1,-,-,3,-,3,2,11,
XII (SOCCSKSARGEN),Sarangani,Alabel (Capital),5,2,2,2,1,3,3,1,5,4,28,
XII (SOCCSKSARGEN),Sarangani,Glan,-,-,2,1,-,1,4,4,3,3,18,
XII (SOCCSKSARGEN),Sarangani,Kiamba,2,2,5,-,-,1,3,2,4,2,21,
XII (SOCCSKSARGEN),Sarangani,Maasim,2,-,1,2,-,-,3,1,2,1,12,
XII (SOCCSKSARGEN),Sarangani,Maitum,-,4,1,1,-,1,-,2,1,1,11,
XII (SOCCSKSARGEN),Sarangani,Malapatan,1,5,1,1,-,-,2,-,-,1,11,
XII (SOCCSKSARGEN),Sarangani,Malungon,1,1,-,3,-,2,1,4,1,4,17,
XII (SOCCSKSARGEN),North Cotabato,Alamada,1,1,-,-,-,-,-,-,2,1,5,
XII (SOCCSKSARGEN),North Cotabato,Carmen,-,-,1,2,-,-,-,1,3,1,8,
XII (SOCCSKSARGEN),North Cotabato,Kabacan,1,1,1,-,-,2,2,5,5,9,26,
XII (SOCCSKSARGEN),North Cotabato,City of Kidapawan (Capital),7,9,6,17,1,12,16,13,16,20,117,
XII (SOCCSKSARGEN),North Cotabato,Libungan,1,1,-,3,-,3,1,1,1,3,14,
XII (SOCCSKSARGEN),North Cotabato,Magpet,2,4,-,-,-,2,3,1,1,2,15,
XII (SOCCSKSARGEN),North Cotabato,Makilala,-,4,1,6,-,6,4,13,4,3,41,
XII (SOCCSKSARGEN),North Cotabato,Matalam,-,1,-,2,-,1,1,1,1,4,11,
XII (SOCCSKSARGEN),North Cotabato,Midsayap,5,12,10,8,2,4,7,8,9,13,78,
XII (SOCCSKSARGEN),North Cotabato,M`Lang,2,1,5,6,-,8,5,3,4,3,37,
XII (SOCCSKSARGEN),North Cotabato,Pigkawayan,1,2,2,2,-,2,3,-,3,3,18,
XII (SOCCSKSARGEN),North Cotabato,Pikit,2,3,1,3,-,1,2,3,-,1,16,
XII (SOCCSKSARGEN),North Cotabato,President Roxas,-,1,2,3,-,4,3,1,-,3,17,
XII (SOCCSKSARGEN),North Cotabato,Tulunan,-,-,1,3,-,1,-,-,1,-,6,
XII (SOCCSKSARGEN),North Cotabato,Antipas,-,-,1,1,-,-,1,1,1,-,5,
XII (SOCCSKSARGEN),North Cotabato,Banisilan,-,1,1,1,-,-,1,1,-,1,6,
XII (SOCCSKSARGEN),North Cotabato,Aleosan,-,-,1,-,-,-,-,-,-,1,2,
XII (SOCCSKSARGEN),North Cotabato,Arakan,-,-,-,-,-,-,-,-,2,-,2,
XII (SOCCSKSARGEN),Sultan Kudarat,Bagumbayan,1,1,1,1,-,-,-,2,2,-,8,
XII (SOCCSKSARGEN),Sultan Kudarat,Columbio,-,-,-,-,-,-,-,-,1,-,1,
XII (SOCCSKSARGEN),Sultan Kudarat,Esperanza,3,-,2,-,1,4,1,1,4,5,21,
XII (SOCCSKSARGEN),Sultan Kudarat,Isulan (Capital),2,3,1,2,1,2,10,3,4,5,33,
XII (SOCCSKSARGEN),Sultan Kudarat,Kalamansig,-,-,-,-,-,-,-,-,-,-,-,
XII (SOCCSKSARGEN),Sultan Kudarat,Lebak,1,2,-,1,-,-,1,-,3,1,9,
XII (SOCCSKSARGEN),Sultan Kudarat,Lutayan,1,1,1,1,-,-,-,-,-,-,4,
XII (SOCCSKSARGEN),Sultan Kudarat,Lambayong (Mariano Marcos),-,1,1,-,-,1,-,1,1,1,6,
XII (SOCCSKSARGEN),Sultan Kudarat,Palimbang,-,-,-,-,-,-,-,-,1,-,1,
XII (SOCCSKSARGEN),Sultan Kudarat,President Quirino,-,-,-,1,-,-,3,-,-,2,6,
XII (SOCCSKSARGEN),Sultan Kudarat,Tacurong,3,3,5,3,-,6,11,9,9,5,54,
XII (SOCCSKSARGEN),Sultan Kudarat,Sen. Ninoy Aquino,-,-,1,-,-,1,-,-,-,-,2,
XII (SOCCSKSARGEN),Cotabato City,Cotabato City,-,4,11,14,-,11,5,12,7,10,74,
XII (SOCCSKSARGEN),Marawi City,Marawi City,-,1,-,1,-,-,-,-,-,-,2,
XII (SOCCSKSARGEN),No City or Municipality Reported,No City or Municipality Reported,-,-,-,-,-,-,-,-,-,-,-,
XIII (Caraga),Agusan Del Norte,Buenavista,6,9,13,14,1,10,8,6,16,13,96,
XIII (Caraga),Agusan Del Norte,Butuan City (Capital),63,80,101,111,26,93,119,92,92,104,881,
XIII (Caraga),Agusan Del Norte,Cabadbaran,10,8,17,23,2,15,26,20,15,13,149,
XIII (Caraga),Agusan Del Norte,Carmen,1,2,6,1,-,1,-,1,1,-,13,
XIII (Caraga),Agusan Del Norte,Jabonga,-,1,3,1,1,1,-,1,2,1,11,
XIII (Caraga),Agusan Del Norte,Kitcharao,1,2,3,1,-,1,4,3,4,2,21,
XIII (Caraga),Agusan Del Norte,Las Nieves,-,-,-,4,-,1,1,1,3,3,13,
XIII (Caraga),Agusan Del Norte,Magallanes,3,3,6,8,-,4,8,6,2,4,44,
XIII (Caraga),Agusan Del Norte,Nasipit,5,4,11,11,1,8,7,8,5,10,70,
XIII (Caraga),Agusan Del Norte,Santiago,-,-,2,2,-,-,3,-,2,2,11,
XIII (Caraga),Agusan Del Norte,Tubay,2,1,1,3,1,2,1,1,1,3,16,
XIII (Caraga),Agusan Del Norte,Remedios T. Romualdez,1,1,4,-,-,3,2,1,2,3,17,
XIII (Caraga),Agusan Del Sur,Bayugan,7,9,17,18,2,19,24,14,25,25,160,
XIII (Caraga),Agusan Del Sur,Bunawan,-,1,-,1,-,1,2,1,1,2,9,
XIII (Caraga),Agusan Del Sur,Esperanza,2,-,-,1,-,1,1,1,3,1,10,
XIII (Caraga),Agusan Del Sur,La Paz,-,-,1,-,-,-,-,-,-,-,1,
XIII (Caraga),Agusan Del Sur,Loreto,1,-,-,-,-,-,-,1,-,-,2,
XIII (Caraga),Agusan Del Sur,Prosperidad (Capital),3,3,4,4,1,8,5,7,8,7,50,
XIII (Caraga),Agusan Del Sur,Rosario,1,1,-,-,-,1,2,3,1,1,10,
XIII (Caraga),Agusan Del Sur,San Francisco,1,7,4,6,1,7,11,4,13,6,60,
XIII (Caraga),Agusan Del Sur,San Luis,-,-,1,-,1,-,1,-,1,1,5,
XIII (Caraga),Agusan Del Sur,Santa Josefa,-,-,2,2,-,-,2,1,-,1,8,
XIII (Caraga),Agusan Del Sur,Talacogon,1,1,-,2,-,-,2,2,-,1,9,
XIII (Caraga),Agusan Del Sur,Trento,-,2,2,2,-,5,6,3,4,3,27,
XIII (Caraga),Agusan Del Sur,Veruela,1,1,-,-,-,2,2,1,-,1,8,
XIII (Caraga),Agusan Del Sur,Sibagat,3,1,2,5,1,2,5,5,5,4,33,
XIII (Caraga),Surigao Del Norte,Alegria,1,1,2,3,-,1,1,4,3,4,20,
XIII (Caraga),Surigao Del Norte,Bacuag,1,-,1,1,-,2,1,-,1,1,8,
XIII (Caraga),Surigao Del Norte,Basilisa (Rizal),1,-,2,1,-,-,-,-,-,1,5,
XIII (Caraga),Surigao Del Norte,Burgos,-,-,-,-,-,1,1,1,-,-,3,
XIII (Caraga),Surigao Del Norte,Cagdianao,-,-,-,-,-,1,-,3,1,1,6,
XIII (Caraga),Surigao Del Norte,Claver,-,-,-,-,-,-,-,3,1,2,6,
XIII (Caraga),Surigao Del Norte,Dapa,3,1,4,1,-,1,4,2,3,4,23,
XIII (Caraga),Surigao Del Norte,Del Carmen,-,-,2,-,-,1,2,1,1,-,7,
XIII (Caraga),Surigao Del Norte,Dinagat,-,-,-,-,-,3,6,3,8,4,24,
XIII (Caraga),Surigao Del Norte,General Luna,3,1,2,2,-,1,1,7,2,1,20,
XIII (Caraga),Surigao Del Norte,Gigaquit,1,-,6,-,1,1,1,-,2,2,14,
XIII (Caraga),Surigao Del Norte,Libjo (Albor),3,-,1,3,-,1,3,4,2,1,18,
XIII (Caraga),Surigao Del Norte,Loreto,-,1,-,-,-,-,-,1,1,-,3,
XIII (Caraga),Surigao Del Norte,Mainit,1,1,4,2,-,1,2,4,7,2,24,
XIII (Caraga),Surigao Del Norte,Malimono,1,-,2,1,-,-,-,2,4,4,14,
XIII (Caraga),Surigao Del Norte,Pilar,2,-,-,1,-,-,1,-,3,-,7,
XIII (Caraga),Surigao Del Norte,Placer,4,4,1,5,1,2,5,3,3,2,30,
XIII (Caraga),Surigao Del Norte,San Benito,-,-,-,1,-,-,1,1,-,-,3,
XIII (Caraga),Surigao Del Norte,San Francisco (Anao-Aon),-,-,2,5,-,3,3,1,3,1,18,
XIII (Caraga),Surigao Del Norte,San Isidro,-,-,1,-,-,-,-,-,-,1,2,
XIII (Caraga),Surigao Del Norte,Santa Monica (Sapao),2,1,-,-,-,1,-,-,-,1,5,
XIII (Caraga),Surigao Del Norte,Sison,-,-,-,1,-,1,-,-,2,5,9,
XIII (Caraga),Surigao Del Norte,Socorro,-,-,-,-,-,1,-,2,2,-,5,
XIII (Caraga),Surigao Del Norte,Surigao City (Capital),33,39,49,41,8,32,47,52,53,52,406,
XIII (Caraga),Surigao Del Norte,Tagana-An,1,1,-,1,-,2,1,1,-,-,7,
XIII (Caraga),Surigao Del Norte,Tubajon,-,-,-,-,-,-,-,-,-,-,-,
XIII (Caraga),Surigao Del Norte,Tubod,-,-,-,2,-,-,4,3,-,3,12,
XIII (Caraga),Surigao Del Norte,San Jose,1,2,2,3,-,1,1,1,3,-,14,
XIII (Caraga),Surigao Del Sur,Barobo,2,3,3,2,-,8,5,7,9,5,44,
XIII (Caraga),Surigao Del Sur,Bayabas,-,-,-,-,1,-,-,-,-,1,2,
XIII (Caraga),Surigao Del Sur,Bislig,39,35,31,32,8,42,46,30,32,37,332,
XIII (Caraga),Surigao Del Sur,Cagwait,3,-,3,3,2,2,-,2,1,5,21,
XIII (Caraga),Surigao Del Sur,Cantilan,-,2,-,4,-,1,1,3,3,5,19,
XIII (Caraga),Surigao Del Sur,Carmen,1,-,1,2,-,-,1,3,-,-,8,
XIII (Caraga),Surigao Del Sur,Carrascal,1,-,1,-,-,-,-,2,1,2,7,
XIII (Caraga),Surigao Del Sur,Cortes,-,-,1,1,-,1,1,1,1,1,7,
XIII (Caraga),Surigao Del Sur,Hinatuan,2,3,4,3,-,4,2,5,4,8,35,
XIII (Caraga),Surigao Del Sur,Lanuza,-,-,-,1,-,2,2,1,1,-,7,
XIII (Caraga),Surigao Del Sur,Lianga,1,1,2,1,-,7,5,6,2,2,27,
XIII (Caraga),Surigao Del Sur,Lingig,3,1,-,2,-,1,3,3,1,2,16,
XIII (Caraga),Surigao Del Sur,Madrid,-,-,-,1,-,2,-,-,-,1,4,
XIII (Caraga),Surigao Del Sur,Marihatag,-,1,1,-,-,-,-,-,2,1,5,
XIII (Caraga),Surigao Del Sur,San Agustin,2,2,-,1,-,2,1,5,2,4,19,
XIII (Caraga),Surigao Del Sur,San Miguel,-,-,1,2,-,2,2,2,2,-,11,
XIII (Caraga),Surigao Del Sur,Tagbina,1,1,-,1,-,3,1,3,2,2,14,
XIII (Caraga),Surigao Del Sur,Tago,1,2,-,2,-,1,3,2,3,1,15,
XIII (Caraga),Surigao Del Sur,Tandag (Capital),5,8,6,11,3,14,15,5,7,7,81,
XIII (Caraga),No City or Municipality Reported,No City or Municipality Reported,-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Basilan,Isabela (Capital),-,1,3,-,-,-,-,-,-,-,4,
ARMM (Autonomous Region in Muslim Mindanao),Basilan,Lamitan,1,-,-,1,-,-,-,3,-,1,6,
ARMM (Autonomous Region in Muslim Mindanao),Basilan,Maluso,-,-,-,-,-,-,-,-,1,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Basilan,Sumisip,-,-,-,-,-,-,-,-,1,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Lanao Del Sur,Balabagan,-,-,-,1,-,-,-,-,-,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Lanao Del Sur,Malabang,-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Lanao Del Sur,Wao,-,-,1,-,-,-,1,-,-,2,4,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Ampatuan,1,-,-,1,-,-,-,-,-,-,2,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Datu Paglas,1,-,-,-,-,1,-,-,-,-,2,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Datu Piang,-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Datu Odin Sinsuat (Dinaig),-,1,2,-,-,-,1,1,1,3,9,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Parang,1,-,1,-,-,-,1,3,2,-,8,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Sultan Kudarat (Nuling),-,-,-,-,-,1,-,-,-,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Sultan Sa Barongis (Lambayong),-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,South Upi,-,-,-,-,-,1,-,-,-,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Upi,-,-,-,-,-,-,-,-,-,1,1,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Buluan,-,-,-,-,-,1,-,-,-,1,2,
ARMM (Autonomous Region in Muslim Mindanao),Maguindanao,Kabuntalan (Tumbao),-,-,1,-,-,-,-,-,-,-,1,
ARMM (Autonomous Region in Muslim Mindanao),Sulu,Jolo (Capital),-,-,-,-,-,-,-,-,2,2,4,
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi,Bongao (Capital),-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi,Mapun (Cagayan De Tawi-Tawi),-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi,Simunul,-,-,-,-,-,-,-,-,-,-,-,
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi,Sitangkai,-,-,-,-,-,-,1,-,-,-,1,
ARMM (Autonomous Region in Muslim Mindanao),No City or Municipality Reported,No City or Municipality Reported,3,1,-,-,-,-,-,-,-,-,4,
CAR (Cordillera Administrative Region),Abra,Bangued (Capital),4,8,11,8,1,10,9,9,8,11,79,
CAR (Cordillera Administrative Region),Abra,Boliney,-,-,-,1,-,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Abra,Bucay,1,1,1,-,-,2,4,4,2,-,15,
CAR (Cordillera Administrative Region),Abra,Bucloc,-,-,1,-,-,-,-,-,-,-,1,
CAR (Cordillera Administrative Region),Abra,Daguioman,-,1,-,-,1,-,-,-,-,-,2,
CAR (Cordillera Administrative Region),Abra,Danglas,-,-,2,-,-,-,1,-,-,-,3,
CAR (Cordillera Administrative Region),Abra,Dolores,1,-,2,1,-,2,1,2,-,-,9,
CAR (Cordillera Administrative Region),Abra,La Paz,-,2,1,1,-,5,1,1,2,1,14,
CAR (Cordillera Administrative Region),Abra,Lacub,-,1,-,-,-,-,-,-,1,1,3,
CAR (Cordillera Administrative Region),Abra,Lagangilang,2,2,2,4,-,-,2,4,4,-,20,
CAR (Cordillera Administrative Region),Abra,Lagayan,-,-,-,-,-,-,-,2,1,-,3,
CAR (Cordillera Administrative Region),Abra,Langiden,-,-,1,1,-,-,-,-,2,1,5,
CAR (Cordillera Administrative Region),Abra,Licuan-Baay (Licuan),-,1,-,-,-,1,-,-,-,-,2,
CAR (Cordillera Administrative Region),Abra,Luba,-,-,-,-,-,2,-,1,-,-,3,
CAR (Cordillera Administrative Region),Abra,Malibcong,-,-,-,-,-,2,-,-,-,-,2,
CAR (Cordillera Administrative Region),Abra,Manabo,2,2,1,1,-,2,1,1,-,2,12,
CAR (Cordillera Administrative Region),Abra,Pe_arrubia,2,-,-,-,-,1,-,1,-,1,5,
CAR (Cordillera Administrative Region),Abra,Pidigan,1,-,2,2,-,-,1,1,3,2,12,
CAR (Cordillera Administrative Region),Abra,Pilar,1,1,1,1,-,2,2,-,-,-,8,
CAR (Cordillera Administrative Region),Abra,Sallapadan,1,1,-,6,-,1,-,2,-,-,11,
CAR (Cordillera Administrative Region),Abra,San Isidro,-,-,-,-,-,3,1,1,-,2,7,
CAR (Cordillera Administrative Region),Abra,San Juan,1,3,1,3,-,-,-,-,-,-,8,
CAR (Cordillera Administrative Region),Abra,San Quintin,4,-,-,-,-,-,1,3,1,2,11,
CAR (Cordillera Administrative Region),Abra,Tayum,-,1,-,1,-,-,2,3,2,1,10,
CAR (Cordillera Administrative Region),Abra,Tubo,-,-,-,-,-,-,-,-,-,-,-,
CAR (Cordillera Administrative Region),Abra,Villaviciosa,-,1,-,-,-,-,1,1,-,1,4,
CAR (Cordillera Administrative Region),Benguet,Atok,-,2,1,-,-,-,-,-,-,-,3,
