region,prov,proj_type,title,address,,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Dacul, Taft, Eastern Samar ","Dacul, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Bamboo Poblacion Barangay 3, Taft, Eastern Samar ","Poblacion Barangay 3, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Poblacion Barangay 6, Taft, Eastern Samar ","Poblacion Barangay 6, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet San Miguel, Llorente, Eastern Samar ","San Miguel, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay Poblacion 8, Lawaan, Eastern Samar 3","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay Poblacion 8, Lawaan, Eastern Samar 2","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay Poblacion 8, Lawaan, Eastern Samar 1","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay 3 (Poblacion), Hernani, Eastern Samar ","Barangay 3 (Poblacion), Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond 1 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpen Canjaway, Borongan (Capital), Eastern Samar ","Canjaway, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpen Bucao, Guiuan, Eastern Samar","Bucao, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barangay 5 (Poblacion), Llorente, Eastern Samar ","Barangay 5 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Experimental Pond,"Experimental Pond Poblacion IV, Balangkayanb, Eastern Samar ","Poblacion IV, Balangkayanb, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth 5 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Roque, Llorente 2, Eastern Samar ","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,FMR Barangay Pangabutan 4,"Pangabutan, Taft, Eastern Samar",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 2 Tangbo, Arteche, Eastern Samar","Tangbo, Arteche, Eastern Samar",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Bacayawan, Llorente, Eastern Samar 1","Bacayawan, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Culasi, Guiuan, Eastern Samar 3","Culasi, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barangay 1 (Poblacion), Llorente, Eastern Samar 2","Barangay 1 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Poblacion V, Balangkayanb, Eastern Samar ","Poblacion V, Balangkayanb, Eastern Samar ",,
RFU VIII,Eastern Samar,Flatbed Dryer (FBD),"Flatbed Dryer Baruk, Can-avid, Eastern Samar ","Baruk, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Poblacion Barangay 6, Taft, Eastern Samar","Poblacion Barangay 6, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Diversion Dam,"Irrigation DD ( Diversion Dams) Bolusao, Lawaan, Eastern Samar ","Bolusao, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage San Pedro, Quinapondan, Eastern Samar 1","San Pedro, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Vigan, General Macarthur, Eastern Samar","Vigan, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpen 2 Saugan, Oras, Eastern Samar ","Saugan, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Camparang, Guiuan, Eastern Samar 2","Camparang, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer," Copra DryerSan Antonio, Guiuan, Eastern Samar 1","San Antonio, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Bacayawan, Llorente, Eastern Samar 2","Bacayawan, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barobo, Llorente, Eastern Samar 2","Barobo, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Barangay 1 (Poblacion), Llorente, Eastern Samar  1","Barangay 1 (Poblacion), Llorente, Eastern Samar",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Osmena, Dolores, Eastern Samar  ","Osmena, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Bitaugan, Guiuan, Eastern Samar","Bitaugan, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Antonio, Guiuan, Eastern Samar 2","San Antonio, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP),"MPDP Bacayawan, Llorente, Eastern Samar ","Bacayawan, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Bungtod, Guiuan, Eastern Samar 3","Bungtod, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpen 1 Saugan, Oras, Eastern Samar ","Saugan, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"MRI Trading Post Siha, Borongan (Capital), Eastern Samar ","Siha, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barobo, Llorente, Eastern Samar 1","Barobo, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Garawon, Hernani, Eastern Samar ","Garawon, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Villahermosa, Dolores, Eastern Samar ","Villahermosa, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Hindang, Borongan (Capital), Eastern Samar ","Hindang, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Naubay, Llorente, Eastern Samar ","Naubay, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Seaweed Nursery,"Seaweed Nursery Bugas, Borongan (Capital), Eastern Samar ","Bugas, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Scion Garden/grove,"Scion garden/grove Malobago, Dolores, Eastern Samar ","Malobago, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Poblacion Ward 4-A, Guiuan, Eastern Samar","Poblacion Ward 4-A, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Gabriel, Borongan (Capital), Eastern Samar ","San Gabriel, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 8","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth 4 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth 3 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth 2 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Wood Camcuevas, General Macarthur, Eastern Samar 2","Camcuevas, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Palacad (Valley), Quinapondan, Eastern Samar 2","Palactad (Valley), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth 1 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Diversion Dam,"DD Diversion Dams A-et, Sulat, Eastern Samar ","A-et, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Timala, Guiuan, Eastern Samar  2","Timala, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Barangay Campesao 2, Borongan","Campesao, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Binalay, General Macarthur, Eastern Samar ","Binalay, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra DryerTimala, Guiuan, Eastern Samar","Timala, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Siha, Borongan (Capital), Eastern Samar ","Siha, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Small Farm Reservoir,"SFR Small Farm Reservoir Mabuhay, Can-avid, Eastern Samar ","Mabuhay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Batang, Hernani, Eastern Samar","Batang, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Gravel Burak, Oras, Eastern Samar ","Burak, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete 2 Malogo, Can-avid, Eastern Samar ","Malogo, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Pablo, Taft, Eastern Samar ","San Pablo, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Magtino, Llorente","Magtino, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Nagaja, Hernani, Eastern Samar ","Nagaja, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 7","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Vermiculture Center/Vermi Composting,"Vermi Compost Poblacion Barangay 5, General Macarthur","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Limbujan, General Macarthur, Eastern Samar ","Limbujan, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) San Roque, Jipapad, Eastern Samar","San Roque, Jipapad, Eastern Samar",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Palactad (Valley), Quinapondan, Eastern Samar 4 ","Palactad (Valley), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 San Vicente, Sulat, Eastern Samar ","San Vicente, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Palactad (Valley), Quinapondan, Eastern Samar 3","Palactad (Valley), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Small Farm Reservoir,"IDS Small Farm Reservoir Mabuhay, Can-avid, Eastern Samar ","Mabuhay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 1 Rizal, Oras, Eastern Samar ","Rizal, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Hagna, Guiuan, Eastern Samar 2","Hagna, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Bobon, Mercedes, Eastern Samar","Bobon, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Barangay No. 5 (Poblacion), San Policarpo, Eastern Samar ","Barangay No. 5 (Poblacion), San Policarpo, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Loyola Heights (Poblacion), Sulat, Eastern Samar ","Loyola Heights (Poblacion), Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Jose, Llorente, Eastern Samar 4 ","San Jose, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse San Gregorio, Borongan (Capital), Eastern Samar ","San Gregorio, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Rizal (Pana-ugan), Quinapondan, Eastern Samar 1","Rizal (Pana-ugan), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Rizal (Pana-ugan), Quinapondan, Eastern Samar 2","Rizal (Pana-ugan), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Jose, Llorente, Eastern Samar 1","San Jose, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Del Remedios, Taft, Eastern Samar ","Del Remedios, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Dacul, Taft, Eastern Samar ","Dacul, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Seaweed Nursery,"Seaweed Nursery Santa Margarita, Quinapondan, Eastern Samar ","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Can-ato, Llorente, Eastern Samar 3","Can-ato, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Quezon, General Macarthur, Eastern Samar ","Quezon, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Jose, Llorente, Eastern Samar 3","San Jose, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Macapagal, General Macarthur, Eastern Samar 3","Macapagal, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Mechanical Dryer,"Mechanical Dryer Barangay Poblacion I, Balangiga, Eastern Samar","Barangay Poblacion I, Balangiga, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Campesao, Borongan (Capital), Eastern Samar ","Campesao, Borongan (Capital), Eastern Samar",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Jose, Mercedes, Eastern Samar","San Jose, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Sto. Nino, Quinapondan, Eastern Samar 1","Sto. Nino, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Roque, Llorente 1, Eastern Samar ","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Siha, Borongan (Capital), Eastern Samar ","Siha, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Loyola Heights (Poblacion), Sulat, Eastern Samar ","Loyola Heights (Poblacion), Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Nurseries,"Nurseries Santa Cruz (Opong), General Macarthur, Eastern Samar","Santa Cruz (Opong), General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 6","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Bamboo Saurong, Oras, Eastern Samar ","Saurong, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Bungtod, Guiuan, Eastern Samar 2","Bungtod, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Santa Fe, General Macarthur, Eastern Samar ","Santa Fe, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying PavementRoxas, General Macarthur, Eastern Samar ","Roxas, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Vermiculture Center/Vermi Composting,"Vermi Compost Cogon, Guiuan, Eastern Samar","Cogon, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Wood Beto, Taft, Eastern Samar ","Beto, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth Hagna, Guiuan, Eastern Samar 1","Hagna, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 3 Can-ilay, Can-avid, Eastern Samar ","Can-ilay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Open Source Pump,"OSP Open Source Pump Cantomco, Llorente, Eastern Samar ","Cantomco, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Mangrove Plantation,"Mangrove Plantation Hingatungan, Silago, Southern Leyte","Hingatungan, Silago, Southern Leyte ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Can-ato, Llorente, Eastern Samar ","Can-ato, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Sto. Nino, Quinapondan, Eastern Samar 2","Sto. Nino, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Miguel, Llorente, Eastern Samar ","San Miguel, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP),"PHF Multi Purpose Drying Pavement Locso-on, Borongan (Capital), Eastern Samar ","Locso-on, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Barangay 11 (Poblacion), Llorente, Eastern Samar ","Barangay 11 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"FMR Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Jose, Llorente, Eastern Samar 2 ","San Jose, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading PostSuribao, Borongan (Capital), Eastern Samar ","Suribao, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Polangi, Taft, Eastern Samar","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 5 ","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Vermiculture Center/Vermi Composting,"Vermi Compost Poblacion Barangay 5, General Macarthur, Eastern Samar","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,See Need Culture,"See Need Culture Canlaray, Borongan (Capital), Eastern Samar ","Canlaray, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Miguel, Llorente, Eastern Samar ","San Miguel, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Tagporo, Guiuan, Eastern Samar","Tagporo, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse San Francisco, Sulat, Eastern Samar ","San Francisco, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Wood Del Remedio, Sulat, Eastern Samar ","Del Remedio, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading post Barangay 1 (Poblacion), Llorente, Eastern Samar 1","Barangay 1 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Nurseries,"Nurseries San Isidro, General Macarthur, Eastern Samar","San Isidro, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 4","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"IDS Open Source Pump Cabong, Borongan (Capital), Eastern Samar ","Cabong, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Vermiculture Center/Vermi Composting,"Vermi Compost Barangay 4 Poblacion, Can-avid, Eastern Samar","Barangay 4 Poblacion, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Seaweed Nursery,"Seaweed Nursery San Miguel, Hernani, Eastern Samar","San Miguel, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse San Gabriel, Borongan (Capital), Eastern Samar ","San Gabriel, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"WoodLaurel, General Macarthur, Eastern Samar ","Laurel, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Magtino, Llorente, Eastern Samar ","Magtino, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Siha, Borongan (Capital), Eastern Samar ","Siha, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP)," MPDP Multi Purpose Drying Pavement 1 Sto. Tomas, Sulat, Eastern Samar ","Sto. Tomas, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra DryerSan Isidro, General Macarthur, Eastern Samar 1 ","San Isidro, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Bungtod, Guiuan, Eastern Samar 1","Bungtod, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Gregorio, Borongan (Capital), Eastern Samar ","San Gregorio, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Public Market,"LAMs Livestock Auction Markets Barangay 1 (Poblacion), Dolores, Eastern Samar ","Barangay 1 (Poblacion), Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Sulangan, Guiuan, Eastern Samar 1","Sulangan, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Sulangan, Guiuan, Eastern Samar 2","Sulangan, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Osmena, General Macarthur, Eastern Samar ","Osmena, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Gabriel, Borongan (Capital), Eastern Samar ","San Gabriel, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Mantang, Taft, Eastern Samar ","Mantang, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Gabriel, Borongan (Capital), Eastern Samar ","San Gabriel, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Francisco, Sulat, Eastern Samar ","San Francisco, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Punta Maria, Borongan (Capital), Eastern Samar","Punta Maria, Borongan (Capital), Eastern Samar",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barangay Suribao, Borongan","Suribao, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Vermiculture Center/Vermi Composting,"Vermi Compost Can-abong, Borongan (Capital), Eastern Samar ","Can-abong, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Guinpoliran, Balangkayanb, Eastern Samar ","Guinpoliran, Balangkayanb, Eastern Samar ",,
